$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Nb_{i}^{\times}$ $Nb_{i}^{\bullet}$ $Nb_{i}^{\bullet\bullet}$ $Nb_{i}^{\bullet\bullet\bullet}$ $Nb_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Nb_{Sn}^{\times}$ $Nb_{Sn}^{\bullet}$ $Nb_{Sn}^{'}$ $Nb_{Sn}^{''}$ $Nb_{Sn}^{'''}$ $Nb_{Sn}^{''''}$
7.608e-30 2.477 2.7858e-09 9.5646e-17 6.2043e-10 8.9118e-17 4.2685e-25 7.0139e-38 7.7467e-36 2.0024e-32 2.4908e-48 8.7238e-43 1.5193e-36 1.3538e-32 3.8112e-35 3.6084e-75 1.2938e-56 2.7455e-40 1.5503e-26 9.5812e-17 1.6549e-28 2.498e-22 1.1682e-22 5.5581e-19 2.7225e-19 1.7205e-36 4.1113e-56 2.6629e-79 1.8916e-61 5.0655e-46 1.6672e-33 7.2071e-35 2.9586e-49 9.8692e-46 1.9002e-44 3.9002e-46 3.5174e-60 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
2.0955e-30 2.477 2.7858e-09 9.5646e-17 1.1822e-09 1.6981e-16 8.1333e-25 3.681e-38 4.0656e-36 1.0509e-32 9.0431e-48 3.1672e-42 5.516e-36 4.9153e-32 1.3837e-34 9.9389e-76 3.5636e-57 7.5621e-41 4.2701e-27 2.639e-17 1.6549e-28 2.498e-22 1.1682e-22 1.059e-18 5.1875e-19 3.2783e-36 7.8336e-56 7.3346e-80 5.2102e-62 1.3952e-46 4.5922e-34 1.9851e-35 1.0741e-48 3.5831e-45 6.8989e-44 1.416e-45 1.277e-59 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
5.7719e-31 2.477 2.7858e-09 9.5646e-17 2.2525e-09 3.2355e-16 1.5497e-24 1.9319e-38 2.1337e-36 5.5155e-33 3.2832e-47 1.1499e-41 2.0026e-35 1.7845e-31 5.0235e-34 2.7376e-76 9.8156e-58 2.0829e-41 1.1761e-27 7.2689e-18 1.6549e-28 2.498e-22 1.1682e-22 2.0179e-18 9.8844e-19 6.2465e-36 1.4926e-55 2.0202e-80 1.4351e-62 3.843e-47 1.2649e-34 5.4678e-36 3.8998e-48 1.3009e-44 2.5047e-43 5.1409e-45 4.6364e-59 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
1.5898e-31 2.477 2.7858e-09 9.5646e-17 4.2919e-09 6.1649e-16 2.9529e-24 1.0139e-38 1.1198e-36 2.8946e-33 1.192e-46 4.1748e-41 7.2707e-35 6.4788e-31 1.8238e-33 7.5403e-77 2.7036e-58 5.7371e-42 3.2396e-28 2.0021e-18 1.6549e-28 2.498e-22 1.1682e-22 3.8449e-18 1.8834e-18 1.1902e-35 2.8441e-55 5.5645e-81 3.9528e-63 1.0585e-47 3.4839e-35 1.506e-36 1.4158e-47 4.7229e-44 9.0935e-43 1.8665e-44 1.6833e-58 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
4.3789e-32 2.477 2.7858e-09 9.5646e-17 8.1779e-09 1.1747e-15 5.6264e-24 5.3212e-39 5.8771e-37 1.5192e-33 4.3276e-46 1.5157e-40 2.6397e-34 2.3522e-30 6.6216e-33 2.0769e-77 7.4468e-59 1.5802e-42 8.923e-29 5.5146e-19 1.6549e-28 2.498e-22 1.1682e-22 7.3261e-18 3.5886e-18 2.2678e-35 5.4191e-55 1.5327e-81 1.0887e-63 2.9156e-48 9.596e-36 4.1482e-37 5.1403e-47 1.7147e-43 3.3015e-42 6.7763e-44 6.1112e-58 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
1.2061e-32 2.477 2.7858e-09 9.5646e-17 1.5582e-08 2.2382e-15 1.0721e-23 2.7927e-39 3.0845e-37 7.9729e-34 1.5712e-45 5.5028e-40 9.5836e-34 8.5398e-30 2.404e-32 5.7206e-78 2.0511e-59 4.3525e-43 2.4577e-29 1.5189e-19 1.6549e-28 2.498e-22 1.1682e-22 1.3959e-17 6.8377e-18 4.3212e-35 1.0326e-54 4.2216e-82 2.9988e-64 8.0306e-49 2.6431e-36 1.1426e-37 1.8662e-46 6.2253e-43 1.1986e-41 2.4602e-43 2.2187e-57 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
3.3221e-33 2.477 2.7858e-09 9.5646e-17 2.969e-08 4.2647e-15 2.0427e-23 1.4656e-39 1.6188e-37 4.1844e-34 5.7042e-45 1.9978e-39 3.4794e-33 3.1004e-29 8.7279e-32 1.5757e-78 5.6496e-60 1.1988e-43 6.7696e-30 4.1837e-20 1.6549e-28 2.498e-22 1.1682e-22 2.6598e-17 1.3029e-17 8.2336e-35 1.9674e-54 1.1628e-82 8.2599e-65 2.2119e-49 7.2802e-37 3.1471e-38 6.7755e-46 2.2601e-42 4.3517e-41 8.9319e-43 8.0552e-57 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
9.1505e-34 2.477 2.7858e-09 9.5646e-17 5.6572e-08 8.126e-15 3.8922e-23 7.6921e-40 8.4958e-38 2.1961e-34 2.071e-44 7.2533e-39 1.2632e-32 1.1256e-28 3.1687e-31 4.34e-79 1.5561e-60 3.3021e-44 1.8646e-30 1.1524e-20 1.6549e-28 2.498e-22 1.1682e-22 5.068e-17 2.4825e-17 1.5688e-34 3.7488e-54 3.2027e-83 2.2751e-65 6.0925e-50 2.0052e-37 8.6682e-39 2.4599e-45 8.2056e-42 1.5799e-40 3.2428e-42 2.9245e-56 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
2.5204e-34 2.477 2.7858e-09 9.5646e-17 1.0779e-07 1.5483e-14 7.4162e-23 4.037e-40 4.4588e-38 1.1525e-34 7.5188e-44 2.6334e-38 4.5862e-32 4.0867e-28 1.1504e-30 1.1954e-79 4.2861e-61 9.0952e-45 5.1358e-31 3.1741e-21 1.6549e-28 2.498e-22 1.1682e-22 9.6567e-17 4.7302e-17 2.9893e-34 7.1429e-54 8.8216e-84 6.2665e-66 1.6781e-50 5.5232e-38 2.3876e-39 8.9308e-45 2.9791e-41 5.736e-40 1.1773e-41 1.0618e-55 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
6.9421e-35 2.477 2.7858e-09 9.5646e-17 2.0539e-07 2.9502e-14 1.4131e-22 2.1187e-40 2.3401e-38 6.0488e-35 2.7297e-43 9.5606e-38 1.6651e-31 1.4837e-27 4.1767e-30 3.2926e-80 1.1806e-61 2.5052e-45 1.4146e-31 8.7426e-22 1.6549e-28 2.498e-22 1.1682e-22 1.84e-16 9.0129e-17 5.6958e-34 1.361e-53 2.4298e-84 1.726e-66 4.6222e-51 1.5213e-38 6.5763e-40 3.2424e-44 1.0816e-40 2.0825e-39 4.2744e-41 3.8548e-55 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
1.9121e-35 2.477 2.7858e-09 9.5646e-17 3.9135e-07 5.6214e-14 2.6925e-22 1.1119e-40 1.2281e-38 3.1745e-35 9.9106e-43 3.4711e-37 6.0452e-31 5.3867e-27 1.5164e-29 9.069e-81 3.2517e-62 6.9002e-46 3.8964e-32 2.408e-22 1.6549e-28 2.498e-22 1.1682e-22 3.5059e-16 1.7173e-16 1.0853e-33 2.5933e-53 6.6926e-85 4.7541e-67 1.2731e-51 4.1902e-39 1.8114e-40 1.1772e-43 3.9268e-40 7.5607e-39 1.5518e-40 1.3995e-54 9.6081e-05 1.9609e-06 1.9579e-06 1.009e-10 8.1613e-18 1.1786e-27
