$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Ni_{i}^{\times}$ $Ni_{i}^{\bullet}$ $Ni_{i}^{\bullet\bullet}$ $Ni_{i}^{\bullet\bullet\bullet}$ $Ni_{i}^{\bullet\bullet\bullet\bullet}$ $Ni_{Sn}^{\times}$ $Ni_{Sn}^{'}$ $Ni_{Sn}^{''}$ $Ni_{Sn}^{'''}$ $Ni_{Sn}^{''''}$
1 0.54598 2.8804e-13 6.1399e-05 8.1987e-20 2.3392e-17 2.1409e-14 4.731e-16 1.3143e-22 3.067e-28 1.9136e-59 1.5479e-48 2.0199e-37 4.1459e-30 1.443e-25 5.2584e-32 7.0621e-28 3.378e-25 3.268e-24 3.2968e-25 9.9214e-27 1.0356e-16 1.0141e-09 1.2068e-26 1.5207e-19 7.6928e-24 1.2598e-29 4.1711e-35 4.0524e-31 6.2658e-29 8.4208e-29 6.3883e-38 1.3035e-23 1.9447e-16 5.7312e-12 2.756e-13 1.5254e-17 0.0099386 6.14e-05 3.2078e-11 1.0102e-20 1.2759e-32
0.14456 0.54598 2.8804e-13 6.1399e-05 2.1564e-19 6.1525e-17 5.6309e-14 1.7987e-16 4.9969e-23 1.1661e-28 1.3238e-58 1.0708e-47 1.3973e-36 2.868e-29 9.982e-25 7.6014e-33 1.0209e-28 4.8832e-26 4.7241e-25 4.7657e-26 9.9214e-27 1.0356e-16 1.0141e-09 3.1741e-26 3.9997e-19 2.0233e-23 3.3134e-29 6.0296e-36 5.8579e-32 9.0576e-30 1.2173e-29 9.2347e-39 9.0173e-23 1.3453e-15 3.9647e-11 1.9065e-12 1.0552e-16 0.0099386 6.14e-05 3.2078e-11 1.0102e-20 1.2759e-32
0.020896 0.54599 2.8805e-13 6.1399e-05 5.6716e-19 1.6182e-16 1.481e-13 6.8389e-17 1.8998e-23 4.4336e-29 9.1577e-58 7.4075e-47 9.6662e-36 1.984e-28 6.9051e-24 1.0988e-33 1.4757e-29 7.059e-27 6.829e-26 6.8892e-27 9.9215e-27 1.0356e-16 1.014e-09 8.3484e-26 1.052e-18 5.3216e-23 8.7147e-29 8.7162e-37 8.468e-33 1.3093e-30 1.7597e-30 1.335e-39 6.2379e-22 9.3063e-15 2.7426e-10 1.3189e-11 7.2994e-16 0.0099386 6.14e-05 3.2079e-11 1.0102e-20 1.2759e-32
0.0030207 0.54599 2.8805e-13 6.1397e-05 1.4917e-18 4.256e-16 3.8951e-13 2.6002e-17 7.2235e-24 1.6858e-29 6.3351e-57 5.1242e-46 6.6864e-35 1.3724e-27 4.7762e-23 1.5884e-34 2.1333e-30 1.0205e-27 9.8726e-27 9.9599e-28 9.9218e-27 1.0356e-16 1.014e-09 2.1958e-25 2.7668e-18 1.3996e-22 2.2919e-28 1.26e-37 1.2241e-33 1.8929e-31 2.5439e-31 1.93e-40 4.3152e-21 6.4376e-14 1.8972e-09 9.1228e-11 5.049e-15 0.0099386 6.1402e-05 3.208e-11 1.0103e-20 1.2761e-32
0.00043666 0.54601 2.8811e-13 6.1385e-05 3.9235e-18 1.1192e-15 1.0241e-12 9.8861e-18 2.747e-24 6.4119e-30 4.3824e-56 3.544e-45 4.6236e-34 9.488e-27 3.3015e-22 2.2962e-35 3.0845e-31 1.4758e-28 1.428e-27 1.4409e-28 9.9237e-27 1.0356e-16 1.0138e-09 5.7752e-25 7.2757e-18 3.6797e-22 6.0245e-28 1.8214e-38 1.7699e-34 2.7373e-32 3.6796e-32 2.7921e-41 2.9851e-20 4.4525e-13 1.3119e-08 6.3072e-10 3.49e-14 0.0099386 6.1414e-05 3.2093e-11 1.0109e-20 1.2771e-32
6.3122e-05 0.54615 2.885e-13 6.1302e-05 1.0319e-17 2.9396e-15 2.6861e-12 3.7587e-18 1.0458e-24 2.4445e-30 3.0316e-55 2.4483e-44 3.1898e-33 6.5368e-26 2.2715e-21 3.3192e-36 4.4649e-32 2.1391e-29 2.0727e-28 2.0943e-29 9.9372e-27 1.0356e-16 1.0124e-09 1.519e-24 1.911e-17 9.6519e-22 1.5781e-27 2.6329e-39 2.562e-35 3.9677e-33 5.3409e-33 4.0582e-42 2.065e-19 3.0759e-12 9.0505e-08 4.3453e-09 2.4011e-13 0.0099384 6.1497e-05 3.218e-11 1.015e-20 1.284e-32
9.1247e-06 0.5471 2.9117e-13 6.0741e-05 2.7142e-17 7.6608e-15 6.936e-12 1.4291e-18 4.0131e-25 9.4668e-31 2.0972e-54 1.6782e-43 2.1664e-32 4.3988e-25 1.5145e-20 4.7982e-37 6.5139e-33 3.1497e-30 3.0801e-29 3.141e-30 1.0029e-26 1.0356e-16 1.0032e-09 3.9951e-24 4.9802e-17 2.4923e-21 4.0375e-27 3.8061e-40 3.7378e-36 5.8422e-34 7.9368e-34 6.0865e-43 1.4284e-18 2.1081e-11 6.146e-07 2.9237e-08 1.6008e-12 0.0099373 6.2059e-05 3.2774e-11 1.0433e-20 1.332e-32
1.319e-06 0.55286 3.0785e-13 5.7454e-05 7.1387e-17 1.9057e-14 1.6319e-11 5.4335e-19 1.6132e-25 4.0236e-31 1.4508e-53 1.098e-42 1.3406e-31 2.5746e-24 8.3839e-20 6.9361e-38 9.9558e-34 5.0898e-31 5.2626e-30 5.674e-31 1.0604e-26 1.0356e-16 9.488e-10 1.0508e-23 1.2389e-16 5.8639e-21 8.9847e-27 5.5019e-41 5.7128e-37 9.4408e-35 1.356e-34 1.0995e-43 9.8742e-18 1.3783e-10 3.8007e-06 1.71e-07 8.8555e-12 0.0099305 6.5569e-05 3.6613e-11 1.2323e-20 1.6634e-32
1.9067e-07 0.57574 3.841e-13 4.6062e-05 1.8776e-16 4.0174e-14 2.7573e-11 2.0658e-19 7.6526e-26 2.3814e-31 1.0036e-52 6.0879e-42 5.9576e-31 9.1701e-24 2.3934e-19 1.0027e-38 1.7956e-34 1.1453e-31 1.4775e-30 1.9876e-31 1.323e-26 1.0356e-16 7.6046e-10 2.7637e-23 2.6117e-16 9.9077e-21 1.2167e-26 7.9533e-42 1.0304e-37 2.1244e-35 3.8072e-35 3.8514e-44 6.8104e-17 7.6195e-10 1.684e-05 6.0728e-07 2.5205e-11 0.009901 8.1565e-05 5.6824e-11 2.3862e-20 4.0189e-32
2.7563e-08 0.62219 6.0186e-13 2.9409e-05 4.9383e-16 6.7433e-14 2.9537e-11 7.8544e-20 4.5591e-26 2.223e-31 6.9427e-52 2.6877e-41 1.6785e-30 1.6489e-23 2.7465e-19 1.4494e-39 4.0672e-35 4.0651e-32 8.217e-31 1.732e-31 2.073e-26 1.0356e-16 4.8532e-10 7.269e-23 4.3838e-16 1.0613e-20 8.3181e-27 1.1497e-42 2.3339e-38 7.5401e-36 2.1173e-35 3.3563e-44 4.6751e-16 3.338e-09 4.7082e-05 1.0836e-06 2.8702e-11 0.009825 0.00012683 1.3845e-10 9.11e-20 2.4042e-31
