$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Mn_{i}^{\times}$ $Mn_{i}^{\bullet}$ $Mn_{i}^{\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet\bullet}$ $Mn_{Sn}^{\times}$ $Mn_{Sn}^{\bullet}$ $Mn_{Sn}^{\bullet\bullet}$ $Mn_{Sn}^{\bullet\bullet\bullet}$ $Mn_{Sn}^{'}$ $Mn_{Sn}^{''}$ $Mn_{Sn}^{'''}$ $Mn_{Sn}^{''''}$
1 0.60791 1.8079e-23 2.9104e-08 3.3609e-39 8.2591e-35 2.0883e-29 1.1191e-31 2.861e-44 5.1613e-55 1.831e-118 3.6164e-97 1.8589e-75 2.3641e-61 8.6445e-53 2.7651e-63 1.6522e-54 1.2523e-48 3.8825e-46 1.3089e-47 1.6304e-52 5.3623e-33 1.552e-19 7.2821e-53 3.4905e-39 2.6963e-48 2.1827e-60 1.7398e-69 5.44e-61 4.3085e-56 2.5779e-55 4.9149e-73 1.6505e-69 8.5061e-53 8.9717e-41 3.6288e-36 2.9795e-45 7.097e-58 9.5129e-72 1.168e-88 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
0.020896 0.60791 1.8079e-23 2.9104e-08 2.325e-38 5.7134e-34 1.4447e-28 1.6177e-32 4.1357e-45 7.461e-56 8.7623e-117 1.7306e-95 8.8959e-74 1.1313e-59 4.1368e-51 5.7781e-65 3.4524e-56 2.6168e-50 8.1131e-48 2.7352e-49 1.6304e-52 5.3623e-33 1.552e-19 5.0375e-52 2.4146e-38 1.8653e-47 1.51e-59 3.6357e-71 1.1368e-62 9.0032e-58 5.3868e-57 1.027e-74 7.8985e-68 4.0706e-51 4.2934e-39 1.7366e-34 1.4258e-43 3.3963e-56 4.5524e-70 5.5894e-87 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
0.00043666 0.60791 1.8079e-23 2.9104e-08 1.6084e-37 3.9524e-33 9.9937e-28 2.3385e-33 5.9784e-46 1.0785e-56 4.1932e-115 8.2819e-94 4.2571e-72 5.414e-58 1.9797e-49 1.2074e-66 7.2144e-58 5.4682e-52 1.6953e-49 5.7155e-51 1.6304e-52 5.3623e-33 1.552e-19 3.4848e-51 1.6704e-37 1.2903e-46 1.0446e-58 7.5973e-73 2.3755e-64 1.8814e-59 1.1257e-58 2.1461e-76 3.7798e-66 1.948e-49 2.0546e-37 8.3104e-33 6.8233e-42 1.6253e-54 2.1785e-68 2.6748e-85 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
9.1247e-06 0.60791 1.8079e-23 2.9104e-08 1.1126e-36 2.7342e-32 6.9134e-27 3.3805e-34 8.6422e-47 1.5591e-57 2.0066e-113 3.9633e-92 2.0373e-70 2.5909e-56 9.4737e-48 2.5231e-68 1.5076e-59 1.1427e-53 3.5427e-51 1.1943e-52 1.6304e-52 5.3623e-33 1.552e-19 2.4107e-50 1.1555e-36 8.9262e-46 7.2259e-58 1.5876e-74 4.9639e-66 3.9314e-61 2.3522e-60 4.4847e-78 1.8088e-64 9.322e-48 9.8323e-36 3.9769e-31 3.2653e-40 7.7778e-53 1.0425e-66 1.28e-83 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
1.9067e-07 0.60791 1.8079e-23 2.9104e-08 7.6969e-36 1.8914e-31 4.7825e-26 4.8867e-35 1.2493e-47 2.2538e-58 9.6028e-112 1.8966e-90 9.7493e-69 1.2399e-54 4.5336e-46 5.2724e-70 3.1503e-61 2.3878e-55 7.4029e-53 2.4958e-54 1.6304e-52 5.3623e-33 1.552e-19 1.6677e-49 7.9935e-36 6.1749e-45 4.9987e-57 3.3174e-76 1.0373e-67 8.2152e-63 4.9154e-62 9.3714e-80 8.6561e-63 4.461e-46 4.7052e-34 1.9032e-29 1.5626e-38 3.722e-51 4.9891e-65 6.1255e-82 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
3.9844e-09 0.60791 1.8079e-23 2.9104e-08 5.3245e-35 1.3084e-30 3.3084e-25 7.064e-36 1.8059e-48 3.258e-59 4.5954e-110 9.0764e-89 4.6655e-67 5.9333e-53 2.1696e-44 1.1017e-71 6.5829e-63 4.9896e-57 1.547e-54 5.2153e-56 1.6304e-52 5.3623e-33 1.552e-19 1.1536e-48 5.5297e-35 4.2716e-44 3.458e-56 6.9323e-78 2.1675e-69 1.7167e-64 1.0271e-63 1.9583e-81 4.1424e-61 2.1348e-44 2.2517e-32 9.1075e-28 7.4778e-37 1.7812e-49 2.3875e-63 2.9314e-80 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
8.3261e-11 0.60791 1.8079e-23 2.9104e-08 3.6833e-34 9.0513e-30 2.2887e-24 1.0212e-36 2.6106e-49 4.7096e-60 2.1991e-108 4.3435e-87 2.2327e-65 2.8394e-51 1.0382e-42 2.3023e-73 1.3756e-64 1.0427e-58 3.2326e-56 1.0898e-57 1.6304e-52 5.3623e-33 1.552e-19 7.9806e-48 3.8253e-34 2.955e-43 2.3921e-55 1.4486e-79 4.5294e-71 3.5873e-66 2.1464e-65 4.0921e-83 1.9823e-59 1.0216e-42 1.0775e-30 4.3584e-26 3.5785e-35 8.5238e-48 1.1425e-61 1.4028e-78 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
1.7399e-12 0.60791 1.8079e-23 2.9104e-08 2.548e-33 6.2615e-29 1.5832e-23 1.4761e-37 3.7737e-50 6.808e-61 1.0524e-106 2.0786e-85 1.0684e-63 1.3588e-49 4.9685e-41 4.8109e-75 2.8745e-66 2.1788e-60 6.755e-58 2.2773e-59 1.6304e-52 5.3623e-33 1.552e-19 5.5207e-47 2.6462e-33 2.0442e-42 1.6548e-54 3.0271e-81 9.4648e-73 7.4961e-68 4.4851e-67 8.5511e-85 9.4865e-58 4.8889e-41 5.1566e-29 2.0857e-24 1.7125e-33 4.0791e-46 5.4676e-60 6.7131e-77 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
3.6357e-14 0.60791 1.8079e-23 2.9104e-08 1.7627e-32 4.3315e-28 1.0952e-22 2.1338e-38 5.4552e-51 9.8414e-62 5.0362e-105 9.947e-84 5.113e-62 6.5024e-48 2.3777e-39 1.0053e-76 6.0067e-68 4.5529e-62 1.4116e-59 4.7588e-61 1.6304e-52 5.3623e-33 1.552e-19 3.8191e-46 1.8306e-32 1.4141e-41 1.1447e-53 6.3255e-83 1.9778e-74 1.5664e-69 9.3723e-69 1.7869e-86 4.5397e-56 2.3396e-39 2.4677e-27 9.9812e-23 8.1951e-32 1.952e-44 2.6165e-58 3.2125e-75 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
7.5973e-16 0.60791 1.8079e-23 2.9104e-08 1.2194e-31 2.9964e-27 7.5765e-22 3.0846e-39 7.8858e-52 1.4226e-62 2.4101e-103 4.7601e-82 2.4468e-60 3.1117e-46 1.1378e-37 2.1007e-78 1.2552e-69 9.5139e-64 2.9497e-61 9.9442e-63 1.6304e-52 5.3623e-33 1.552e-19 2.6419e-45 1.2663e-31 9.7824e-41 7.9191e-53 1.3218e-84 4.133e-76 3.2733e-71 1.9585e-70 3.734e-88 2.1725e-54 1.1196e-37 1.1809e-25 4.7765e-21 3.9217e-30 9.3415e-43 1.2521e-56 1.5374e-73 9.9818e-05 7.64e-08 1.9264e-17 1.164e-30 1.055e-07 5.5937e-24 1.2976e-45 7.4705e-72
