$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Cu_{i}^{\times}$ $Cu_{i}^{\bullet}$ $Cu_{i}^{\bullet\bullet}$ $Cu_{i}^{\bullet\bullet\bullet}$ $Cu_{Sn}^{'}$ $Cu_{Sn}^{''}$ $Cu_{Sn}^{'''}$ $Cu_{Sn}^{''''}$
3.9844e-09 1.0158 2.7077e-11 6.5416e-07 1.2989e-15 3.9422e-15 3.8381e-14 2.9863e-20 7.7985e-25 1.7108e-28 4.8028e-51 4.1327e-42 5.7368e-33 1.2526e-27 4.6376e-25 2.0952e-40 2.6451e-34 1.1894e-29 1.0817e-26 1.0258e-25 9.3266e-25 1.0356e-16 1.0787e-11 1.9119e-22 2.5628e-17 1.3791e-23 2.4025e-31 1.662e-43 1.5178e-37 2.2062e-33 2.7872e-31 1.9877e-38 1.4454e-08 0.005876 0.00017914 1.5569e-09 0.0016546 0.0022902 8.8203e-09 1.1034e-17
5.7597e-10 1.0863 5.3552e-11 3.3077e-07 3.4162e-15 5.2427e-15 2.5809e-14 1.1354e-20 5.864e-25 2.5442e-28 3.3224e-50 1.4455e-41 1.0146e-32 1.1201e-27 2.097e-25 3.0287e-41 7.5623e-35 6.7251e-30 1.2096e-26 2.2686e-25 1.8445e-24 1.0356e-16 5.4544e-12 5.0285e-22 3.4083e-17 9.2738e-24 8.1686e-32 2.4025e-44 4.3394e-38 1.2474e-33 3.1168e-31 4.3959e-38 3.0207e-08 0.0062094 9.5717e-05 4.2062e-10 0.00098862 0.0027062 2.0613e-08 5.0998e-17
8.3261e-11 1.1552 1.0422e-10 1.6997e-07 8.9852e-15 7.0856e-15 1.7924e-14 4.3169e-21 4.3389e-25 3.6634e-28 2.2984e-49 5.1384e-41 1.8533e-32 1.0514e-27 1.0114e-25 4.3782e-42 2.1274e-35 3.6818e-30 1.2887e-26 4.7036e-25 3.5896e-24 1.0356e-16 2.8027e-12 1.3226e-21 4.6063e-17 6.4404e-24 2.915e-32 3.4729e-45 1.2207e-38 6.8292e-34 3.3207e-31 9.1145e-38 6.0709e-08 0.0064125 5.0794e-05 1.147e-10 0.00055895 0.0029776 4.4138e-08 2.1251e-16
1.2036e-11 1.223 2.0088e-10 8.8179e-08 2.3632e-14 9.6686e-15 1.2689e-14 1.6413e-21 3.1797e-25 5.1748e-28 1.59e-48 1.8442e-40 3.4507e-32 1.0156e-27 5.0686e-26 6.329e-43 5.9277e-36 1.9774e-30 1.3341e-26 9.3855e-25 6.9191e-24 1.0356e-16 1.4541e-12 3.4786e-21 6.2855e-17 4.5593e-24 1.0706e-32 5.0203e-46 3.4014e-39 3.6678e-34 3.4376e-31 1.8187e-37 1.1914e-07 0.0065289 2.683e-05 3.1432e-11 0.00030564 0.0031384 8.967e-08 8.3217e-16
1.7399e-12 1.2903 3.8512e-10 4.5994e-08 6.2157e-14 1.3264e-14 9.0795e-15 6.2403e-22 2.3178e-25 7.2319e-28 1.0999e-47 6.6541e-40 6.4944e-32 9.9698e-28 2.5952e-26 9.1489e-44 1.6428e-36 1.0507e-30 1.359e-26 1.833e-24 1.3265e-23 1.0356e-16 7.5844e-13 9.1493e-21 8.6229e-17 3.2625e-24 3.9959e-33 7.2572e-47 9.4267e-40 1.9488e-34 3.5018e-31 3.5519e-37 2.3066e-07 0.006593 1.4132e-05 8.6354e-12 0.000164 0.0032284 1.7685e-07 3.1465e-15
2.5151e-13 1.3573 7.3621e-10 2.406e-08 1.6348e-13 1.825e-14 6.5349e-15 2.3726e-22 1.6846e-25 1.0048e-27 7.6087e-47 2.408e-39 1.2294e-31 9.8729e-28 1.3444e-26 1.3225e-44 4.5397e-37 5.5501e-31 1.3723e-26 3.5384e-24 2.5358e-23 1.0356e-16 3.9675e-13 2.4064e-20 1.1864e-16 2.3482e-24 1.5045e-33 1.0491e-47 2.605e-40 1.0295e-34 3.5362e-31 6.8566e-37 4.4324e-07 0.0066275 7.4313e-06 2.3754e-12 8.7084e-05 0.0032772 3.4317e-07 1.1672e-14
3.6357e-14 1.4242 1.4051e-09 1.2606e-08 4.2998e-13 2.5149e-14 4.7183e-15 9.0208e-23 1.2225e-25 1.3916e-27 5.2635e-46 8.7277e-39 2.3347e-31 9.8232e-28 7.0084e-27 1.9118e-45 1.2525e-37 2.9226e-31 1.3793e-26 6.7876e-24 4.8399e-23 1.0356e-16 2.0787e-13 6.3292e-20 1.6349e-16 1.6954e-24 5.6914e-34 1.5165e-48 7.1871e-41 5.4211e-35 3.5541e-31 1.3153e-36 8.4831e-07 0.0066458 3.9043e-06 6.5388e-13 4.5984e-05 0.0033028 6.6011e-07 4.2852e-14
5.2556e-15 1.4909 2.6796e-09 6.6105e-09 1.1309e-12 3.4686e-14 3.4125e-15 3.4297e-23 8.8633e-26 1.9241e-27 3.6411e-45 3.166e-38 4.4412e-31 9.799e-28 3.6661e-27 2.7636e-46 3.4527e-38 1.5364e-31 1.3827e-26 1.2976e-23 9.2295e-23 1.0356e-16 1.0901e-13 1.6647e-19 2.2549e-16 1.2262e-24 2.1586e-34 2.1922e-49 1.9812e-41 2.8498e-35 3.5628e-31 2.5144e-36 1.62e-06 0.0066552 2.0503e-06 1.8006e-13 2.4207e-05 0.0033157 1.2637e-06 1.5644e-13
7.5973e-16 1.5576 5.1072e-09 3.4683e-09 2.9745e-12 4.7865e-14 2.4707e-15 1.304e-23 6.423e-26 2.6576e-27 2.5188e-44 1.1491e-37 8.457e-31 9.79e-28 1.9217e-27 3.995e-47 9.5131e-39 8.0682e-32 1.3839e-26 2.4754e-23 1.7591e-22 1.0356e-16 5.7192e-14 4.3784e-19 3.1117e-16 8.8778e-25 8.1994e-35 3.169e-50 5.4588e-42 1.4965e-35 3.5661e-31 4.7968e-36 3.0898e-06 0.0066597 1.0764e-06 4.96e-14 1.2721e-05 0.003321 2.4124e-06 5.6922e-13
1.0982e-16 1.6243 9.7306e-09 1.8204e-09 7.8234e-12 6.6076e-14 1.7902e-15 4.9579e-24 4.6527e-26 3.6679e-27 1.7425e-43 4.1722e-37 1.6117e-30 9.7923e-28 1.0089e-27 5.775e-48 2.6201e-39 4.2337e-32 1.3836e-26 4.7153e-23 3.3516e-22 1.0356e-16 3.0018e-14 1.1516e-18 4.2956e-16 6.4325e-25 3.1182e-35 4.5809e-51 1.5034e-42 7.853e-36 3.5653e-31 9.1371e-36 5.8883e-06 0.0066613 5.6511e-07 1.3667e-14 6.6768e-06 0.003321 4.5964e-06 2.0663e-12
1.5876e-17 1.6909 1.8532e-08 9.5584e-10 2.0577e-11 9.1254e-14 1.2981e-15 1.885e-24 3.369e-26 5.0581e-27 1.2054e-42 1.5155e-36 3.0739e-30 9.8068e-28 5.3052e-28 8.3481e-49 7.2131e-40 2.2198e-32 1.3816e-26 8.9668e-23 6.3831e-22 1.0356e-16 1.5762e-14 3.0288e-18 5.9324e-16 4.6646e-25 1.1873e-35 6.622e-52 4.139e-43 4.1174e-36 3.56e-31 1.7376e-35 1.1213e-05 0.0066605 2.967e-07 3.7677e-15 3.5003e-06 0.0033157 8.7397e-06 7.4825e-12
2.2949e-18 1.7575 3.5271e-08 5.0221e-10 5.412e-11 1.261e-13 9.4254e-16 7.167e-25 2.4379e-26 6.9665e-27 8.3385e-42 5.5083e-36 5.8701e-30 9.8396e-28 2.7967e-28 1.2068e-49 1.9846e-40 1.1624e-32 1.377e-26 1.7009e-22 1.2149e-21 1.0356e-16 8.2814e-15 7.9663e-18 8.198e-16 3.3868e-25 4.5293e-36 9.5725e-53 1.1388e-43 2.1561e-36 3.5481e-31 3.296e-35 2.133e-05 0.0066572 1.5581e-07 1.0396e-15 1.832e-06 0.0033029 1.657e-05 2.7001e-11
3.3175e-19 1.8239 6.7057e-08 2.6415e-10 1.4234e-10 1.7445e-13 6.8583e-16 2.7249e-25 1.7623e-26 9.574e-27 5.7684e-41 2.0042e-35 1.1234e-29 9.9048e-28 1.4808e-28 1.7445e-50 5.4542e-41 6.0737e-33 1.3679e-26 3.2126e-22 2.3097e-21 1.0356e-16 4.3558e-15 2.0953e-17 1.1341e-15 2.4644e-25 1.7335e-36 1.3838e-53 3.1297e-44 1.1266e-36 3.5248e-31 6.2252e-35 4.0508e-05 0.0066497 8.1859e-08 2.8727e-16 9.5617e-07 0.0032775 3.1261e-05 9.6847e-11
4.7956e-20 1.8901 1.2724e-07 1.3921e-10 3.7439e-10 2.4182e-13 5.0102e-16 1.036e-25 1.2714e-26 1.3106e-26 3.9904e-40 7.307e-35 2.1585e-29 1.003e-27 7.9023e-29 2.5217e-51 1.496e-41 3.1611e-33 1.3509e-26 6.0198e-22 4.3827e-21 1.0356e-16 2.2956e-15 5.5109e-17 1.572e-15 1.8003e-25 6.6739e-37 2.0003e-54 8.5845e-45 5.8634e-37 3.4809e-31 1.1665e-34 7.6691e-05 0.0066348 4.3045e-08 7.9612e-17 4.9654e-07 0.0032295 5.8447e-05 3.4357e-10
6.9323e-21 1.956 2.4057e-07 7.363e-11 9.847e-10 3.3639e-13 3.6863e-16 3.939e-26 9.1391e-27 1.7812e-26 2.7605e-39 2.6735e-34 4.1772e-29 1.0266e-27 4.2779e-29 3.6453e-52 4.0888e-42 1.6335e-33 1.3198e-26 1.112e-21 8.2863e-21 1.0356e-16 1.2142e-15 1.4494e-16 2.1869e-15 1.3246e-25 2.5972e-37 2.8916e-55 2.3462e-45 3.0299e-37 3.4009e-31 2.1548e-34 0.00014437 0.0066062 2.2669e-08 2.2175e-17 2.5548e-07 0.0031416 0.0001075 1.1948e-09
1.0021e-21 2.0212 4.5199e-07 3.9188e-11 2.5899e-09 4.709e-13 2.7464e-16 1.4976e-26 6.5287e-27 2.3908e-26 1.9096e-38 9.8433e-34 8.1854e-29 1.0706e-27 2.3746e-29 5.2695e-53 1.1106e-42 8.336e-34 1.2655e-26 2.0033e-21 1.5569e-20 1.0356e-16 6.4621e-16 3.8123e-16 3.0613e-15 9.8686e-26 1.0298e-37 4.18e-56 6.3725e-46 1.5462e-37 3.2609e-31 3.882e-34 0.00026901 0.0065514 1.1965e-08 6.2293e-18 1.2929e-07 0.0029873 0.00019206 4.0107e-09
1.4486e-22 2.0854 8.4052e-07 2.1073e-11 6.8119e-09 6.6601e-13 2.0888e-16 5.6941e-27 4.6161e-27 3.1435e-26 1.321e-37 3.6617e-33 1.6374e-28 1.1517e-27 1.3735e-29 7.6175e-54 2.9854e-43 4.1673e-34 1.1765e-26 3.4634e-21 2.8953e-20 1.0356e-16 3.4749e-16 1.0027e-15 4.3297e-15 7.5055e-26 4.2118e-38 6.0424e-57 1.7131e-46 7.7297e-38 3.0315e-31 6.7112e-34 0.00049234 0.0064476 6.332e-09 1.7727e-18 6.3611e-08 0.0027332 0.00032678 1.269e-08
2.0941e-23 2.1479 1.5391e-06 1.1508e-11 1.7916e-08 9.5659e-13 1.6383e-16 2.1649e-27 3.2139e-27 4.0079e-26 9.1384e-37 1.3833e-32 3.3778e-28 1.2974e-27 8.4498e-30 1.1012e-54 7.9027e-44 2.0201e-34 1.0443e-26 5.6298e-21 5.3019e-20 1.0356e-16 1.8976e-16 2.6372e-15 6.2187e-15 5.8869e-26 1.804e-38 8.7347e-58 4.5347e-47 3.7469e-38 2.691e-31 1.0909e-33 0.00087475 0.0062558 3.355e-09 5.1292e-19 2.9918e-08 0.002354 0.00051538 3.665e-08
3.0271e-24 2.2084 2.762e-06 6.4121e-12 4.7123e-08 1.4019e-12 1.3379e-16 8.2312e-28 2.193e-27 4.908e-26 6.3217e-36 5.3319e-32 7.2548e-28 1.5527e-27 5.6347e-30 1.5918e-55 2.0502e-44 9.4052e-35 8.7261e-27 8.4425e-21 9.5151e-20 1.0356e-16 1.0574e-16 6.9363e-15 9.1137e-15 4.8072e-26 8.2085e-39 1.2626e-58 1.1765e-47 1.7445e-38 2.2485e-31 1.6359e-33 0.0014859 0.0059209 1.7693e-09 1.5073e-19 1.3184e-08 0.0018617 0.00073148 9.3355e-08
4.3759e-25 2.2665 4.8456e-06 3.6543e-12 1.2394e-07 2.1014e-12 1.1429e-16 3.1295e-28 1.463e-27 5.7452e-26 4.3732e-35 2.1021e-31 1.6301e-27 1.9882e-27 4.1121e-30 2.301e-56 5.2003e-45 4.1859e-35 6.8146e-27 1.1569e-20 1.6696e-19 1.0356e-16 6.026e-17 1.8244e-14 1.3661e-14 4.1067e-26 3.9964e-39 1.8252e-59 2.984e-48 7.7643e-39 1.756e-31 2.2417e-33 0.0023735 0.0053902 9.1798e-10 4.4568e-20 5.3418e-09 0.0013235 0.0009125 2.0434e-07
6.3256e-26 2.3225 8.3192e-06 2.1281e-12 3.2598e-07 3.2186e-12 1.0194e-16 1.1899e-28 9.5519e-28 6.4414e-26 3.0252e-34 8.4681e-31 3.824e-27 2.7161e-27 3.2713e-30 3.3263e-57 1.2909e-45 1.7844e-35 4.9884e-27 1.4542e-20 2.867e-19 1.0356e-16 3.5091e-17 4.7984e-14 2.0924e-14 3.6628e-26 2.0757e-39 2.6385e-60 7.4074e-49 3.3098e-39 1.2854e-31 2.8179e-33 0.003519 0.0046538 4.6154e-10 1.3049e-20 1.966e-09 0.00083648 0.00099034 3.8083e-07
9.144e-27 2.3765 1.4024e-05 1.2619e-12 8.5739e-07 5.0198e-12 9.4273e-17 4.524e-29 6.1245e-28 6.965e-26 2.0928e-33 3.4737e-30 9.3015e-27 3.9176e-27 2.7979e-30 4.8083e-58 3.147e-46 7.3358e-36 3.4584e-27 1.7002e-20 4.835e-19 1.0356e-16 2.0808e-17 1.262e-13 3.2633e-14 3.3875e-26 1.1383e-39 3.8141e-61 1.8058e-49 1.3607e-39 8.9116e-32 3.2946e-33 0.0048142 0.0037754 2.2202e-10 3.7221e-21 6.5567e-10 0.00047046 0.00093932 6.0916e-07
1.3218e-27 2.4291 2.3307e-05 7.5885e-13 2.2551e-06 7.9396e-12 8.9669e-17 1.72e-29 3.8722e-28 7.3227e-26 1.4477e-32 1.4451e-29 2.3269e-26 5.8937e-27 2.5312e-30 6.9507e-59 7.5647e-47 2.9323e-36 2.2989e-27 1.8793e-20 8.0401e-19 1.0356e-16 1.2513e-17 3.3194e-13 5.1615e-14 3.222e-26 6.511e-40 5.5135e-62 4.3408e-50 5.4391e-40 5.9236e-32 3.6417e-33 0.0060958 0.0028747 1.0166e-10 1.0249e-21 1.9957e-10 0.00023812 0.00079058 8.5256e-07
1.9108e-28 2.4805 3.8297e-05 4.6137e-13 5.9312e-06 1.2696e-11 8.7177e-17 6.5397e-30 2.4215e-28 7.532e-26 1.0015e-31 6.0777e-29 5.9502e-26 9.1628e-27 2.3926e-30 1.0048e-59 1.7986e-47 1.1467e-36 1.4787e-27 1.9883e-20 1.3224e-18 1.0356e-16 7.6079e-18 8.7305e-13 8.2537e-14 3.1325e-26 3.8486e-40 7.9701e-63 1.0321e-50 2.1271e-40 3.8102e-32 3.8528e-33 0.0072173 0.0020693 4.4493e-11 2.7272e-22 5.618e-11 0.00011025 0.00060208 1.0679e-06
2.7621e-29 2.5309 6.2251e-05 2.8338e-13 1.56e-05 2.0511e-11 8.6505e-17 2.4864e-30 1.4989e-28 7.5905e-26 6.9281e-31 2.5824e-28 1.5529e-25 1.4688e-26 2.3558e-30 1.4525e-60 4.233e-48 4.3939e-37 9.2242e-28 2.0193e-20 2.153e-18 1.0356e-16 4.673e-18 2.2962e-12 1.3334e-13 3.1083e-26 2.3457e-40 1.1521e-63 2.429e-51 8.15e-41 2.3769e-32 3.9129e-33 0.0081027 0.001427 1.8845e-11 7.095e-23 1.4844e-11 4.7428e-05 0.00042166 1.2177e-06
3.9929e-30 2.5799 9.9689e-05 1.7652e-13 4.103e-05 3.3604e-11 8.8285e-17 9.4535e-31 9.1487e-29 7.4375e-26 4.7927e-30 1.1128e-27 4.1685e-25 2.456e-26 2.4537e-30 2.0996e-61 9.8232e-49 1.6369e-37 5.5166e-28 1.9387e-20 3.4563e-18 1.0356e-16 2.9109e-18 6.0395e-12 2.1846e-13 3.1723e-26 1.4912e-40 1.6655e-64 5.6367e-52 3.0362e-41 1.4215e-32 3.7568e-33 0.0087478 0.00095965 7.8947e-12 1.8515e-23 3.7189e-12 1.9075e-05 0.00027225 1.2621e-06
5.7719e-31 2.626 0.00015507 1.1307e-13 0.00010792 5.6613e-11 9.5268e-17 3.5943e-31 5.4305e-29 6.8923e-26 3.3154e-29 4.9309e-27 1.1831e-24 4.4649e-26 2.8572e-30 3.0351e-62 2.2169e-49 5.7674e-38 3.0345e-28 1.6649e-20 5.396e-18 1.0356e-16 1.8645e-18 1.5885e-11 3.6804e-13 3.4232e-26 1.0307e-40 2.4076e-65 1.2721e-52 1.0698e-41 7.8193e-33 3.2262e-33 0.0091888 0.00064567 3.4023e-12 5.1109e-24 8.8161e-13 7.0598e-06 0.00015731 1.1385e-06
