$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $W_{i}^{\times}$ $W_{i}^{\bullet}$ $W_{i}^{\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $W_{Sn}^{\times}$ $W_{Sn}^{\bullet}$ $W_{Sn}^{\bullet\bullet}$ $W_{Sn}^{'}$ $W_{Sn}^{''}$ $W_{Sn}^{'''}$ $W_{Sn}^{''''}$
3.9844e-09 2.2727 5.1406e-06 3.4446e-12 1.2989e-15 2.0758e-20 1.0642e-24 2.9863e-20 1.481e-19 6.1702e-18 4.8028e-51 2.1761e-47 1.5906e-43 1.8287e-43 3.5651e-46 2.0952e-40 5.0235e-29 4.2898e-19 7.4089e-11 0.00013343 1.7712e-19 1.0356e-16 5.6801e-17 1.9119e-22 1.3495e-22 3.8238e-34 3.5075e-47 1.662e-43 2.8826e-32 7.957e-23 1.9091e-15 2.5856e-17 6.1417e-51 3.0846e-48 2.5671e-47 1.4248e-48 1.2421e-52 2.6592e-59 8.6482e-68 0.0089855 0.00077669 1.3e-08 0.00023774 4.7302e-08 5.9543e-14 7.5421e-22
5.7597e-10 2.3034 6.9176e-06 2.5595e-12 3.4162e-15 4.0567e-20 1.5453e-24 1.1354e-20 7.5784e-20 4.2492e-18 3.3224e-50 1.1185e-46 6.0749e-43 5.1896e-43 7.5175e-46 3.0287e-41 9.7731e-30 1.1232e-19 2.6108e-11 6.328e-05 2.3838e-19 1.0356e-16 4.2205e-17 5.0285e-22 2.6373e-22 5.5526e-34 3.7845e-47 2.4025e-44 5.608e-33 2.0834e-23 6.7273e-16 1.2262e-17 4.2991e-50 1.6043e-47 9.921e-47 4.0914e-48 2.6503e-52 4.2158e-59 1.0187e-67 0.0090922 0.00058396 7.2623e-09 0.00032376 8.6694e-08 1.4687e-13 2.5037e-21
8.3261e-11 2.3234 8.3982e-06 2.108e-12 8.9852e-15 8.7879e-20 2.757e-24 4.3169e-21 3.4984e-20 2.3816e-18 2.2984e-49 6.3729e-46 2.8507e-42 2.0058e-42 2.393e-45 4.3782e-42 1.7153e-30 2.3935e-20 6.755e-12 1.9879e-05 2.8943e-19 1.0356e-16 3.4761e-17 1.3226e-21 5.713e-22 9.9068e-34 5.5612e-47 3.4729e-45 9.8427e-34 4.4397e-24 1.7406e-16 3.8521e-18 2.9841e-49 9.1717e-47 4.6713e-46 1.5866e-47 8.465e-52 1.109e-58 2.2073e-67 0.0091229 0.00048258 4.943e-09 0.00039442 1.2823e-07 2.6376e-13 5.4593e-21
1.2036e-11 2.3309 9.0301e-06 1.9604e-12 2.3632e-14 2.1495e-19 6.2715e-24 1.6413e-21 1.4303e-20 1.047e-18 1.59e-48 4.0999e-45 1.7056e-41 1.116e-41 1.2382e-44 6.329e-43 2.6663e-31 4.0006e-21 1.2141e-12 3.8418e-06 3.1122e-19 1.0356e-16 3.2327e-17 3.4786e-21 1.3974e-21 2.2535e-33 1.1765e-46 5.0203e-46 1.53e-34 7.4206e-25 3.1283e-17 7.4445e-19 2.0651e-48 5.9029e-46 2.7959e-45 8.8316e-47 4.3819e-51 5.3389e-58 9.8819e-67 0.0091266 0.00044898 4.2768e-09 0.00042429 1.4833e-07 3.2807e-13 7.3016e-21
1.7399e-12 2.3325 9.1641e-06 1.9317e-12 6.2157e-14 5.5709e-19 1.6016e-23 6.2403e-22 5.5186e-21 4.0998e-19 1.0999e-47 2.7947e-44 1.1456e-40 7.3863e-41 8.0754e-44 9.1489e-44 3.9115e-32 5.9562e-22 1.8343e-13 5.8909e-07 3.1584e-19 1.0356e-16 3.1854e-17 9.1493e-21 3.6216e-21 5.755e-33 2.9604e-46 7.2572e-47 2.2445e-35 1.1048e-25 4.7266e-18 1.1415e-19 1.4286e-47 4.0238e-45 1.878e-44 5.8453e-46 2.8578e-50 3.431e-57 6.2576e-66 0.0091268 0.00044242 4.1527e-09 0.0004306 1.5277e-07 3.4291e-13 7.7452e-21
2.5151e-13 2.3327 9.185e-06 1.9273e-12 1.6348e-13 1.4619e-18 4.1933e-23 2.3726e-22 2.103e-21 1.5659e-19 7.6087e-47 1.9289e-43 7.8888e-40 5.0748e-40 5.5356e-43 1.3225e-44 5.6672e-33 8.6494e-23 2.6698e-14 8.5936e-08 3.1656e-19 1.0356e-16 3.1782e-17 2.4064e-20 9.5036e-21 1.5068e-32 7.7333e-46 1.0491e-47 3.2519e-36 1.6043e-26 6.8795e-19 1.6652e-20 9.8829e-47 2.7772e-44 1.2933e-43 4.0161e-45 1.959e-49 2.3466e-56 4.2701e-65 0.0091268 0.00044141 4.1338e-09 0.00043158 1.5347e-07 3.4527e-13 7.8162e-21
3.6357e-14 2.3327 9.1881e-06 1.9267e-12 4.2998e-13 3.8437e-18 1.1022e-22 9.0208e-23 7.9984e-22 5.9575e-20 5.2635e-46 1.3339e-42 5.4536e-39 3.5071e-39 3.8243e-42 1.9118e-45 8.195e-34 1.2512e-23 3.8633e-15 1.2439e-08 3.1667e-19 1.0356e-16 3.1771e-17 6.3292e-20 2.4988e-20 3.9604e-32 2.0319e-45 1.5165e-48 4.7024e-37 2.3207e-27 9.9547e-20 2.4104e-21 6.8367e-46 1.9206e-43 8.9404e-43 2.7755e-44 1.3534e-48 1.6206e-55 2.948e-64 0.0091268 0.00044127 4.131e-09 0.00043173 1.5357e-07 3.4561e-13 7.8266e-21
5.2556e-15 2.3327 9.1885e-06 1.9266e-12 1.1309e-12 1.0109e-17 2.8986e-22 3.4297e-23 3.0412e-22 2.2653e-20 3.6411e-45 9.2273e-42 3.7723e-38 2.4258e-38 2.645e-41 2.7636e-46 1.1847e-34 1.8088e-24 5.5854e-16 1.7985e-09 3.1668e-19 1.0356e-16 3.1769e-17 1.6647e-19 6.5718e-20 1.0415e-31 5.3436e-45 2.1922e-49 6.798e-38 3.3551e-28 1.4392e-20 3.4851e-22 4.7295e-45 1.3285e-42 6.1841e-42 1.9197e-43 9.3606e-48 1.1208e-54 2.0388e-63 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4566e-13 7.8281e-21
7.5973e-16 2.3327 9.1886e-06 1.9266e-12 2.9745e-12 2.6588e-17 7.6237e-22 1.304e-23 1.1563e-22 8.6129e-21 2.5188e-44 6.3831e-41 2.6095e-37 1.678e-37 1.8297e-40 3.995e-47 1.7126e-35 2.6148e-25 8.0742e-17 2.5999e-10 3.1668e-19 1.0356e-16 3.1769e-17 4.3784e-19 1.7285e-19 2.7394e-31 1.4054e-44 3.169e-50 9.827e-39 4.85e-29 2.0805e-21 5.038e-23 3.2717e-44 9.1904e-42 4.278e-41 1.328e-42 6.4752e-47 7.7533e-54 1.4103e-62 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
1.0982e-16 2.3327 9.1886e-06 1.9266e-12 7.8234e-12 6.9931e-17 2.0051e-21 4.9579e-24 4.3962e-23 3.2747e-21 1.7425e-43 4.4157e-40 1.8052e-36 1.1608e-36 1.2657e-39 5.775e-48 2.4756e-36 3.7798e-26 1.1672e-17 3.7584e-11 3.1668e-19 1.0356e-16 3.1769e-17 1.1516e-18 4.5462e-19 7.205e-31 3.6964e-44 4.5809e-51 1.4206e-39 7.011e-30 3.0075e-22 7.2828e-24 2.2633e-43 6.3577e-41 2.9594e-40 9.1865e-42 4.4793e-46 5.3635e-53 9.756e-62 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
1.5876e-17 2.3327 9.1886e-06 1.9266e-12 2.0577e-11 1.8393e-16 5.2738e-21 1.885e-24 1.6715e-23 1.245e-21 1.2054e-42 3.0546e-39 1.2488e-35 8.0302e-36 8.756e-39 8.3481e-49 3.5787e-37 5.4639e-27 1.6872e-18 5.4329e-12 3.1668e-19 1.0356e-16 3.1769e-17 3.0288e-18 1.1957e-18 1.895e-30 9.7222e-44 6.622e-52 2.0535e-40 1.0135e-30 4.3476e-23 1.0528e-24 1.5657e-42 4.3981e-40 2.0472e-39 6.355e-41 3.0987e-45 3.7103e-52 6.7489e-61 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
2.2949e-18 2.3327 9.1886e-06 1.9266e-12 5.412e-11 4.8377e-16 1.3871e-20 7.167e-25 6.355e-24 4.7337e-22 8.3385e-42 2.1131e-38 8.6388e-35 5.5551e-35 6.0572e-38 1.2068e-49 5.1732e-38 7.8985e-28 2.439e-19 7.8537e-13 3.1668e-19 1.0356e-16 3.1769e-17 7.9663e-18 3.1449e-18 4.9842e-30 2.5571e-43 9.5725e-53 2.9685e-41 1.4651e-31 6.2847e-24 1.5218e-25 1.0831e-41 3.0425e-39 1.4162e-38 4.3962e-40 2.1436e-44 2.5667e-51 4.6687e-60 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
3.3175e-19 2.3327 9.1886e-06 1.9266e-12 1.4234e-10 1.2724e-15 3.6483e-20 2.7249e-25 2.4162e-24 1.7998e-22 5.7684e-41 1.4618e-37 5.9761e-34 3.8429e-34 4.1902e-37 1.7445e-50 7.4782e-39 1.1418e-28 3.5257e-20 1.1353e-13 3.1668e-19 1.0356e-16 3.1769e-17 2.0953e-17 8.2716e-18 1.3109e-29 6.7256e-43 1.3838e-53 4.2911e-42 2.1178e-32 9.0849e-25 2.1999e-26 7.4925e-41 2.1047e-38 9.7969e-38 3.0412e-39 1.4829e-43 1.7756e-50 3.2297e-59 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
4.7956e-20 2.3327 9.1886e-06 1.9266e-12 3.7439e-10 3.3466e-15 9.5956e-20 1.036e-25 9.1866e-25 6.8429e-23 3.9904e-40 1.0112e-36 4.1341e-33 2.6584e-33 2.8986e-36 2.5217e-51 1.081e-39 1.6505e-29 5.0966e-21 1.6411e-14 3.1668e-19 1.0356e-16 3.1769e-17 5.5109e-17 2.1756e-17 3.4479e-29 1.7689e-42 2.0003e-54 6.203e-43 3.0615e-33 1.3133e-25 3.1801e-27 5.1831e-40 1.456e-37 6.7772e-37 2.1038e-38 1.0258e-42 1.2283e-49 2.2342e-58 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
6.9323e-21 2.3327 9.1886e-06 1.9266e-12 9.847e-10 8.802e-15 2.5238e-19 3.939e-26 3.4928e-25 2.6017e-23 2.7605e-39 6.9954e-36 2.8599e-32 1.839e-32 2.0052e-35 3.6453e-52 1.5627e-40 2.3859e-30 7.3675e-22 2.3724e-15 3.1668e-19 1.0356e-16 3.1769e-17 1.4494e-16 5.7221e-17 9.0686e-29 4.6526e-42 2.8916e-55 8.9669e-44 4.4255e-34 1.8984e-26 4.5971e-28 3.5856e-39 1.0072e-36 4.6883e-36 1.4553e-37 7.0963e-42 8.4969e-49 1.5456e-57 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
1.0021e-21 2.3327 9.1886e-06 1.9266e-12 2.5899e-09 2.3151e-14 6.638e-19 1.4976e-26 1.328e-25 9.8919e-24 1.9096e-38 4.8392e-35 1.9784e-31 1.2722e-31 1.3871e-34 5.2695e-53 2.2589e-41 3.449e-31 1.065e-22 3.4294e-16 3.1668e-19 1.0356e-16 3.1769e-17 3.8123e-16 1.505e-16 2.3852e-28 1.2237e-41 4.18e-56 1.2962e-44 6.3974e-35 2.7443e-27 6.6454e-29 2.4804e-38 6.9675e-36 3.2432e-35 1.0068e-36 4.909e-41 5.878e-48 1.0692e-56 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
1.4486e-22 2.3327 9.1886e-06 1.9266e-12 6.8119e-09 6.089e-14 1.7459e-18 5.6941e-27 5.0491e-26 3.7609e-24 1.321e-37 3.3476e-34 1.3686e-30 8.8005e-31 9.5959e-34 7.6175e-54 3.2654e-42 4.9857e-32 1.5396e-23 4.9574e-17 3.1668e-19 1.0356e-16 3.1769e-17 1.0027e-15 3.9584e-16 6.2734e-28 3.2185e-41 6.0424e-57 1.8738e-45 9.2478e-36 3.9671e-28 9.6063e-30 1.7159e-37 4.8199e-35 2.2436e-34 6.9646e-36 3.3959e-40 4.0662e-47 7.3963e-56 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
2.0941e-23 2.3327 9.1886e-06 1.9266e-12 1.7916e-08 1.6015e-13 4.592e-18 2.1649e-27 1.9197e-26 1.4299e-24 9.1384e-37 2.3158e-33 9.4675e-30 6.088e-30 6.6382e-33 1.1012e-54 4.7204e-43 7.2071e-33 2.2255e-24 7.1662e-18 3.1668e-19 1.0356e-16 3.1769e-17 2.6372e-15 1.0411e-15 1.65e-27 8.4652e-41 8.7347e-58 2.7086e-46 1.3368e-36 5.7346e-29 1.3886e-30 1.187e-36 3.3343e-34 1.552e-33 4.8179e-35 2.3492e-39 2.8129e-46 5.1166e-55 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
3.0271e-24 2.3327 9.1886e-06 1.9266e-12 4.7123e-08 4.2122e-13 1.2078e-17 8.2312e-28 7.2987e-27 5.4367e-25 6.3217e-36 1.602e-32 6.5493e-29 4.2115e-29 4.5921e-32 1.5918e-55 6.8236e-44 1.0418e-33 3.2171e-25 1.0359e-18 3.1668e-19 1.0356e-16 3.1769e-17 6.9363e-15 2.7383e-15 4.3398e-27 2.2265e-40 1.2626e-58 3.9155e-47 1.9325e-37 8.2898e-30 2.0074e-31 8.2113e-36 2.3066e-33 1.0737e-32 3.3329e-34 1.6251e-38 1.9459e-45 3.5395e-54 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
4.3759e-25 2.3327 9.1886e-06 1.9266e-12 1.2394e-07 1.1079e-12 3.1766e-17 3.1295e-28 2.775e-27 2.0671e-25 4.3732e-35 1.1082e-31 4.5307e-28 2.9134e-28 3.1767e-31 2.301e-56 9.864e-45 1.506e-34 4.6505e-26 1.4975e-19 3.1668e-19 1.0356e-16 3.1769e-17 1.8244e-14 7.2022e-15 1.1414e-26 5.856e-40 1.8252e-59 5.6601e-48 2.7935e-38 1.1983e-30 2.9018e-32 5.6803e-35 1.5956e-32 7.4273e-32 2.3056e-33 1.1242e-37 1.3461e-44 2.4485e-53 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
6.3256e-26 2.3327 9.1886e-06 1.9266e-12 3.2598e-07 2.9139e-12 8.3549e-17 1.1899e-28 1.0551e-27 7.859e-26 3.0252e-34 7.6664e-31 3.1342e-27 2.0154e-27 2.1976e-30 3.3263e-57 1.4259e-45 2.1771e-35 6.7227e-27 2.1647e-20 3.1668e-19 1.0356e-16 3.1769e-17 4.7984e-14 1.8943e-14 3.0021e-26 1.5402e-39 2.6385e-60 8.182e-49 4.0382e-39 1.7323e-31 4.1947e-33 3.9295e-34 1.1038e-31 5.138e-31 1.5949e-32 7.777e-37 9.312e-44 1.6938e-52 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
9.144e-27 2.3327 9.1886e-06 1.9266e-12 8.5739e-07 7.6639e-12 2.1975e-16 4.524e-29 4.0115e-28 2.9881e-26 2.0928e-33 5.3034e-30 2.1681e-26 1.3942e-26 1.5202e-29 4.8083e-58 2.0612e-46 3.1471e-36 9.718e-28 3.1292e-21 3.1668e-19 1.0356e-16 3.1769e-17 1.262e-13 4.9823e-14 7.8961e-26 4.051e-39 3.8141e-61 1.1828e-49 5.8374e-40 2.5041e-32 6.0637e-34 2.7183e-33 7.6359e-31 3.5543e-30 1.1033e-31 5.3799e-36 6.4418e-43 1.1717e-51 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
1.3218e-27 2.3327 9.1886e-06 1.9266e-12 2.2551e-06 2.0157e-11 5.7797e-16 1.72e-29 1.5252e-28 1.1361e-26 1.4477e-32 3.6688e-29 1.4999e-25 9.6447e-26 1.0516e-28 6.9507e-59 2.9796e-47 4.5493e-37 1.4048e-28 4.5235e-22 3.1668e-19 1.0356e-16 3.1769e-17 3.3194e-13 1.3104e-13 2.0768e-25 1.0655e-38 5.5135e-62 1.7098e-50 8.4384e-41 3.6198e-33 8.7655e-35 1.8805e-32 5.2823e-30 2.4588e-29 7.6326e-31 3.7217e-35 4.4562e-42 8.1058e-51 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
1.9108e-28 2.3327 9.1886e-06 1.9266e-12 5.9312e-06 5.3017e-11 1.5202e-15 6.5397e-30 5.7988e-29 4.3194e-27 1.0015e-31 2.5379e-28 1.0376e-24 6.6719e-25 7.2749e-28 1.0048e-59 4.3072e-48 6.5763e-38 2.0307e-29 6.539e-23 3.1668e-19 1.0356e-16 3.1769e-17 8.7305e-13 3.4466e-13 5.4623e-25 2.8024e-38 7.9701e-63 2.4716e-51 1.2198e-41 5.2327e-34 1.2671e-35 1.3008e-31 3.6541e-29 1.7009e-28 5.28e-30 2.5745e-34 3.0827e-41 5.6074e-50 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
2.7621e-29 2.3327 9.1886e-06 1.9266e-12 1.56e-05 1.3944e-10 3.9982e-15 2.4864e-30 2.2047e-29 1.6423e-27 6.9281e-31 1.7557e-27 7.1776e-24 4.6155e-24 5.0326e-27 1.4525e-60 6.2264e-49 9.5065e-39 2.9355e-30 9.4525e-24 3.1668e-19 1.0356e-16 3.1769e-17 2.2962e-12 9.0651e-13 1.4367e-24 7.3707e-38 1.1521e-63 3.5728e-52 1.7633e-42 7.5642e-35 1.8317e-36 8.9989e-31 2.5278e-28 1.1767e-27 3.6526e-29 1.781e-33 2.1325e-40 3.879e-49 0.0091268 0.00044124 4.1306e-09 0.00043175 1.5359e-07 3.4567e-13 7.8283e-21
