$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Cu_{i}^{\times}$ $Cu_{i}^{\bullet}$ $Cu_{i}^{\bullet\bullet}$ $Cu_{i}^{\bullet\bullet\bullet}$ $Cu_{Sn}^{'}$ $Cu_{Sn}^{''}$ $Cu_{Sn}^{'''}$ $Cu_{Sn}^{''''}$
3.6357e-14 1.4242 1.4052e-09 1.2605e-08 4.2998e-13 2.5147e-14 4.7178e-15 9.0208e-23 1.2225e-25 1.3918e-27 5.2635e-46 8.7272e-39 2.3344e-31 9.8215e-28 7.0069e-27 1.9118e-45 1.2526e-37 2.923e-31 1.3795e-26 6.7892e-24 4.8402e-23 1.0356e-16 2.0786e-13 6.3292e-20 1.6348e-16 1.6952e-24 5.6904e-34 1.5165e-48 7.1875e-41 5.4217e-35 3.5547e-31 1.3156e-36 8.4831e-09 6.6454e-05 3.9039e-08 6.5377e-15 4.5986e-07 3.3032e-05 6.6022e-09 4.2861e-16
5.2556e-15 1.4909 2.6796e-09 6.6104e-09 1.1309e-12 3.4685e-14 3.4124e-15 3.4297e-23 8.8635e-26 1.9242e-27 3.6411e-45 3.166e-38 4.441e-31 9.7985e-28 3.6658e-27 2.7636e-46 3.4528e-38 1.5364e-31 1.3828e-26 1.2977e-23 9.2297e-23 1.0356e-16 1.09e-13 1.6647e-19 2.2549e-16 1.2262e-24 2.1584e-34 2.1922e-49 1.9813e-41 2.8499e-35 3.563e-31 2.5146e-36 1.62e-08 6.6551e-05 2.0502e-08 1.8005e-15 2.4208e-07 3.3158e-05 1.2638e-08 1.5645e-15
7.5973e-16 1.5576 5.1072e-09 3.4683e-09 2.9745e-12 4.7865e-14 2.4707e-15 1.304e-23 6.4229e-26 2.6576e-27 2.5188e-44 1.1491e-37 8.4572e-31 9.7903e-28 1.9218e-27 3.995e-47 9.513e-39 8.0681e-32 1.3839e-26 2.4754e-23 1.7591e-22 1.0356e-16 5.7192e-14 4.3784e-19 3.1117e-16 8.8779e-25 8.1996e-35 3.169e-50 5.4587e-42 1.4965e-35 3.566e-31 4.7967e-36 3.0898e-08 6.6598e-05 1.0765e-08 4.9601e-16 1.2721e-07 3.3209e-05 2.4124e-08 5.692e-15
1.0982e-16 1.6243 9.7302e-09 1.8204e-09 7.8234e-12 6.6079e-14 1.7903e-15 4.9579e-24 4.6526e-26 3.6677e-27 1.7425e-43 4.1724e-37 1.6118e-30 9.7934e-28 1.009e-27 5.775e-48 2.62e-39 4.2334e-32 1.3835e-26 4.7145e-23 3.3515e-22 1.0356e-16 3.0019e-14 1.1516e-18 4.2957e-16 6.433e-25 3.1186e-35 4.5809e-51 1.5034e-42 7.8524e-36 3.5649e-31 9.1356e-36 5.8883e-08 6.6616e-05 5.6516e-09 1.3669e-16 6.6765e-08 3.3207e-05 4.5958e-08 2.0659e-14
1.5876e-17 1.6909 1.853e-08 9.5593e-10 2.0577e-11 9.1262e-14 1.2984e-15 1.885e-24 3.3687e-26 5.0572e-27 1.2054e-42 1.5156e-36 3.0744e-30 9.8093e-28 5.307e-28 8.3481e-49 7.2125e-40 2.2194e-32 1.3812e-26 8.9637e-23 6.3825e-22 1.0356e-16 1.5763e-14 3.0288e-18 5.9329e-16 4.6654e-25 1.1876e-35 6.622e-52 4.1386e-43 4.1167e-36 3.5591e-31 1.737e-35 1.1213e-07 6.6611e-05 2.9675e-09 3.7687e-17 3.5e-08 3.3151e-05 8.7374e-08 7.4799e-14
2.2949e-18 1.7574 3.5265e-08 5.0229e-10 5.412e-11 1.2613e-13 9.4286e-16 7.167e-25 2.4375e-26 6.9641e-27 8.3385e-42 5.5093e-36 5.8721e-30 9.8447e-28 2.7987e-28 1.2068e-49 1.9842e-40 1.162e-32 1.3763e-26 1.6998e-22 1.2147e-21 1.0356e-16 8.2828e-15 7.9663e-18 8.1994e-16 3.3879e-25 4.5317e-36 9.5725e-53 1.1386e-43 2.1553e-36 3.5463e-31 3.2938e-35 2.133e-07 6.6583e-05 1.5586e-09 1.0401e-17 1.8317e-08 3.3018e-05 1.6562e-07 2.6982e-13
3.3175e-19 1.8239 6.7035e-08 2.6424e-10 1.4234e-10 1.7451e-13 6.8628e-16 2.7249e-25 1.7617e-26 9.5677e-27 5.7684e-41 2.0049e-35 1.1242e-29 9.9146e-28 1.4827e-28 1.7445e-50 5.4524e-41 6.0697e-33 1.3666e-26 3.2083e-22 2.309e-21 1.0356e-16 4.3573e-15 2.0953e-17 1.1345e-15 2.466e-25 1.7352e-36 1.3838e-53 3.1287e-44 1.1258e-36 3.5213e-31 6.217e-35 4.0508e-07 6.6519e-05 8.1913e-10 2.8756e-18 9.5586e-09 3.2754e-05 3.123e-07 9.6719e-13
4.7956e-20 1.8901 1.2716e-07 1.393e-10 3.7439e-10 2.4197e-13 5.0164e-16 1.036e-25 1.2706e-26 1.3089e-26 3.9904e-40 7.3116e-35 2.1613e-29 1.0049e-27 7.9222e-29 2.5217e-51 1.4951e-41 3.1571e-33 1.3483e-26 6.0048e-22 4.3799e-21 1.0356e-16 2.297e-15 5.5109e-17 1.573e-15 1.8025e-25 6.6865e-37 2.0003e-54 8.5791e-45 5.856e-37 3.4743e-31 1.1636e-34 7.6691e-07 6.639e-05 4.3099e-10 7.9762e-19 4.9623e-09 3.2254e-05 5.8337e-07 3.4271e-12
6.9323e-21 1.9559 2.4028e-07 7.3717e-11 9.847e-10 3.3679e-13 3.695e-16 3.939e-26 9.1283e-27 1.777e-26 2.7605e-39 2.6767e-34 4.1871e-29 1.0302e-27 4.2982e-29 3.6453e-52 4.084e-42 1.6296e-33 1.3151e-26 1.1068e-21 8.2765e-21 1.0356e-16 1.2156e-15 1.4494e-16 2.1895e-15 1.3277e-25 2.6064e-37 2.8916e-55 2.3435e-45 3.0227e-37 3.3888e-31 2.1446e-34 1.4437e-06 6.614e-05 2.2722e-10 2.2253e-19 2.5518e-09 3.1342e-05 1.0712e-06 1.1891e-11
1.0021e-21 2.021 4.51e-07 3.9275e-11 2.5899e-09 4.7194e-13 2.7586e-16 1.4976e-26 6.5143e-27 2.3803e-26 1.9096e-38 9.8651e-34 8.2216e-29 1.0778e-27 2.3957e-29 5.2695e-53 1.1081e-42 8.2992e-34 1.2571e-26 1.9857e-21 1.5535e-20 1.0356e-16 6.4764e-16 3.8123e-16 3.068e-15 9.9123e-26 1.0367e-37 4.18e-56 6.3585e-46 1.5394e-37 3.2393e-31 3.8478e-34 2.6901e-06 6.5659e-05 1.2018e-10 6.2707e-20 1.2901e-09 2.9742e-05 1.9079e-06 3.9754e-11
1.4486e-22 2.0849 8.3709e-07 2.1159e-11 6.8119e-09 6.6874e-13 2.1059e-16 5.6941e-27 4.5972e-27 3.118e-26 1.321e-37 3.6767e-33 1.6508e-28 1.1659e-27 1.3962e-29 7.6175e-54 2.9732e-43 4.1333e-34 1.1621e-26 3.4072e-21 2.8835e-20 1.0356e-16 3.4892e-16 1.0027e-15 4.3474e-15 7.5671e-26 4.2638e-38 6.0424e-57 1.7061e-46 7.6668e-38 2.9945e-31 6.6024e-34 4.9233e-06 6.4739e-05 6.3839e-11 1.7946e-20 6.3351e-10 2.7109e-05 3.2279e-06 1.2484e-10
2.0941e-23 2.1472 1.5276e-06 1.1594e-11 1.7916e-08 9.6377e-13 1.663e-16 2.1649e-27 3.1899e-27 3.9484e-26 9.1384e-37 1.3936e-32 3.4287e-28 1.3268e-27 8.7065e-30 1.1012e-54 7.8438e-44 1.9901e-34 1.0211e-26 5.4638e-21 5.2623e-20 1.0356e-16 1.9119e-16 2.6372e-15 6.2654e-15 5.9756e-26 1.845e-38 8.7347e-58 4.5009e-47 3.6913e-38 2.6312e-31 1.0588e-33 8.747e-06 6.3024e-05 3.4053e-11 5.2453e-21 2.9693e-10 2.3189e-05 5.0391e-06 3.5567e-10
3.0271e-24 2.207 2.7245e-06 6.5003e-12 4.7123e-08 1.4212e-12 1.3749e-16 8.2312e-28 2.1632e-27 4.7758e-26 6.3217e-36 5.4052e-32 7.4556e-28 1.6176e-27 5.951e-30 1.5918e-55 2.0224e-44 9.1519e-35 8.376e-27 7.9938e-21 9.3861e-20 1.0356e-16 1.0719e-16 6.9363e-15 9.239e-15 4.9403e-26 8.5517e-39 1.2626e-58 1.1605e-47 1.6976e-38 2.1583e-31 1.549e-33 1.4856e-05 6.0012e-05 1.8179e-11 1.57e-21 1.3003e-10 1.8112e-05 7.02e-06 8.8377e-10
4.3759e-25 2.2639 4.7249e-06 3.7478e-12 1.2394e-07 2.1551e-12 1.2021e-16 3.1295e-28 1.4265e-27 5.4623e-26 4.3732e-35 2.1558e-31 1.7145e-27 2.1447e-27 4.5491e-30 2.301e-56 5.0707e-45 3.9798e-35 6.3175e-27 1.0457e-20 1.6279e-19 1.0356e-16 6.1801e-17 1.8244e-14 1.401e-14 4.3194e-26 4.3108e-39 1.8252e-59 2.9096e-48 7.382e-39 1.6279e-31 2.0264e-33 2.3721e-05 5.5247e-05 9.6494e-12 4.8045e-22 5.2054e-11 1.2576e-05 8.4543e-06 1.846e-09
6.3256e-26 2.3175 7.9268e-06 2.2334e-12 3.2598e-07 3.378e-12 1.1228e-16 1.1899e-28 9.1012e-28 5.8479e-26 3.0252e-34 8.8875e-31 4.2121e-27 3.1399e-27 3.969e-30 3.3263e-57 1.23e-45 1.62e-35 4.315e-27 1.1986e-20 2.7318e-19 1.0356e-16 3.6829e-17 4.7984e-14 2.196e-14 4.0346e-26 2.3996e-39 2.6385e-60 7.0579e-49 3.0048e-39 1.1119e-31 2.3225e-33 3.5121e-05 4.8747e-05 5.0738e-12 1.5055e-22 1.8695e-11 7.5791e-06 8.5498e-06 3.1327e-09
9.144e-27 2.3664 1.2725e-05 1.3909e-12 8.5739e-07 5.5329e-12 1.1453e-16 4.524e-29 5.5565e-28 5.7331e-26 2.0928e-33 3.8287e-30 1.13e-26 5.246e-27 4.1296e-30 4.8083e-58 2.8551e-46 6.0382e-36 2.5827e-27 1.152e-20 4.3866e-19 1.0356e-16 2.2935e-17 1.262e-13 3.5969e-14 4.1154e-26 1.5243e-39 3.8141e-61 1.6383e-49 1.12e-39 6.655e-32 2.2322e-33 4.7833e-05 4.1345e-05 2.68e-12 4.9522e-23 5.9105e-12 3.8476e-06 6.9697e-06 4.1007e-09
1.3218e-27 2.4078 1.8972e-05 9.325e-13 2.2551e-06 9.7565e-12 1.354e-16 1.72e-29 3.1511e-28 4.8494e-26 1.4477e-32 1.7757e-29 3.5138e-26 1.0936e-26 5.7717e-30 6.9507e-59 6.156e-47 1.9419e-36 1.2389e-27 8.242e-21 6.5428e-19 1.0356e-16 1.5377e-17 3.3194e-13 6.3426e-14 4.8653e-26 1.2082e-39 5.5135e-62 3.5324e-50 3.602e-40 3.1923e-32 1.5971e-33 5.969e-05 3.4591e-05 1.5032e-12 1.8623e-23 1.5903e-12 1.5441e-06 4.172e-06 3.6612e-09
1.9108e-28 2.4352 2.4731e-05 7.1506e-13 5.9312e-06 1.9678e-11 2.0941e-16 6.5397e-30 1.5624e-28 3.1355e-26 1.0015e-31 9.4197e-29 1.4293e-25 3.4113e-26 1.3806e-29 1.0048e-59 1.1605e-47 4.7739e-37 3.9717e-28 3.4458e-21 8.5324e-19 1.0356e-16 1.1791e-17 8.7305e-13 1.2792e-13 7.5247e-26 1.4328e-39 7.9701e-63 6.6591e-51 8.8549e-41 1.0234e-32 6.6771e-34 6.7881e-05 3.0165e-05 1.0052e-12 9.5495e-24 3.4092e-13 4.3169e-07 1.521e-06 1.7407e-09
2.7621e-29 2.4459 2.7405e-05 6.4519e-13 1.56e-05 4.6698e-11 4.4841e-16 2.4864e-30 6.5835e-29 1.4643e-26 6.9281e-31 5.8796e-28 8.0497e-25 1.7335e-25 6.3299e-29 1.4525e-60 1.8592e-48 8.4765e-38 7.816e-29 7.5152e-22 9.4564e-19 1.0356e-16 1.0639e-17 2.2962e-12 3.0358e-13 1.6112e-25 2.7683e-39 1.1521e-63 1.0669e-51 1.5723e-41 2.014e-33 1.4563e-34 7.1098e-05 2.8507e-05 8.5716e-13 7.3473e-24 5.7208e-14 8.0284e-08 3.1351e-07 3.9764e-10
3.9929e-30 2.4481 2.7997e-05 6.3153e-13 4.103e-05 1.2022e-10 1.1299e-15 9.4535e-31 2.5572e-29 5.811e-27 4.7927e-30 3.9812e-27 5.3352e-24 1.1246e-24 4.0195e-28 2.0996e-61 2.7458e-49 1.2789e-38 1.2048e-29 1.1835e-22 9.661e-19 1.0356e-16 1.0414e-17 6.0395e-12 7.8155e-13 4.0602e-25 6.8281e-39 1.6655e-64 1.5756e-52 2.3723e-42 3.1045e-34 2.2933e-35 7.1771e-05 2.8168e-05 8.2901e-13 6.9555e-24 8.5287e-15 1.2228e-08 4.8783e-08 6.3214e-11
5.7719e-31 2.4484 2.809e-05 6.2942e-13 0.00010792 3.1515e-10 2.9522e-15 3.5943e-31 9.7553e-30 2.2242e-27 3.3154e-29 2.7449e-26 3.6662e-23 7.702e-24 2.7437e-27 3.0351e-62 3.9825e-50 1.8612e-39 1.7591e-30 1.7338e-23 9.6933e-19 1.0356e-16 1.0379e-17 1.5885e-11 2.0488e-12 1.0608e-24 1.778e-38 2.4076e-65 2.2852e-53 3.4522e-43 4.5329e-35 3.3597e-36 7.1876e-05 2.8115e-05 8.247e-13 6.8962e-24 1.2388e-15 1.7821e-09 7.1333e-09 9.2743e-12
