$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $V_{i}^{\times}$ $V_{i}^{\bullet}$ $V_{i}^{\bullet\bullet}$ $V_{i}^{\bullet\bullet\bullet}$ $V_{i}^{\bullet\bullet\bullet\bullet}$ $V_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{\bullet}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$
3.9844e-09 1.3916 1.0254e-09 1.7275e-08 1.2989e-15 1.041e-16 2.6765e-17 2.9863e-20 2.9532e-23 2.4533e-25 4.8028e-51 1.0913e-43 4.0005e-36 2.3067e-32 2.2552e-31 2.0952e-40 1.0017e-32 1.7056e-26 5.8738e-22 2.1094e-19 3.5318e-23 1.0356e-16 2.8486e-13 1.9119e-22 6.7677e-19 9.6174e-27 4.4242e-36 1.662e-43 5.7478e-36 3.1637e-30 1.5135e-26 4.0874e-32 1.8621e-41 7.698e-35 2.5471e-30 2.2374e-28 7.1254e-33 1.884e-39 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
5.7597e-10 1.3916 1.0254e-09 1.7275e-08 3.4162e-15 2.7381e-16 7.0396e-17 1.1354e-20 1.1228e-23 9.3274e-26 3.3224e-50 7.5495e-43 2.7675e-35 1.5957e-31 1.5601e-30 3.0287e-41 1.448e-33 2.4656e-27 8.4909e-23 3.0492e-20 3.5318e-23 1.0356e-16 2.8486e-13 5.0285e-22 1.78e-18 2.5295e-26 1.1636e-35 2.4025e-44 8.3087e-37 4.5733e-31 2.1879e-27 5.9086e-33 1.2881e-40 5.3252e-34 1.762e-29 1.5477e-27 4.9292e-32 1.3033e-38 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
8.3261e-11 1.3916 1.0254e-09 1.7275e-08 8.9852e-15 7.2016e-16 1.8515e-16 4.3169e-21 4.269e-24 3.5463e-26 2.2984e-49 5.2225e-42 1.9144e-34 1.1039e-30 1.0792e-29 4.3782e-42 2.0931e-34 3.5641e-28 1.2274e-23 4.4078e-21 3.5318e-23 1.0356e-16 2.8486e-13 1.3226e-21 4.6817e-18 6.653e-26 3.0606e-35 3.4729e-45 1.2011e-37 6.611e-32 3.1628e-28 8.5413e-34 8.9108e-40 3.6839e-33 1.2189e-28 1.0707e-26 3.4099e-31 9.0159e-38 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
1.2036e-11 1.3916 1.0254e-09 1.7275e-08 2.3632e-14 1.8941e-15 4.8698e-16 1.6413e-21 1.6231e-24 1.3483e-26 1.59e-48 3.6128e-41 1.3244e-33 7.6362e-30 7.4659e-29 6.329e-43 3.0258e-35 5.1522e-29 1.7743e-24 6.3718e-22 3.5318e-23 1.0356e-16 2.8486e-13 3.4786e-21 1.2314e-17 1.7499e-25 8.0498e-35 5.0203e-46 1.7362e-38 9.5566e-33 4.572e-29 1.2347e-34 6.1643e-39 2.5484e-32 8.4322e-28 7.4067e-26 2.3589e-30 6.237e-37 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
1.7399e-12 1.3916 1.0254e-09 1.7275e-08 6.2157e-14 4.9819e-15 1.2808e-15 6.2403e-22 6.1711e-25 5.1264e-27 1.0999e-47 2.4992e-40 9.1616e-33 5.2825e-29 5.1647e-28 9.1489e-44 4.3739e-36 7.4478e-30 2.5649e-25 9.2108e-23 3.5318e-23 1.0356e-16 2.8486e-13 9.1493e-21 3.2387e-17 4.6024e-25 2.1172e-34 7.2572e-47 2.5098e-39 1.3815e-33 6.6091e-30 1.7848e-35 4.2643e-38 1.7629e-31 5.8332e-27 5.1237e-25 1.6318e-29 4.3146e-36 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
2.5151e-13 1.3916 1.0254e-09 1.7275e-08 1.6348e-13 1.3103e-14 3.3688e-15 2.3726e-22 2.3463e-25 1.9491e-27 7.6087e-47 1.7289e-39 6.3377e-32 3.6543e-28 3.5728e-27 1.3225e-44 6.3228e-37 1.0766e-30 3.7077e-26 1.3315e-23 3.5318e-23 1.0356e-16 2.8486e-13 2.4064e-20 8.5182e-17 1.2105e-24 5.5686e-34 1.0491e-47 3.6281e-40 1.997e-34 9.5538e-31 2.5801e-36 2.9499e-37 1.2195e-30 4.0352e-26 3.5445e-24 1.1288e-28 2.9847e-35 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
3.6357e-14 1.3916 1.0254e-09 1.7275e-08 4.2998e-13 3.4463e-14 8.8605e-15 9.0208e-23 8.9207e-26 7.4106e-28 5.2635e-46 1.196e-38 4.3843e-31 2.5279e-27 2.4716e-26 1.9118e-45 9.14e-38 1.5563e-31 5.3597e-27 1.9247e-24 3.5318e-23 1.0356e-16 2.8486e-13 6.3292e-20 2.2404e-16 3.1838e-24 1.4646e-33 1.5165e-48 5.2447e-41 2.8868e-35 1.3811e-31 3.7297e-37 2.0407e-36 8.4364e-30 2.7915e-25 2.452e-23 7.8089e-28 2.0647e-34 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
5.2556e-15 1.3916 1.0254e-09 1.7275e-08 1.1309e-12 9.0644e-14 2.3305e-14 3.4297e-23 3.3917e-26 2.8176e-28 3.6411e-45 8.2737e-38 3.0329e-30 1.7488e-26 1.7098e-25 2.7636e-46 1.3212e-38 2.2498e-32 7.7477e-28 2.7823e-25 3.5318e-23 1.0356e-16 2.8486e-13 1.6647e-19 5.8927e-16 8.3739e-24 3.8522e-33 2.1922e-49 7.5815e-42 4.173e-36 1.9964e-32 5.3915e-38 1.4117e-35 5.8361e-29 1.9311e-24 1.6962e-22 5.402e-27 1.4283e-33 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
7.5973e-16 1.3916 1.0254e-09 1.7275e-08 2.9745e-12 2.3841e-13 6.1295e-14 1.304e-23 1.2895e-26 1.0712e-28 2.5188e-44 5.7235e-37 2.0981e-29 1.2097e-25 1.1828e-24 3.995e-47 1.9099e-39 3.2522e-33 1.12e-28 4.022e-26 3.5318e-23 1.0356e-16 2.8486e-13 4.3784e-19 1.5499e-15 2.2025e-23 1.0132e-32 3.169e-50 1.096e-42 6.0323e-37 2.8859e-33 7.7937e-39 9.7656e-35 4.0372e-28 1.3359e-23 1.1734e-21 3.737e-26 9.8808e-33 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
1.0982e-16 1.3916 1.0254e-09 1.7275e-08 7.8234e-12 6.2705e-13 1.6121e-13 4.9579e-24 4.9029e-27 4.0729e-29 1.7425e-43 3.9594e-36 1.4514e-28 8.3686e-25 8.182e-24 5.775e-48 2.7609e-40 4.7012e-34 1.619e-29 5.8141e-27 3.5318e-23 1.0356e-16 2.8486e-13 1.1516e-18 4.0764e-15 5.7928e-23 2.6649e-32 4.5809e-51 1.5843e-43 8.7201e-38 4.1718e-34 1.1266e-39 6.7556e-34 2.7928e-27 9.241e-23 8.1172e-21 2.5851e-25 6.8352e-32 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
1.5876e-17 1.3916 1.0254e-09 1.7275e-08 2.0577e-11 1.6492e-12 4.2402e-13 1.885e-24 1.8641e-27 1.5486e-29 1.2054e-42 2.739e-35 1.004e-27 5.7892e-24 5.6601e-23 8.3481e-49 3.9911e-41 6.7959e-35 2.3404e-30 8.4046e-28 3.5318e-23 1.0356e-16 2.8486e-13 3.0288e-18 1.0722e-14 1.5236e-22 7.009e-32 6.622e-52 2.2902e-44 1.2605e-38 6.0306e-35 1.6286e-40 4.6733e-33 1.932e-26 6.3927e-22 5.6152e-20 1.7883e-24 4.7284e-31 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
2.2949e-18 1.3916 1.0254e-09 1.7275e-08 5.412e-11 4.3377e-12 1.1152e-12 7.167e-25 7.0874e-28 5.8877e-30 8.3385e-42 1.8947e-34 6.9456e-27 4.0048e-23 3.9155e-22 1.2068e-49 5.7694e-42 9.8239e-36 3.3832e-31 1.2149e-28 3.5318e-23 1.0356e-16 2.8486e-13 7.9663e-18 2.8199e-14 4.0073e-22 1.8435e-31 9.5725e-53 3.3106e-45 1.8222e-39 8.7176e-36 2.3543e-41 3.2329e-32 1.3365e-25 4.4223e-21 3.8844e-19 1.2371e-23 3.271e-30 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
3.3175e-19 1.3916 1.0254e-09 1.7275e-08 1.4234e-10 1.1409e-11 2.9332e-12 2.7249e-25 2.6947e-28 2.2385e-30 5.7684e-41 1.3107e-33 4.8048e-26 2.7704e-22 2.7086e-21 1.7445e-50 8.34e-43 1.4201e-36 4.8906e-32 1.7563e-29 3.5318e-23 1.0356e-16 2.8486e-13 2.0953e-17 7.4169e-14 1.054e-21 4.8486e-31 1.3838e-53 4.7856e-46 2.6341e-40 1.2602e-36 3.4033e-42 2.2364e-31 9.2456e-25 3.0592e-20 2.6871e-18 8.5579e-23 2.2627e-29 9.5153e-05 2.4153e-06 2.4315e-06 1.2792e-11 1.1361e-19 1.4967e-30
4.7956e-20 1.3916 1.0254e-09 1.7275e-08 3.7439e-10 3.0007e-11 7.7148e-12 1.036e-25 1.0245e-28 8.5112e-31 3.9904e-40 9.0672e-33 3.3238e-25 1.9164e-21 1.8737e-20 2.5217e-51 1.2056e-43 2.0529e-37 7.0698e-33 2.5389e-30 3.5318e-23 1.0356e-16 2.8486e-13 5.5109e-17 1.9507e-13 2.7721e-21 1.2752e-30 2.0003e-54 6.918e-47 3.8078e-41 1.8217e-37 4.9197e-43 1.5471e-30 6.3958e-24 2.1162e-19 1.8589e-17 5.9199e-22 1.5653e-28 9.5153e-05 2.4153e-06 2.4316e-06 1.2792e-11 1.1361e-19 1.4967e-30
6.9323e-21 1.3916 1.0254e-09 1.7275e-08 9.847e-10 7.8922e-11 2.029e-11 3.939e-26 3.8954e-29 3.2361e-31 2.7605e-39 6.2724e-32 2.2992e-24 1.3257e-20 1.2961e-19 3.6453e-52 1.7428e-44 2.9677e-38 1.022e-33 3.6703e-31 3.5319e-23 1.0356e-16 2.8486e-13 1.4494e-16 5.1307e-13 7.2908e-21 3.3539e-30 2.8916e-55 1.0001e-47 5.5046e-42 2.6335e-38 7.1122e-44 1.0702e-29 4.4244e-23 1.4639e-18 1.2858e-16 4.095e-21 1.0827e-27 9.5153e-05 2.4152e-06 2.4316e-06 1.2793e-11 1.1362e-19 1.4968e-30
1.0021e-21 1.3916 1.0254e-09 1.7274e-08 2.5899e-09 2.0757e-10 5.3363e-11 1.4976e-26 1.4811e-29 1.2305e-31 1.9096e-38 4.3389e-31 1.5904e-23 9.1696e-20 8.9646e-19 5.2695e-53 2.5194e-45 4.2903e-39 1.4776e-34 5.3065e-32 3.532e-23 1.0356e-16 2.8484e-13 3.8123e-16 1.3494e-12 1.9175e-20 8.8202e-30 4.18e-56 1.4457e-48 7.9579e-43 3.8074e-39 1.0283e-44 7.4036e-29 3.0605e-22 1.0126e-17 8.894e-16 2.8324e-20 7.4885e-27 9.5153e-05 2.4151e-06 2.4317e-06 1.2794e-11 1.1363e-19 1.497e-30
1.4486e-22 1.3916 1.0255e-09 1.7272e-08 6.8119e-09 5.4588e-10 1.4032e-10 5.6941e-27 5.6319e-30 4.6793e-32 1.321e-37 3.0012e-30 1.1e-22 6.3413e-19 6.1988e-18 7.6175e-54 3.6424e-46 6.2032e-40 2.1366e-35 7.6742e-33 3.5324e-23 1.0356e-16 2.8481e-13 1.0027e-15 3.5487e-12 5.0421e-20 2.3191e-29 6.0424e-57 2.0901e-49 1.1506e-43 5.5056e-40 1.4871e-45 5.1216e-28 2.117e-21 7.0035e-17 6.1507e-15 1.9585e-19 5.1776e-26 9.5153e-05 2.4149e-06 2.4319e-06 1.2796e-11 1.1367e-19 1.4977e-30
2.0941e-23 1.3916 1.0258e-09 1.7267e-08 1.7916e-08 1.4354e-09 3.6886e-10 2.1649e-27 2.1419e-30 1.7801e-32 9.1384e-37 2.0756e-29 7.6051e-22 4.3831e-18 4.2834e-17 1.1012e-54 5.2668e-47 8.9721e-41 3.0912e-36 1.1106e-33 3.5334e-23 1.0356e-16 2.8474e-13 2.6372e-15 9.3311e-12 1.3254e-19 6.0946e-29 8.7347e-58 3.0222e-50 1.6642e-44 7.9653e-41 2.152e-46 3.543e-27 1.4641e-20 4.8422e-16 4.2513e-14 1.3533e-18 3.5767e-25 9.5153e-05 2.4142e-06 2.4326e-06 1.2803e-11 1.1376e-19 1.4993e-30
3.0271e-24 1.3917 1.0266e-09 1.7255e-08 4.7123e-08 3.7725e-09 9.6876e-10 8.2312e-28 8.1495e-31 6.7779e-33 6.3217e-36 1.4348e-28 5.2533e-21 3.0254e-17 2.9545e-16 1.5918e-55 7.619e-48 1.2989e-41 4.4783e-37 1.6101e-34 3.536e-23 1.0356e-16 2.8453e-13 6.9363e-15 2.4524e-11 3.481e-19 1.5995e-28 1.2626e-58 4.3719e-51 2.4092e-45 1.154e-41 3.12e-47 2.4509e-26 1.0121e-19 3.3448e-15 2.9345e-13 9.3348e-18 2.4653e-24 9.5153e-05 2.4125e-06 2.4344e-06 1.2822e-11 1.1401e-19 1.5037e-30
4.3759e-25 1.3919 1.0286e-09 1.7222e-08 1.2394e-07 9.9032e-09 2.5382e-09 3.1295e-28 3.1044e-31 2.5869e-33 4.3732e-35 9.9064e-28 3.6202e-20 2.0809e-16 2.0282e-15 2.301e-56 1.1035e-48 1.8848e-42 6.511e-38 2.3454e-35 3.5428e-23 1.0356e-16 2.8398e-13 1.8244e-14 6.438e-11 9.1205e-19 4.1827e-28 1.8252e-59 6.332e-52 3.496e-46 1.6777e-42 4.5449e-48 1.6955e-25 6.9877e-19 2.305e-14 2.0184e-12 6.4083e-17 1.6892e-23 9.5153e-05 2.4078e-06 2.4391e-06 1.2871e-11 1.1467e-19 1.5153e-30
6.3256e-26 1.3924 1.0337e-09 1.7136e-08 3.2598e-07 2.5917e-08 6.6096e-09 1.1899e-28 1.1862e-31 9.9342e-34 3.0252e-34 6.8188e-27 2.4795e-19 1.4181e-15 1.3753e-14 3.3263e-57 1.6031e-49 2.7519e-43 9.5541e-39 3.4589e-36 3.5605e-23 1.0356e-16 2.8257e-13 4.7984e-14 1.6849e-10 2.375e-18 1.0838e-27 2.6385e-60 9.1991e-53 5.1045e-47 2.4619e-43 6.7024e-49 1.1729e-24 4.8098e-18 1.5787e-13 1.3755e-11 4.3454e-16 1.1397e-22 9.5153e-05 2.3958e-06 2.4513e-06 1.3001e-11 1.164e-19 1.5459e-30
9.144e-27 1.3938 1.0471e-09 1.6917e-08 8.5739e-07 6.7295e-08 1.6943e-08 4.524e-29 4.5684e-32 3.8754e-34 2.0928e-33 4.6568e-26 1.6717e-18 9.4391e-15 9.0373e-14 4.8083e-58 2.3474e-50 4.0817e-44 1.4354e-39 5.2638e-37 3.6066e-23 1.0356e-16 2.7896e-13 1.262e-13 4.3748e-10 6.0881e-18 2.7426e-27 3.8141e-61 1.347e-53 7.571e-48 3.6987e-44 1.02e-49 8.1136e-24 3.2848e-17 1.0644e-12 9.1553e-11 2.8553e-15 7.3932e-22 9.5152e-05 2.3652e-06 2.483e-06 1.3339e-11 1.2098e-19 1.6274e-30
1.3218e-27 1.3971 1.0812e-09 1.6384e-08 2.2551e-06 1.7142e-07 4.1797e-08 1.72e-29 1.7935e-32 1.571e-34 1.4477e-32 3.1199e-25 1.0847e-17 5.9313e-14 5.4998e-13 6.9507e-59 3.5038e-51 6.2908e-45 2.2843e-40 8.6496e-38 3.724e-23 1.0356e-16 2.7016e-13 3.3194e-13 1.1144e-09 1.5019e-17 6.5525e-27 5.5135e-62 2.0106e-54 1.1669e-48 5.8861e-45 1.6761e-50 5.6124e-23 2.2005e-16 6.9054e-12 5.7526e-10 1.7375e-14 4.3571e-21 9.5146e-05 2.2905e-06 2.5636e-06 1.4221e-11 1.3317e-19 1.8498e-30
1.9108e-28 1.4048 1.1645e-09 1.5211e-08 5.9312e-06 4.1858e-07 9.476e-08 6.5397e-30 7.3446e-33 6.9293e-35 1.0015e-31 2.0038e-24 6.4677e-17 3.2837e-13 2.8269e-12 1.0048e-59 5.4554e-52 1.055e-45 4.1261e-41 1.6828e-38 4.0111e-23 1.0356e-16 2.5083e-13 8.7305e-13 2.7212e-09 3.405e-17 1.3792e-26 7.9701e-63 3.1304e-55 1.9569e-49 1.0632e-45 3.2609e-51 3.8812e-22 1.4128e-15 4.1163e-11 3.1837e-09 8.9278e-14 2.0785e-20 9.5114e-05 2.1258e-06 2.7603e-06 1.6492e-11 1.6635e-19 2.4888e-30
2.7621e-29 1.4203 1.3534e-09 1.3088e-08 1.56e-05 9.4731e-07 1.8453e-07 2.4864e-30 3.2453e-33 3.5584e-35 6.9281e-31 1.1927e-23 3.3126e-16 1.4471e-12 1.072e-11 1.4525e-60 9.1651e-53 2.0598e-46 9.3626e-42 4.4377e-39 4.6616e-23 1.0356e-16 2.1583e-13 2.2962e-12 6.1584e-09 6.6306e-17 2.311e-26 1.1521e-63 5.2591e-56 3.8207e-50 2.4125e-46 8.5993e-52 2.6809e-21 8.3971e-15 2.1051e-10 1.4009e-08 3.3804e-13 6.7718e-20 9.497e-05 1.8264e-06 3.2032e-06 2.2242e-11 2.6073e-19 4.5333e-30
3.9929e-30 1.4463 1.74e-09 1.018e-08 4.103e-05 1.9379e-06 2.936e-07 9.4535e-31 1.5864e-33 2.2364e-35 4.7927e-30 6.4175e-23 1.3863e-15 4.7103e-12 2.7138e-11 2.0996e-61 1.7034e-53 4.922e-47 2.8765e-42 1.7529e-39 5.9934e-23 1.0356e-16 1.6787e-13 6.0395e-12 1.2598e-08 1.055e-16 2.8599e-26 1.6655e-64 9.7744e-57 9.1297e-51 7.4119e-47 3.3967e-52 1.8452e-20 4.4951e-14 8.7649e-10 4.5368e-08 8.5144e-13 1.3266e-19 9.4489e-05 1.4134e-06 4.0974e-06 3.658e-11 5.5132e-19 1.2325e-29
