$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Mn_{i}^{\times}$ $Mn_{i}^{\bullet}$ $Mn_{i}^{\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $Mn_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet\bullet}$ $Mn_{Sn}^{\times}$ $Mn_{Sn}^{\bullet}$ $Mn_{Sn}^{\bullet\bullet}$ $Mn_{Sn}^{\bullet\bullet\bullet}$ $Mn_{Sn}^{'}$ $Mn_{Sn}^{''}$ $Mn_{Sn}^{'''}$ $Mn_{Sn}^{''''}$
1.2036e-11 0.73858 1.8549e-12 9.5472e-06 2.3632e-14 1.0471e-12 1.4881e-10 1.6413e-21 2.9362e-27 4.4124e-32 1.59e-48 1.9971e-38 4.047e-28 1.2899e-21 6.9716e-18 6.329e-43 5.4736e-38 1.686e-34 1.0504e-32 6.8235e-33 6.389e-26 1.0356e-16 1.5747e-10 3.4786e-21 6.8069e-15 5.3472e-20 1.3598e-26 5.0203e-46 3.1408e-41 3.1273e-38 2.7065e-37 1.3222e-45 4.2552e-26 2.7303e-18 7.9253e-13 4.505e-11 3.6485e-16 5.0328e-23 1.6469e-30 1.631e-39 8.9059e-05 6.9639e-07 3.1255e-12 2.1715e-19 1.0244e-05 2.6391e-13 1.4222e-23 3.8179e-36
1.7399e-12 0.73859 1.855e-12 9.5466e-06 6.2157e-14 2.7538e-12 3.9135e-10 6.2403e-22 1.1164e-27 1.6778e-32 1.0999e-47 1.3815e-37 2.7992e-27 8.9216e-21 4.8215e-17 9.1489e-44 7.9129e-39 2.4376e-35 1.5187e-33 9.8664e-34 6.3894e-26 1.0356e-16 1.5746e-10 9.1493e-21 1.7902e-14 1.4062e-19 3.5758e-26 7.2572e-47 4.5406e-42 4.5214e-39 3.9132e-38 1.9119e-46 2.9436e-25 1.8886e-17 5.4817e-12 3.1158e-10 2.5232e-15 3.4804e-22 1.1388e-29 1.1277e-38 8.9059e-05 6.9634e-07 3.125e-12 2.171e-19 1.0245e-05 2.6395e-13 1.4224e-23 3.8189e-36
2.5151e-13 0.73862 1.8557e-12 9.5432e-06 1.6348e-13 7.2403e-12 1.0286e-09 2.3726e-22 4.2462e-28 6.3837e-33 7.6087e-47 9.5533e-37 1.9351e-26 6.1652e-20 3.3307e-16 1.3225e-44 1.1443e-39 3.5261e-36 2.1976e-34 1.4282e-34 6.3917e-26 1.0356e-16 1.574e-10 2.4064e-20 4.7069e-14 3.696e-19 9.3949e-26 1.0491e-47 6.566e-43 6.5405e-40 5.6628e-39 2.7676e-47 2.0363e-24 1.306e-16 3.7893e-11 2.1531e-09 1.743e-14 2.4033e-21 7.8611e-29 7.7821e-38 8.9056e-05 6.9607e-07 3.1227e-12 2.1687e-19 1.0248e-05 2.6412e-13 1.4239e-23 3.8241e-36
3.6357e-14 0.73884 1.8596e-12 9.5229e-06 4.2998e-13 1.9003e-11 2.6938e-09 9.0208e-23 1.6179e-28 2.4375e-33 5.2635e-46 6.5947e-36 1.3329e-25 4.2377e-19 2.2845e-15 1.9118e-45 1.6576e-40 5.119e-37 3.1972e-35 2.0823e-35 6.4053e-26 1.0356e-16 1.5707e-10 6.3292e-20 1.2353e-13 9.6796e-19 2.4553e-25 1.5165e-48 9.5118e-44 9.4951e-41 8.2384e-40 4.035e-48 1.4083e-23 9.0134e-16 2.6097e-10 1.4796e-08 1.1953e-13 1.6446e-20 5.3679e-28 5.3026e-37 8.9038e-05 6.9445e-07 3.1088e-12 2.1544e-19 1.0268e-05 2.652e-13 1.4327e-23 3.8561e-36
5.2556e-15 0.74023 1.8847e-12 9.3963e-06 1.1309e-12 4.9315e-11 6.8981e-09 3.4297e-23 6.2341e-29 9.5189e-34 3.6411e-45 4.5013e-35 8.9773e-25 2.8162e-18 1.498e-14 2.7636e-46 2.4285e-41 7.6006e-38 4.8111e-36 3.1757e-36 6.4916e-26 1.0356e-16 1.5498e-10 1.6647e-19 3.2059e-13 2.4786e-18 6.2035e-25 2.1922e-49 1.3935e-44 1.4098e-41 1.2397e-40 6.1536e-49 9.7299e-23 6.1444e-15 1.7553e-09 9.8202e-08 7.8274e-13 1.0627e-19 3.4224e-27 3.3358e-36 8.8923e-05 6.8433e-07 3.0228e-12 2.0669e-19 1.0393e-05 2.7204e-13 1.4895e-23 4.0629e-36
7.5973e-16 0.74755 2.023e-12 8.7541e-06 2.9745e-12 1.2084e-10 1.5747e-08 1.304e-23 2.5442e-29 4.1697e-34 2.5188e-44 2.901e-34 5.3902e-24 1.5753e-17 7.8066e-14 3.995e-47 3.7681e-42 1.2659e-38 8.6008e-37 6.0937e-37 6.968e-26 1.0356e-16 1.4439e-10 4.3784e-19 7.8557e-13 5.6584e-18 1.3194e-24 3.169e-50 2.1622e-45 2.348e-42 2.2162e-41 1.1808e-49 6.6831e-22 3.9318e-14 1.0465e-08 5.4541e-07 4.0502e-12 5.1227e-19 1.537e-26 1.3957e-35 8.8291e-05 6.3302e-07 2.605e-12 1.6595e-19 1.1076e-05 3.112e-13 1.829e-23 5.3549e-36
1.0982e-16 0.77007 2.5151e-12 7.0415e-06 7.8234e-12 2.5564e-10 2.6795e-08 4.9579e-24 1.2026e-29 2.4505e-34 1.7425e-43 1.6142e-33 2.4123e-23 5.6705e-17 2.2602e-13 5.775e-48 6.7722e-43 2.8285e-39 2.3893e-37 2.1047e-37 8.6631e-26 1.0356e-16 1.1613e-10 1.1516e-18 1.6619e-12 9.628e-18 1.8057e-24 4.5809e-51 3.886e-46 5.2466e-43 6.1568e-42 4.0784e-50 4.5073e-21 2.1329e-13 4.5659e-08 1.9141e-06 1.1433e-11 1.1631e-18 2.8068e-26 2.05e-35 8.6078e-05 4.9639e-07 1.643e-12 8.4187e-20 1.3425e-05 4.6898e-13 3.4268e-23 1.2474e-35
1.5876e-17 0.80756 3.6142e-12 4.9004e-06 2.0577e-11 4.679e-10 3.413e-08 1.885e-24 6.5705e-30 1.9239e-34 1.2054e-42 7.7707e-33 8.0816e-23 1.322e-16 3.667e-13 8.3481e-49 1.4068e-43 8.4431e-40 1.0249e-37 1.2973e-37 1.2449e-25 1.0356e-16 8.0818e-11 3.0288e-18 3.0418e-12 1.2264e-17 1.6006e-24 6.622e-52 8.0722e-47 1.5661e-43 2.6408e-42 2.5138e-50 2.9494e-20 9.7126e-13 1.4469e-07 4.2212e-06 1.7545e-11 1.2421e-18 2.0861e-26 1.0603e-35 8.1424e-05 3.2676e-07 7.5267e-13 2.6838e-20 1.8249e-05 9.1605e-13 9.6183e-23 5.0311e-35
2.2949e-18 0.85272 5.5934e-12 3.1666e-06 5.412e-11 7.9519e-10 3.7478e-08 7.167e-25 3.8662e-30 1.752e-34 8.3385e-42 3.4734e-32 2.3341e-22 2.4672e-16 4.4219e-13 1.2068e-49 3.1472e-44 2.9233e-40 5.4917e-38 1.0758e-37 1.9266e-25 1.0356e-16 5.2221e-11 7.9663e-18 5.1695e-12 1.3467e-17 1.1357e-24 9.5725e-53 1.8059e-47 5.4223e-44 1.4151e-42 2.0846e-50 1.8569e-19 3.9511e-12 3.8034e-07 7.1695e-06 1.9255e-11 8.8083e-19 9.5583e-27 3.1392e-36 7.4104e-05 1.9216e-07 2.86e-13 6.5893e-21 2.5704e-05 1.9968e-12 3.2448e-22 2.6267e-34
3.3175e-19 0.90115 8.9351e-12 1.9823e-06 1.4234e-10 1.3093e-09 3.8629e-08 2.7249e-25 2.3481e-30 1.6998e-34 5.7684e-41 1.5042e-31 6.3277e-22 4.187e-16 4.6978e-13 1.7445e-50 7.2674e-45 1.0783e-40 3.236e-38 1.0126e-37 3.0776e-25 1.0356e-16 3.269e-11 2.0953e-17 8.5115e-12 1.3881e-17 7.3278e-25 1.3838e-53 4.1702e-48 2.0002e-44 8.3383e-43 1.9622e-50 1.1143e-18 1.4842e-11 8.9437e-07 1.0554e-05 1.7744e-11 5.0813e-19 3.4518e-27 7.0968e-37 6.4279e-05 1.0434e-07 9.7218e-14 1.4022e-21 3.5616e-05 4.4199e-12 1.1473e-21 1.4836e-33
4.7956e-20 0.95113 1.4487e-11 1.2227e-06 3.7439e-10 2.1239e-09 3.8648e-08 1.036e-25 1.4475e-30 1.699e-34 3.9904e-40 6.4177e-31 1.6651e-21 6.7953e-16 4.7023e-13 2.5217e-51 1.7033e-45 4.0979e-41 1.9939e-38 1.0116e-37 4.99e-25 1.0356e-16 2.0162e-11 5.5109e-17 1.3807e-11 1.3887e-17 4.5217e-25 2.0003e-54 9.7741e-49 7.601e-45 5.1377e-43 1.9603e-50 6.3134e-18 5.1866e-11 1.9276e-06 1.4029e-05 1.4548e-11 2.5694e-19 1.0765e-27 1.365e-37 5.2649e-05 5.271e-08 3.029e-14 2.6944e-22 4.7299e-05 9.5169e-12 4.0054e-21 8.3982e-33
6.9323e-21 1.0021 2.3716e-11 7.4689e-07 9.847e-10 3.4124e-09 3.7932e-08 3.939e-26 9.0094e-31 1.731e-34 2.7605e-39 2.712e-30 4.2983e-21 1.0715e-15 4.5296e-13 3.6453e-52 4.0308e-46 1.5875e-41 1.2644e-38 1.0502e-37 8.1687e-25 1.0356e-16 1.2316e-11 1.4494e-16 2.2184e-11 1.363e-17 2.7109e-25 2.8916e-55 2.3129e-49 2.9445e-45 3.2581e-43 2.0351e-50 3.3567e-17 1.6846e-10 3.8245e-06 1.7003e-05 1.0771e-11 1.162e-19 2.9741e-28 2.3037e-38 4.0465e-05 2.4748e-08 8.6872e-15 4.7206e-23 5.951e-05 1.9602e-11 1.3505e-20 4.6354e-32
1.0021e-21 1.054 3.9189e-11 4.5199e-07 2.5899e-09 5.4314e-09 3.6537e-08 1.4976e-26 5.6603e-31 1.7971e-34 1.9096e-38 1.1353e-29 1.089e-20 1.6428e-15 4.2027e-13 5.2695e-53 9.6284e-47 6.266e-42 8.2472e-39 1.1319e-37 1.3498e-24 1.0356e-16 7.4534e-12 3.8123e-16 3.5309e-11 1.3129e-17 1.5803e-25 4.18e-56 5.5249e-50 1.1623e-45 2.1251e-43 2.1934e-50 1.6728e-16 5.0802e-10 6.9798e-06 1.8779e-05 7.1987e-12 4.7002e-20 7.2798e-29 3.4125e-39 2.915e-05 1.0789e-08 2.2918e-15 7.5367e-24 7.0839e-05 3.8557e-11 4.3897e-20 2.4897e-31
1.4486e-22 1.1072 6.5524e-11 2.7033e-07 6.8119e-09 8.5439e-09 3.4375e-08 5.6941e-27 3.5983e-31 1.9102e-34 1.321e-37 4.6974e-29 2.6946e-20 2.4314e-15 3.72e-13 7.6175e-54 2.3272e-47 2.5322e-42 5.5725e-39 1.2788e-37 2.2569e-24 1.0356e-16 4.4578e-12 1.0027e-15 5.5543e-11 1.2352e-17 8.892e-26 6.0424e-57 1.3354e-50 4.6969e-46 1.4359e-43 2.478e-50 7.84e-16 1.424e-09 1.1702e-05 1.883e-05 4.317e-12 1.6858e-20 1.5616e-29 4.3782e-40 1.9749e-05 4.3716e-09 5.5542e-16 1.0924e-24 8.0246e-05 7.3028e-11 1.3901e-19 1.3183e-30
2.0941e-23 1.162 1.1128e-10 1.5918e-07 1.7916e-08 1.3232e-08 3.1347e-08 2.1649e-27 2.3234e-31 2.0947e-34 9.1384e-37 1.9134e-28 6.4629e-20 3.4337e-15 3.0934e-13 1.1012e-54 5.7132e-48 1.0558e-42 3.9459e-39 1.5378e-37 3.8329e-24 1.0356e-16 2.6248e-12 2.6372e-15 8.6019e-11 1.1264e-17 4.7745e-26 8.7347e-58 3.2784e-51 1.9583e-46 1.0168e-43 2.9799e-50 3.4758e-15 3.7174e-09 1.7987e-05 1.7043e-05 2.3007e-12 5.29e-21 2.8854e-30 4.7633e-41 1.2657e-05 1.6497e-09 1.2341e-16 1.4292e-25 8.7341e-05 1.3499e-10 4.364e-19 7.0284e-30
3.0271e-24 1.2188 1.9275e-10 9.1897e-08 4.7123e-08 2.0092e-08 2.7479e-08 8.2312e-28 1.5302e-31 2.3895e-34 6.3217e-36 7.6415e-28 1.4901e-19 4.5706e-15 2.3772e-13 1.5918e-55 1.4305e-48 4.579e-43 2.9643e-39 2.0011e-37 6.6392e-24 1.0356e-16 1.5154e-12 6.9363e-15 1.3062e-10 9.874e-18 2.4163e-26 1.2626e-58 8.2087e-52 8.4935e-47 7.6384e-44 3.8777e-50 1.4666e-14 9.0557e-09 2.5296e-05 1.3837e-05 1.0784e-12 1.4315e-21 4.5079e-31 4.2962e-42 7.7201e-06 5.8092e-10 2.509e-17 1.6775e-26 9.2279e-05 2.4704e-10 1.3834e-18 3.8591e-29
4.3759e-25 1.2779 3.4143e-10 5.1879e-08 1.2394e-07 2.9833e-08 2.3034e-08 3.1295e-28 1.0305e-31 2.8506e-34 4.3732e-35 2.9843e-27 3.2853e-19 5.6888e-15 1.6703e-13 2.301e-56 3.6631e-49 2.0769e-43 2.3817e-39 2.848e-37 1.176e-23 1.0356e-16 8.5549e-13 1.8244e-14 1.9394e-10 8.2768e-18 1.1435e-26 1.8252e-59 2.1019e-52 3.8524e-47 6.137e-44 5.5187e-50 5.9269e-14 2.066e-08 3.258e-05 1.0061e-05 4.4266e-13 3.3173e-22 5.8972e-32 3.1729e-43 4.5099e-06 1.9158e-10 4.6712e-18 1.7631e-27 9.5489e-05 4.5282e-10 4.4916e-18 2.2195e-28
6.3256e-26 1.3393 6.1825e-10 2.8651e-08 3.2598e-07 4.3333e-08 1.8477e-08 1.1899e-28 7.0948e-32 3.5537e-34 3.0252e-34 1.1401e-26 6.9313e-19 6.6282e-15 1.0748e-13 3.3263e-57 9.5883e-50 9.8443e-44 2.0441e-39 4.4261e-37 2.1295e-23 1.0356e-16 4.7245e-13 4.7984e-14 2.817e-10 6.6393e-18 5.0654e-27 2.6385e-60 5.502e-53 1.826e-47 5.2672e-44 8.5767e-50 2.3109e-13 4.4486e-08 3.8742e-05 6.6071e-06 1.6054e-13 6.6441e-23 6.5228e-33 1.9381e-44 2.542e-06 5.9634e-11 8.0298e-19 1.6738e-28 9.7457e-05 8.3685e-10 1.5031e-17 1.3449e-27
9.144e-27 1.4026 1.1404e-09 1.5533e-08 8.5739e-07 6.1791e-08 1.4285e-08 4.524e-29 4.9754e-32 4.5967e-34 2.0928e-33 4.2759e-26 1.4094e-18 7.307e-15 6.4237e-14 4.8083e-58 2.5565e-50 4.8414e-44 1.8542e-39 7.4055e-37 3.9279e-23 1.0356e-16 2.5614e-13 1.262e-13 4.017e-10 5.1328e-18 2.1231e-27 3.8141e-61 1.467e-53 8.9801e-48 4.7779e-44 1.435e-49 8.7692e-13 9.1521e-08 4.3212e-05 3.9954e-06 5.2633e-14 1.181e-23 6.2858e-34 1.0126e-45 1.3944e-06 1.7735e-11 1.2947e-19 1.4631e-29 9.8604e-05 1.5617e-09 5.1738e-17 8.539e-27
