$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Mo_{i}^{\times}$ $Mo_{i}^{\bullet}$ $Mo_{i}^{\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $Mo_{Sn}^{\times}$ $Mo_{Sn}^{\bullet}$ $Mo_{Sn}^{\bullet\bullet}$ $Mo_{Sn}^{'}$ $Mo_{Sn}^{''}$ $Mo_{Sn}^{'''}$ $Mo_{Sn}^{''''}$
1 1.6313 7.126e-15 7.3838e-17 3.3609e-39 2.0954e-43 1.3442e-46 1.1191e-31 1.1277e-35 8.0187e-38 1.831e-118 9.175e-106 1.1965e-92 3.8605e-87 3.5814e-87 2.7651e-63 6.5121e-46 1.9456e-31 2.3775e-20 3.1594e-13 6.4265e-44 5.3623e-33 3.9376e-28 7.2821e-53 8.8555e-48 1.7355e-65 3.5644e-86 1.7398e-69 2.1442e-52 6.6937e-39 1.5786e-29 1.1863e-38 4.0998e-105 1.2909e-94 7.5034e-90 1.0842e-93 3.2794e-96 2.6749e-113 8.6315e-130 0.0001 1.1072e-11 2.4514e-19 9.8013e-12 1.1002e-24 1.0026e-41 1.6533e-61
0.020896 1.6343 7.5591e-15 6.9608e-17 2.325e-38 1.3665e-42 8.2638e-46 1.6177e-32 1.7292e-36 1.3043e-38 8.7623e-117 4.1392e-104 5.0887e-91 1.5478e-85 1.3536e-85 5.7781e-65 1.4435e-47 4.5746e-33 5.9301e-22 8.3589e-15 6.817e-44 5.3623e-33 3.712e-28 5.0375e-52 5.775e-47 1.067e-64 2.0658e-85 3.6357e-71 4.753e-54 1.5739e-40 3.9374e-31 3.1387e-40 1.9619e-103 5.8236e-93 3.1911e-88 4.347e-92 1.2395e-94 9.5309e-112 2.8993e-128 0.0001 1.0438e-11 2.1786e-19 1.0397e-11 1.238e-24 1.1967e-41 2.0933e-61
0.00043666 1.6344 7.5709e-15 6.9499e-17 1.6084e-37 9.4381e-42 5.6988e-45 2.3385e-33 2.5036e-37 1.8914e-39 4.1932e-115 1.9777e-102 2.4276e-89 7.3722e-84 6.4372e-84 1.2074e-66 3.0211e-49 9.5895e-35 1.245e-23 1.7577e-16 6.8277e-44 5.3623e-33 3.7062e-28 3.4848e-51 3.9887e-46 7.3579e-64 1.4224e-84 7.5973e-73 9.9476e-56 3.2993e-42 8.2666e-33 6.6001e-42 9.3889e-102 2.7825e-91 1.5223e-86 2.0705e-90 5.8944e-93 4.5253e-110 1.3744e-126 0.0001 1.0421e-11 2.1718e-19 1.0413e-11 1.2419e-24 1.2024e-41 2.1065e-61
9.1247e-06 1.6344 7.5712e-15 6.9496e-17 1.1126e-36 6.5288e-41 3.942e-44 3.3805e-34 3.6192e-38 2.7343e-40 2.0066e-113 9.4639e-101 1.1616e-87 3.5276e-82 3.0801e-82 2.5231e-68 6.3133e-51 2.004e-36 2.6019e-25 3.6735e-18 6.8279e-44 5.3623e-33 3.7061e-28 2.4107e-50 2.7592e-45 5.0897e-63 9.8385e-84 1.5876e-74 2.0788e-57 6.8948e-44 1.7276e-34 1.3794e-43 4.493e-100 1.3315e-89 7.2846e-85 9.9073e-89 2.8204e-91 2.1652e-108 6.5761e-125 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
1.9067e-07 1.6344 7.5712e-15 6.9496e-17 7.6969e-36 4.5165e-40 2.727e-43 4.8867e-35 5.2318e-39 3.9526e-41 9.6028e-112 4.5289e-99 5.559e-86 1.6881e-80 1.474e-80 5.2724e-70 1.3193e-52 4.1876e-38 5.4371e-27 7.6764e-20 6.8279e-44 5.3623e-33 3.7061e-28 1.6677e-49 1.9087e-44 3.5209e-62 6.806e-83 3.3174e-76 4.3439e-59 1.4408e-45 3.6101e-36 2.8824e-45 2.1501e-98 6.372e-88 3.486e-83 4.7411e-87 1.3497e-89 1.0362e-106 3.147e-123 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
3.9844e-09 1.6344 7.5712e-15 6.9496e-17 5.3245e-35 3.1244e-39 1.8864e-42 7.064e-36 7.5629e-40 5.7138e-42 4.5954e-110 2.1673e-97 2.6602e-84 8.0785e-79 7.0538e-79 1.1017e-71 2.7568e-54 8.7507e-40 1.1362e-28 1.6041e-21 6.8279e-44 5.3623e-33 3.7061e-28 1.1536e-48 1.3204e-43 2.4357e-61 4.7082e-82 6.9323e-78 9.0773e-61 3.0107e-47 7.5439e-38 6.0233e-47 1.0289e-96 3.0493e-86 1.6682e-81 2.2689e-85 6.459e-88 4.9586e-105 1.506e-121 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
8.3261e-11 1.6344 7.5712e-15 6.9496e-17 3.6833e-34 2.1613e-38 1.305e-41 1.0212e-36 1.0933e-40 8.2596e-43 2.1991e-108 1.0372e-95 1.2731e-82 3.866e-77 3.3756e-77 2.3023e-73 5.7608e-56 1.8286e-41 2.3742e-30 3.352e-23 6.8279e-44 5.3623e-33 3.7061e-28 7.9806e-48 9.1343e-43 1.6849e-60 3.257e-81 1.4486e-79 1.8968e-62 6.2913e-49 1.5764e-39 1.2586e-48 4.924e-95 1.4592e-84 7.9833e-80 1.0858e-83 3.0909e-86 2.3729e-103 7.2068e-120 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
1.7399e-12 1.6344 7.5712e-15 6.9496e-17 2.548e-33 1.4952e-37 9.0275e-41 1.4761e-37 1.5804e-41 1.194e-43 1.0524e-106 4.9634e-94 6.0922e-81 1.8501e-75 1.6154e-75 4.8109e-75 1.2038e-57 3.8211e-43 4.9612e-32 7.0045e-25 6.8279e-44 5.3623e-33 3.7061e-28 5.5207e-47 6.3189e-42 1.1656e-59 2.2531e-80 3.0271e-81 3.9637e-64 1.3147e-50 3.2941e-41 2.6301e-50 2.3564e-93 6.9832e-83 3.8204e-78 5.1959e-82 1.4792e-84 1.1356e-101 3.4488e-118 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
3.6357e-14 1.6344 7.5712e-15 6.9496e-17 1.7627e-32 1.0343e-36 6.245e-40 2.1338e-38 2.2845e-42 1.726e-44 5.0362e-105 2.3752e-92 2.9154e-79 8.8534e-74 7.7304e-74 1.0053e-76 2.5155e-59 7.9848e-45 1.0367e-33 1.4637e-26 6.8279e-44 5.3623e-33 3.7061e-28 3.8191e-46 4.3712e-41 8.0632e-59 1.5586e-79 6.3255e-83 8.2828e-66 2.7472e-52 6.8836e-43 5.4961e-52 1.1276e-91 3.3418e-81 1.8283e-76 2.4865e-80 7.0785e-83 5.4342e-100 1.6504e-116 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
7.5973e-16 1.6344 7.5712e-15 6.9496e-17 1.2194e-31 7.1551e-36 4.3201e-39 3.0846e-39 3.3024e-43 2.495e-45 2.4101e-103 1.1367e-90 1.3952e-77 4.2368e-72 3.6994e-72 2.1007e-78 5.2565e-61 1.6685e-46 2.1664e-35 3.0586e-28 6.8279e-44 5.3623e-33 3.7061e-28 2.6419e-45 3.0239e-40 5.5779e-58 1.0782e-78 1.3218e-84 1.7308e-67 5.7406e-54 1.4384e-44 1.1485e-53 5.3963e-90 1.5992e-79 8.7491e-75 1.1899e-78 3.3874e-81 2.6005e-98 7.8981e-115 0.0001 1.0421e-11 2.1716e-19 1.0414e-11 1.242e-24 1.2025e-41 2.1068e-61
