$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Cr_{i}^{\times}$ $Cr_{i}^{\bullet}$ $Cr_{i}^{\bullet\bullet}$ $Cr_{i}^{\bullet\bullet\bullet}$ $Cr_{i}^{\bullet\bullet\bullet\bullet}$ $Cr_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Cr_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $Cr_{Sn}^{\times}$ $Cr_{Sn}^{\bullet}$ $Cr_{Sn}^{\bullet\bullet}$ $Cr_{Sn}^{'}$ $Cr_{Sn}^{''}$ $Cr_{Sn}^{'''}$ $Cr_{Sn}^{''''}$
3.9844e-09 0.9374 1.2686e-11 1.3963e-06 1.2989e-15 8.4145e-15 1.7486e-13 2.9863e-20 3.6536e-25 3.755e-29 4.8028e-51 8.821e-42 2.6136e-32 1.2181e-26 9.626e-24 2.0952e-40 1.2393e-34 2.6107e-30 1.1123e-27 4.9419e-27 4.3695e-25 1.0356e-16 2.3025e-11 1.9119e-22 5.4702e-17 6.2832e-23 2.3363e-30 1.662e-43 7.1111e-38 4.8424e-34 2.8662e-32 9.5762e-40 1.7205e-32 1.5353e-24 1.4941e-19 2.6888e-19 6.3066e-22 4.545e-29 5.9121e-40 0.0099977 4.3208e-07 5.8298e-13 1.8284e-06 4.9233e-15 4.7256e-22 3.6894e-33
5.7597e-10 0.9374 1.2686e-11 1.3963e-06 3.4162e-15 2.2132e-14 4.5992e-13 1.1354e-20 1.3891e-25 1.4277e-29 3.3224e-50 6.1022e-41 1.808e-31 8.4263e-26 6.659e-23 3.0287e-41 1.7914e-35 3.7739e-31 1.6079e-28 7.1438e-28 4.3695e-25 1.0356e-16 2.3025e-11 5.0285e-22 1.4388e-16 1.6526e-22 6.1449e-30 2.4025e-44 1.0279e-38 7.0001e-35 4.1432e-33 1.3843e-40 1.1902e-31 1.0621e-23 1.0336e-18 1.8601e-18 4.3628e-21 3.1441e-28 4.0898e-39 0.0099977 4.3208e-07 5.8298e-13 1.8284e-06 4.9233e-15 4.7256e-22 3.6894e-33
8.3261e-11 0.9374 1.2686e-11 1.3963e-06 8.9852e-15 5.8209e-14 1.2096e-12 4.3169e-21 5.2815e-26 5.4282e-30 2.2984e-49 4.2213e-40 1.2508e-30 5.8291e-25 4.6065e-22 4.3782e-42 2.5896e-36 5.4554e-32 2.3243e-29 1.0327e-28 4.3695e-25 1.0356e-16 2.3025e-11 1.3226e-21 3.7842e-16 4.3466e-22 1.6162e-29 3.4729e-45 1.486e-39 1.0119e-35 5.9893e-34 2.0011e-41 8.2336e-31 7.3472e-23 7.1501e-18 1.2867e-17 3.018e-20 2.175e-27 2.8292e-38 0.0099977 4.3208e-07 5.8298e-13 1.8284e-06 4.9233e-15 4.7256e-22 3.6894e-33
1.2036e-11 0.9374 1.2686e-11 1.3963e-06 2.3632e-14 1.531e-13 3.1816e-12 1.6413e-21 2.0081e-26 2.0638e-30 1.59e-48 2.9202e-39 8.6523e-30 4.0324e-24 3.1866e-21 6.329e-43 3.7434e-37 7.8861e-33 3.36e-30 1.4928e-29 4.3695e-25 1.0356e-16 2.3025e-11 3.4786e-21 9.9529e-16 1.1432e-21 4.2508e-29 5.0203e-46 2.1481e-40 1.4628e-36 8.6579e-35 2.8927e-42 5.6958e-30 5.0826e-22 4.9463e-17 8.9013e-17 2.0878e-19 1.5046e-26 1.9572e-37 0.0099977 4.3208e-07 5.8298e-13 1.8284e-06 4.9233e-15 4.7256e-22 3.6894e-33
1.7399e-12 0.9374 1.2686e-11 1.3963e-06 6.2157e-14 4.0268e-13 8.3679e-12 6.2403e-22 7.6348e-27 7.8468e-31 1.0999e-47 2.0201e-38 5.9854e-29 2.7895e-23 2.2044e-20 9.1489e-44 5.4114e-38 1.14e-33 4.8571e-31 2.158e-30 4.3695e-25 1.0356e-16 2.3025e-11 9.1493e-21 2.6178e-15 3.0068e-21 1.118e-28 7.2572e-47 3.1052e-41 2.1145e-37 1.2516e-35 4.1817e-43 3.9402e-29 3.516e-21 3.4217e-16 6.1576e-16 1.4443e-18 1.0408e-25 1.3539e-36 0.0099977 4.3208e-07 5.8298e-13 1.8284e-06 4.9233e-15 4.7256e-22 3.6895e-33
2.5151e-13 0.9374 1.2686e-11 1.3962e-06 1.6348e-13 1.0591e-12 2.2009e-11 2.3726e-22 2.9028e-27 2.9834e-31 7.6087e-47 1.3974e-37 4.1405e-28 1.9296e-22 1.5249e-19 1.3225e-44 7.8226e-39 1.648e-34 7.0214e-32 3.1196e-31 4.3696e-25 1.0356e-16 2.3025e-11 2.4064e-20 6.8851e-15 7.9083e-21 2.9405e-28 1.0491e-47 4.4887e-42 3.0567e-38 1.8093e-36 6.045e-44 2.7257e-28 2.4322e-20 2.367e-15 4.2596e-15 9.9907e-18 7.1999e-25 9.3654e-36 0.0099977 4.3208e-07 5.8297e-13 1.8284e-06 4.9234e-15 4.7257e-22 3.6896e-33
3.6357e-14 0.9374 1.2686e-11 1.3962e-06 4.2998e-13 2.7855e-12 5.7884e-11 9.0208e-23 1.1037e-27 1.1344e-31 5.2635e-46 9.6669e-37 2.8642e-27 1.3348e-21 1.0548e-18 1.9118e-45 1.1308e-39 2.3823e-35 1.0151e-32 4.5099e-32 4.3697e-25 1.0356e-16 2.3024e-11 6.3292e-20 1.8108e-14 2.0799e-20 7.7335e-28 1.5165e-48 6.4889e-43 4.4189e-39 2.6156e-37 8.7392e-45 1.8856e-27 1.6825e-19 1.6373e-14 2.9465e-14 6.9107e-17 4.9802e-24 6.4779e-35 0.0099977 4.3207e-07 5.8295e-13 1.8284e-06 4.9236e-15 4.726e-22 3.6899e-33
5.2556e-15 0.93741 1.2687e-11 1.3961e-06 1.1309e-12 7.326e-12 1.5223e-10 3.4297e-23 4.1965e-28 4.3134e-32 3.6411e-45 6.6869e-36 1.9811e-26 9.2323e-21 7.2953e-18 2.7636e-46 1.6348e-40 3.4442e-36 1.4676e-33 6.5208e-33 4.3699e-25 1.0356e-16 2.3023e-11 1.6647e-19 4.7626e-14 5.4699e-20 2.0337e-27 2.1922e-49 9.3806e-44 6.3884e-40 3.7815e-38 1.2636e-45 1.3044e-26 1.1639e-18 1.1325e-13 2.038e-13 4.7796e-16 3.4442e-23 4.4798e-34 0.0099977 4.3205e-07 5.8289e-13 1.8285e-06 4.9241e-15 4.7268e-22 3.6906e-33
7.5973e-16 0.93742 1.2689e-11 1.3959e-06 2.9745e-12 1.9266e-11 4.0027e-10 1.304e-23 1.5958e-28 1.6404e-32 2.5188e-44 4.6252e-35 1.3701e-25 6.3839e-20 5.0438e-17 3.995e-47 2.3635e-41 4.9801e-37 2.1223e-34 9.4315e-34 4.3705e-25 1.0356e-16 2.302e-11 4.3784e-19 1.2525e-13 1.4383e-19 5.3467e-27 3.169e-50 1.3562e-44 9.2375e-41 5.4688e-39 1.8276e-46 9.0233e-26 8.0501e-18 7.8325e-13 1.4092e-12 3.3046e-15 2.381e-22 3.0964e-33 0.0099977 4.3199e-07 5.8272e-13 1.8288e-06 4.9255e-15 4.7288e-22 3.6927e-33
1.0982e-16 0.93746 1.2693e-11 1.3954e-06 7.8234e-12 5.0653e-11 1.052e-09 4.9579e-24 6.0694e-29 6.2417e-33 1.7425e-43 3.1984e-34 9.4709e-25 4.4113e-19 3.484e-16 5.775e-48 3.4178e-42 7.2045e-38 3.0714e-35 1.3654e-34 4.3721e-25 1.0356e-16 2.3011e-11 1.1516e-18 3.2929e-13 3.78e-19 1.4047e-26 4.5809e-51 1.9612e-45 1.3363e-41 7.9143e-40 2.6459e-47 6.2421e-25 5.5668e-17 5.4142e-12 9.7376e-12 2.2826e-14 1.644e-21 2.1372e-32 0.0099977 4.3183e-07 5.8229e-13 1.8295e-06 4.9292e-15 4.7341e-22 3.6983e-33
1.5876e-17 0.93756 1.2706e-11 1.394e-06 2.0577e-11 1.3309e-10 2.7612e-09 1.885e-24 2.31e-29 2.378e-33 1.2054e-42 2.2103e-33 6.5384e-24 3.0423e-18 2.4003e-15 8.3481e-49 4.9457e-43 1.0436e-38 4.4536e-36 1.9819e-35 4.3766e-25 1.0356e-16 2.2988e-11 3.0288e-18 8.652e-13 9.9218e-19 3.6833e-26 6.622e-52 2.838e-46 1.9357e-42 1.1476e-40 3.8404e-48 4.3181e-24 3.847e-16 3.7378e-11 6.7156e-11 1.5726e-13 1.1315e-20 1.4694e-31 0.0099977 4.3138e-07 5.811e-13 1.8313e-06 4.9393e-15 4.7486e-22 3.7134e-33
2.2949e-18 0.93787 1.2744e-11 1.3899e-06 5.412e-11 3.4902e-10 7.2199e-09 7.167e-25 8.8086e-30 9.0946e-34 8.3385e-42 1.5245e-32 4.4965e-23 2.0861e-17 1.641e-14 1.2068e-49 7.1704e-44 1.5175e-39 6.495e-37 2.8989e-36 4.3895e-25 1.0356e-16 2.292e-11 7.9663e-18 2.2689e-12 2.5943e-18 9.6024e-26 9.5725e-53 4.1145e-47 2.8147e-43 1.6736e-41 5.6173e-49 2.9872e-23 2.6534e-15 2.5705e-10 4.6048e-10 1.0751e-12 7.7129e-20 9.9872e-31 0.0099977 4.3012e-07 5.7769e-13 1.8367e-06 4.9684e-15 4.7907e-22 3.7574e-33
3.3175e-19 0.93884 1.2864e-11 1.3769e-06 1.4234e-10 9.094e-10 1.8636e-08 2.7249e-25 3.3807e-30 3.5233e-34 5.7684e-41 1.0448e-31 3.0527e-22 1.403e-16 1.0934e-13 1.7445e-50 1.0463e-44 2.2352e-40 9.6569e-38 4.3507e-37 4.4309e-25 1.0356e-16 2.2706e-11 2.0953e-17 5.9119e-12 6.6965e-18 2.4555e-25 1.3838e-53 6.0039e-48 4.1459e-44 2.4884e-42 8.4307e-50 2.0664e-22 1.8184e-14 1.7451e-09 3.0971e-09 7.1636e-12 5.0911e-19 6.5307e-30 0.0099977 4.261e-07 5.6695e-13 1.854e-06 5.0625e-15 4.9275e-22 3.901e-33
4.7956e-20 0.94234 1.3307e-11 1.3311e-06 3.7439e-10 2.3123e-09 4.581e-08 1.036e-25 1.3296e-30 1.4333e-34 3.9904e-40 6.987e-31 1.9737e-21 8.769e-16 6.6065e-13 2.5217e-51 1.5645e-45 3.4572e-41 1.5451e-38 7.2006e-38 4.5833e-25 1.0356e-16 2.1951e-11 5.5109e-17 1.5032e-11 1.6461e-17 5.8351e-25 2.0003e-54 8.9776e-49 6.4127e-45 3.9813e-43 1.3953e-50 1.4295e-21 1.2161e-13 1.1283e-08 1.9357e-08 4.3284e-11 2.9738e-18 3.6878e-29 0.0099977 4.1192e-07 5.2985e-13 1.9178e-06 5.4169e-15 5.4538e-22 4.4663e-33
6.9323e-21 0.9544 1.4952e-11 1.1846e-06 9.847e-10 5.4123e-09 9.5422e-08 3.939e-26 5.6804e-31 6.8812e-35 2.7605e-39 4.3014e-30 1.0813e-20 4.2754e-15 2.8665e-12 3.6453e-52 2.5414e-46 6.3104e-42 3.169e-39 1.6595e-38 5.1503e-25 1.0356e-16 1.9535e-11 1.4494e-16 3.5185e-11 3.4288e-17 1.0817e-24 2.8916e-55 1.4583e-49 1.1705e-45 8.1658e-44 3.2158e-51 9.8886e-21 7.4864e-13 6.1812e-08 9.4374e-08 1.878e-10 1.1482e-17 1.2672e-28 0.0099975 3.6657e-07 4.1962e-13 2.155e-06 6.8397e-15 7.738e-22 7.1207e-33
1.0021e-21 0.98277 1.9674e-11 9.0033e-07 2.5899e-09 1.0819e-08 1.4497e-07 1.4976e-26 2.8416e-31 4.5293e-35 1.9096e-38 2.2615e-29 4.3207e-20 1.2984e-14 6.6164e-12 5.2695e-53 4.8337e-47 1.5792e-42 1.0435e-39 7.1899e-39 6.7765e-25 1.0356e-16 1.4847e-11 3.8123e-16 7.0333e-11 5.2092e-17 1.249e-24 4.18e-56 2.7737e-50 2.9292e-46 2.6888e-44 1.3932e-51 6.8403e-20 3.9359e-12 2.4698e-07 2.866e-07 4.3345e-10 2.0142e-17 1.6894e-28 0.0099969 2.7859e-07 2.4237e-13 2.8353e-06 1.184e-14 1.7625e-21 2.134e-32
1.4486e-22 1.026 2.9882e-11 5.9276e-07 6.8119e-09 1.8734e-08 1.6527e-07 5.6941e-27 1.641e-31 3.9729e-35 1.321e-37 1.03e-28 1.2956e-19 2.5633e-14 8.5994e-12 7.6175e-54 1.0613e-47 5.2667e-43 5.2858e-40 5.5319e-39 1.0293e-24 1.0356e-16 9.7747e-12 1.0027e-15 1.2179e-10 5.9387e-17 9.3744e-25 6.0424e-57 6.09e-51 9.7689e-47 1.362e-44 1.0719e-51 4.7313e-19 1.7923e-11 7.4047e-07 5.657e-07 5.6328e-10 1.7233e-17 9.5163e-29 0.0099955 1.8339e-07 1.0504e-13 4.3059e-06 2.7312e-14 6.1752e-21 1.1357e-31
2.0941e-23 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.0271e-24 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.3759e-25 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.3256e-26 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.144e-27 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.3218e-27 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.9108e-28 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.7621e-29 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.9929e-30 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5.7719e-31 0 1.467e-15 0.0095844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
