$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Mo_{i}^{\times}$ $Mo_{i}^{\bullet}$ $Mo_{i}^{\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Mo_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $Mo_{Sn}^{\times}$ $Mo_{Sn}^{\bullet}$ $Mo_{Sn}^{\bullet\bullet}$ $Mo_{Sn}^{'}$ $Mo_{Sn}^{''}$ $Mo_{Sn}^{'''}$ $Mo_{Sn}^{''''}$
3.9844e-09 1.6343 1.0717e-08 1.6528e-09 1.2989e-15 9.9603e-18 2.4501e-19 2.9863e-20 3.0866e-22 2.68e-23 4.8028e-51 1.0441e-44 3.6621e-38 2.0203e-35 1.8898e-35 2.0952e-40 1.0469e-31 1.8632e-24 6.7065e-19 2.5172e-15 3.6914e-22 1.0356e-16 2.7255e-14 1.9119e-22 6.4751e-20 8.8038e-29 3.8749e-39 1.662e-43 6.0075e-35 3.456e-28 1.7281e-23 4.8778e-28 2.2712e-44 3.914e-39 9.1647e-37 1.07e-38 5.7149e-40 1.5852e-48 8.7453e-57 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
5.7597e-10 1.6343 1.0717e-08 1.6528e-09 3.4162e-15 2.6197e-17 6.4441e-19 1.1354e-20 1.1735e-22 1.0189e-23 3.3224e-50 7.2231e-44 2.5333e-37 1.3976e-34 1.3073e-34 3.0287e-41 1.5134e-32 2.6934e-25 9.6947e-20 3.6388e-16 3.6914e-22 1.0356e-16 2.7255e-14 5.0285e-22 1.7031e-19 2.3155e-28 1.0192e-38 2.4025e-44 8.6842e-36 4.9959e-29 2.4981e-24 7.0511e-29 1.5711e-43 2.7076e-38 6.3399e-36 7.4016e-38 3.9534e-39 1.0966e-47 6.0498e-56 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
8.3261e-11 1.6343 1.0717e-08 1.6528e-09 8.9852e-15 6.8903e-17 1.6949e-18 4.3169e-21 4.4619e-23 3.8741e-24 2.2984e-49 4.9968e-43 1.7525e-36 9.6679e-34 9.0437e-34 4.3782e-42 2.1877e-33 3.8935e-26 1.4014e-20 5.2601e-17 3.6914e-22 1.0356e-16 2.7255e-14 1.3226e-21 4.4793e-19 6.0902e-28 2.6805e-38 3.4729e-45 1.2554e-36 7.2219e-30 3.6111e-25 1.0193e-29 1.0869e-42 1.873e-37 4.3858e-35 5.1202e-37 2.7349e-38 7.5858e-47 4.1851e-55 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
1.2036e-11 1.6343 1.0717e-08 1.6528e-09 2.3632e-14 1.8123e-16 4.4579e-18 1.6413e-21 1.6964e-23 1.4729e-24 1.59e-48 3.4566e-42 1.2123e-35 6.688e-33 6.2562e-33 6.329e-43 3.1625e-34 5.6283e-27 2.0258e-21 7.6038e-18 3.6914e-22 1.0356e-16 2.7255e-14 3.4786e-21 1.1781e-18 1.6018e-27 7.0502e-38 5.0203e-46 1.8147e-37 1.044e-30 5.2201e-26 1.4734e-30 7.5186e-42 1.2957e-36 3.0339e-34 3.542e-36 1.8919e-37 5.2477e-46 2.8951e-54 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
1.7399e-12 1.6343 1.0717e-08 1.6528e-09 6.2157e-14 4.7665e-16 1.1725e-17 6.2403e-22 6.4499e-24 5.6002e-25 1.0999e-47 2.3912e-41 8.3866e-35 4.6266e-32 4.3279e-32 9.1489e-44 4.5716e-35 8.136e-28 2.9285e-22 1.0992e-18 3.6914e-22 1.0356e-16 2.7255e-14 9.1493e-21 3.0987e-18 4.213e-27 1.8543e-37 7.2572e-47 2.6232e-38 1.5091e-31 7.546e-27 2.1299e-31 5.2012e-41 8.9634e-36 2.0988e-33 2.4503e-35 1.3088e-36 3.6302e-45 2.0028e-53 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
2.5151e-13 1.6343 1.0717e-08 1.6528e-09 1.6348e-13 1.2537e-15 3.0838e-17 2.3726e-22 2.4523e-24 2.1292e-25 7.6087e-47 1.6542e-40 5.8016e-34 3.2005e-31 2.9939e-31 1.3225e-44 6.6085e-36 1.1761e-28 4.2333e-23 1.5889e-19 3.6914e-22 1.0356e-16 2.7255e-14 2.4064e-20 8.15e-18 1.1081e-26 4.8772e-37 1.0491e-47 3.7921e-39 2.1815e-32 1.0908e-27 3.079e-32 3.598e-40 6.2007e-35 1.4519e-32 1.695e-34 9.0537e-36 2.5113e-44 1.3855e-52 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
3.6357e-14 1.6343 1.0717e-08 1.6528e-09 4.2998e-13 3.2973e-15 8.111e-17 9.0208e-23 9.3237e-25 8.0954e-26 5.2635e-46 1.1443e-39 4.0134e-33 2.214e-30 2.0711e-30 1.9118e-45 9.553e-37 1.7001e-29 6.1195e-24 2.2969e-20 3.6914e-22 1.0356e-16 2.7255e-14 6.3292e-20 2.1436e-17 2.9145e-26 1.2828e-36 1.5165e-48 5.4817e-40 3.1535e-33 1.5769e-28 4.4508e-33 2.489e-39 4.2894e-34 1.0044e-31 1.1726e-33 6.2631e-35 1.7372e-43 9.5842e-52 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
5.2556e-15 1.6343 1.0717e-08 1.6528e-09 1.1309e-12 8.6725e-15 2.1333e-16 3.4297e-23 3.5449e-25 3.0779e-26 3.6411e-45 7.916e-39 2.7763e-32 1.5316e-29 1.4327e-29 2.7636e-46 1.3809e-37 2.4577e-30 8.8461e-25 3.3203e-21 3.6914e-22 1.0356e-16 2.7255e-14 1.6647e-19 5.6379e-17 7.6655e-26 3.3739e-36 2.1922e-49 7.9241e-41 4.5586e-34 2.2794e-29 6.434e-34 1.7218e-38 2.9673e-33 6.948e-31 8.1116e-33 4.3327e-34 1.2018e-42 6.6301e-51 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
7.5973e-16 1.6343 1.0717e-08 1.6528e-09 2.9745e-12 2.281e-14 5.6109e-16 1.304e-23 1.3478e-25 1.1702e-26 2.5188e-44 5.4761e-38 1.9206e-31 1.0595e-28 9.9112e-29 3.995e-47 1.9962e-38 3.5527e-31 1.2788e-25 4.7997e-22 3.6914e-22 1.0356e-16 2.7255e-14 4.3784e-19 1.4829e-16 2.0162e-25 8.8739e-36 3.169e-50 1.1455e-41 6.5898e-35 3.2951e-30 9.3007e-35 1.1911e-37 2.0527e-32 4.8065e-30 5.6114e-32 2.9972e-33 8.3135e-42 4.5865e-50 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
1.0982e-16 1.6343 1.0717e-08 1.6528e-09 7.8234e-12 5.9994e-14 1.4758e-15 4.9579e-24 5.1244e-26 4.4493e-27 1.7425e-43 3.7882e-37 1.3286e-30 7.3295e-28 6.8563e-28 5.775e-48 2.8857e-39 5.1357e-32 1.8485e-26 6.9383e-23 3.6914e-22 1.0356e-16 2.7255e-14 1.1516e-18 3.9002e-16 5.3028e-25 2.334e-35 4.5809e-51 1.6559e-42 9.526e-36 4.7632e-31 1.3445e-35 8.2398e-37 1.42e-31 3.325e-29 3.8818e-31 2.0734e-32 5.751e-41 3.1728e-49 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
1.5876e-17 1.6343 1.0717e-08 1.6528e-09 2.0577e-11 1.5779e-13 3.8815e-15 1.885e-24 1.9483e-26 1.6917e-27 1.2054e-42 2.6206e-36 9.191e-30 5.0704e-27 4.743e-27 8.3481e-49 4.1714e-40 7.4239e-33 2.6722e-27 1.003e-23 3.6914e-22 1.0356e-16 2.7255e-14 3.0288e-18 1.0258e-15 1.3947e-24 6.1387e-35 6.622e-52 2.3936e-43 1.377e-36 6.8856e-32 1.9435e-36 5.7001e-36 9.8232e-31 2.3001e-28 2.6853e-30 1.4343e-31 3.9784e-40 2.1949e-48 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
2.2949e-18 1.6343 1.0717e-08 1.6528e-09 5.412e-11 4.1502e-13 1.0209e-14 7.167e-25 7.4077e-27 6.4318e-28 8.3385e-42 1.8128e-35 6.3581e-29 3.5075e-26 3.2811e-26 1.2068e-49 6.0301e-41 1.0732e-33 3.8628e-28 1.4499e-24 3.6914e-22 1.0356e-16 2.7255e-14 7.9663e-18 2.698e-15 3.6683e-24 1.6146e-34 9.5725e-53 3.4602e-44 1.9906e-37 9.9535e-33 2.8095e-37 3.9432e-35 6.7954e-30 1.5912e-27 1.8576e-29 9.9222e-31 2.7522e-39 1.5184e-47 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
3.3175e-19 1.6343 1.0717e-08 1.6528e-09 1.4234e-10 1.0916e-12 2.6851e-14 2.7249e-25 2.8164e-27 2.4454e-28 5.7684e-41 1.2541e-34 4.3984e-28 2.4264e-25 2.2698e-25 1.7445e-50 8.7168e-42 1.5513e-34 5.5839e-29 2.0959e-25 3.6914e-22 1.0356e-16 2.7255e-14 2.0953e-17 7.0962e-15 9.6483e-24 4.2466e-34 1.3838e-53 5.0019e-45 2.8775e-38 1.4388e-33 4.0613e-38 2.7278e-34 4.7009e-29 1.1007e-26 1.2851e-28 6.8639e-30 1.9039e-38 1.0504e-46 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
4.7956e-20 1.6343 1.0717e-08 1.6528e-09 3.7439e-10 2.871e-12 7.0623e-14 1.036e-25 1.0708e-27 9.2975e-29 3.9904e-40 8.6753e-34 3.0427e-27 1.6785e-24 1.5702e-24 2.5217e-51 1.2601e-42 2.2426e-35 8.0719e-30 3.0297e-26 3.6914e-22 1.0356e-16 2.7255e-14 5.5109e-17 1.8664e-14 2.5376e-23 1.1169e-33 2.0003e-54 7.2305e-46 4.1596e-39 2.0799e-34 5.8708e-39 1.887e-33 3.252e-28 7.6145e-26 8.8897e-28 4.7482e-29 1.317e-37 7.266e-46 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
6.9323e-21 1.6343 1.0717e-08 1.6528e-09 9.847e-10 7.5512e-12 1.8575e-13 3.939e-26 4.0713e-28 3.535e-29 2.7605e-39 6.0013e-33 2.1048e-26 1.1612e-23 1.0862e-23 3.6453e-52 1.8215e-43 3.2418e-36 1.1668e-30 4.3796e-27 3.6914e-22 1.0356e-16 2.7255e-14 1.4494e-16 4.909e-14 6.6744e-23 2.9377e-33 2.8916e-55 1.0452e-46 6.013e-40 3.0067e-35 8.4867e-40 1.3054e-32 2.2496e-27 5.2675e-25 6.1496e-27 3.2847e-28 9.1109e-37 5.0264e-45 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4542e-21 4.5673e-31
1.0021e-21 1.6343 1.0717e-08 1.6528e-09 2.5899e-09 1.9861e-11 4.8854e-13 1.4976e-26 1.548e-28 1.344e-29 1.9096e-38 4.1516e-32 1.4561e-25 8.0325e-23 7.5139e-23 5.2695e-53 2.6331e-44 4.6862e-37 1.6868e-31 6.3311e-28 3.6914e-22 1.0356e-16 2.7255e-14 3.8123e-16 1.2911e-13 1.7555e-22 7.7264e-33 4.18e-56 1.5109e-47 8.6922e-41 4.3464e-36 1.2268e-40 9.0302e-32 1.5562e-26 3.6439e-24 4.2541e-26 2.2722e-27 6.3026e-36 3.4771e-44 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4543e-21 4.5673e-31
1.4486e-22 1.6343 1.0717e-08 1.6528e-09 6.8119e-09 5.2237e-11 1.2849e-12 5.6941e-27 5.8854e-29 5.1101e-30 1.321e-37 2.8719e-31 1.0072e-24 5.5566e-22 5.1978e-22 7.6175e-54 3.8063e-45 6.7742e-38 2.4383e-32 9.1522e-29 3.6914e-22 1.0356e-16 2.7255e-14 1.0027e-15 3.3959e-13 4.6171e-22 2.0321e-32 6.0424e-57 2.1841e-48 1.2565e-41 6.283e-37 1.7735e-41 6.2468e-31 1.0765e-25 2.5207e-23 2.9428e-25 1.5718e-26 4.3599e-35 2.4053e-43 0.0099935 3.2296e-06 4.6671e-10 3.2215e-06 1.1113e-12 3.4543e-21 4.5674e-31
2.0941e-23 1.6343 1.0717e-08 1.6528e-09 1.7916e-08 1.3739e-10 3.3795e-12 2.1649e-27 2.2377e-29 1.9429e-30 9.1384e-37 1.9867e-30 6.9677e-24 3.8437e-21 3.5955e-21 1.1012e-54 5.5024e-46 9.7929e-39 3.5249e-33 1.3231e-29 3.6915e-22 1.0356e-16 2.7254e-14 2.6372e-15 8.9316e-13 1.2143e-21 5.3446e-32 8.7347e-58 3.1574e-49 1.8164e-42 9.0829e-38 2.5638e-42 4.3214e-30 7.4471e-25 1.7437e-22 2.0357e-24 1.0873e-25 3.0158e-34 1.6638e-42 0.0099935 3.2295e-06 4.6669e-10 3.2215e-06 1.1114e-12 3.4545e-21 4.5677e-31
3.0271e-24 1.6343 1.0718e-08 1.6527e-09 4.7123e-08 3.6134e-10 8.8879e-12 8.2312e-28 8.5082e-30 7.3877e-31 6.3217e-36 1.3743e-29 4.8197e-23 2.6587e-20 2.4869e-20 1.5918e-55 7.9543e-47 1.4157e-39 5.0961e-34 1.9129e-30 3.6916e-22 1.0356e-16 2.7253e-14 6.9363e-15 2.3491e-12 3.1937e-21 1.4056e-31 1.2626e-58 4.5643e-50 2.626e-43 1.3131e-38 3.7067e-43 2.9894e-29 5.1515e-24 1.2062e-21 1.4081e-23 7.5205e-25 2.0859e-33 1.1507e-41 0.0099935 3.2294e-06 4.6666e-10 3.2216e-06 1.1114e-12 3.4548e-21 4.5683e-31
4.3759e-25 1.6343 1.0719e-08 1.6526e-09 1.2394e-07 9.5029e-10 2.3372e-11 3.1295e-28 3.2352e-30 2.8094e-31 4.3732e-35 9.506e-29 3.3335e-22 1.8387e-19 1.7197e-19 2.301e-56 1.15e-47 2.0469e-40 7.3688e-35 2.7662e-31 3.692e-22 1.0356e-16 2.7251e-14 1.8244e-14 6.1778e-12 8.3982e-21 3.6958e-31 1.8252e-59 6.5987e-51 3.7967e-44 1.8988e-39 5.3603e-44 2.068e-28 3.5633e-23 8.3423e-21 9.7379e-23 5.2005e-24 1.4423e-32 7.9556e-41 0.0099935 3.2291e-06 4.6657e-10 3.222e-06 1.1117e-12 3.4558e-21 4.5701e-31
6.3256e-26 1.6343 1.0721e-08 1.6521e-09 3.2598e-07 2.4988e-09 6.1441e-11 1.1899e-28 1.2303e-30 1.0687e-31 3.0252e-34 6.5743e-28 2.3049e-21 1.271e-18 1.1884e-18 3.3263e-57 1.6628e-48 2.9604e-41 1.066e-35 4.0028e-32 3.6929e-22 1.0356e-16 2.7244e-14 4.7984e-14 1.6244e-11 2.2077e-20 9.7132e-31 2.6385e-60 9.5412e-52 5.4912e-45 2.7469e-40 7.7565e-45 1.4306e-27 2.4644e-22 5.7681e-20 6.7313e-22 3.5939e-23 9.9645e-32 5.4952e-40 0.0099935 3.2283e-06 4.6633e-10 3.2228e-06 1.1122e-12 3.4585e-21 4.5747e-31
9.144e-27 1.6344 1.0729e-08 1.651e-09 8.5739e-07 6.5678e-09 1.6139e-10 4.524e-29 4.6809e-31 4.0686e-32 2.0928e-33 4.5449e-27 1.5923e-20 8.7748e-18 8.1995e-18 4.8083e-58 2.4052e-49 4.2852e-42 1.5441e-36 5.8017e-33 3.6954e-22 1.0356e-16 2.7226e-14 1.262e-13 4.2697e-11 5.799e-20 2.5496e-30 3.8141e-61 1.3802e-52 7.9484e-46 3.9787e-41 1.1242e-45 9.8964e-27 1.7037e-21 3.9849e-19 4.6473e-21 2.4796e-22 6.8703e-31 3.7863e-39 0.0099935 3.2261e-06 4.6571e-10 3.2249e-06 1.1137e-12 3.4654e-21 4.5869e-31
1.3218e-27 1.6346 1.0747e-08 1.6482e-09 2.2551e-06 1.7244e-08 4.2299e-10 1.72e-29 1.7828e-31 1.5523e-32 1.4477e-32 3.1386e-26 1.0977e-19 6.0385e-17 5.6328e-17 6.9507e-59 3.4829e-50 6.2161e-43 2.2437e-37 8.4454e-34 3.7018e-22 1.0356e-16 2.7178e-14 3.3194e-13 1.121e-10 1.5199e-19 6.6709e-30 5.5135e-62 1.9986e-53 1.153e-46 5.7816e-42 1.6365e-46 6.8461e-26 1.1765e-20 2.747e-18 3.1981e-20 1.7034e-21 4.7115e-30 2.592e-38 0.0099935 3.2205e-06 4.6409e-10 3.2305e-06 1.1176e-12 3.4835e-21 4.619e-31
1.9108e-28 1.635 1.0796e-08 1.6407e-09 5.9312e-06 4.5149e-08 1.1025e-09 6.5397e-30 6.8093e-32 5.956e-33 1.0015e-31 2.1613e-25 7.5246e-19 4.1206e-16 3.8262e-16 1.0048e-59 5.0578e-51 9.068e-44 3.2881e-38 1.2433e-34 3.7187e-22 1.0356e-16 2.7055e-14 8.7305e-13 2.9351e-10 3.9614e-19 1.7308e-29 7.9701e-63 2.9023e-54 1.682e-47 8.4726e-43 2.4092e-47 4.7359e-25 8.1017e-20 1.8831e-17 2.1823e-19 1.1571e-20 3.1859e-29 1.7447e-37 0.0099935 3.2059e-06 4.5989e-10 3.2453e-06 1.1278e-12 3.5315e-21 4.7039e-31
