$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Rh_{i}^{\times}$ $Rh_{i}^{\bullet}$ $Rh_{i}^{\bullet\bullet}$ $Rh_{i}^{\bullet\bullet\bullet}$ $Rh_{i}^{\bullet\bullet\bullet\bullet}$ $Rh_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $Rh_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $Rh_{Sn}^{\times}$ $Rh_{Sn}^{\bullet}$ $Rh_{Sn}^{\bullet\bullet}$ $Rh_{Sn}^{'}$ $Rh_{Sn}^{''}$ $Rh_{Sn}^{'''}$ $Rh_{Sn}^{''''}$
1 0.30987 2.9365e-14 0.00059417 8.1987e-20 2.2946e-16 2.0599e-12 4.731e-16 1.3398e-23 3.1875e-30 1.9136e-59 1.5184e-47 1.9435e-35 3.913e-27 1.3359e-21 5.2584e-32 7.1996e-29 3.5108e-27 3.4625e-27 3.561e-29 1.0115e-27 1.0356e-16 9.9469e-09 1.2068e-26 1.4917e-18 7.4019e-22 1.189e-26 4.1711e-35 4.1312e-32 6.5121e-31 8.9222e-32 6.9004e-42 4.3729e-34 1.197e-25 2.0033e-19 3.3964e-13 7.0969e-17 3.6209e-22 6.4096e-29 0.0088072 0.00029919 8.9121e-08 0.00089355 1.8978e-13 4.2385e-26 1.519e-41
0.14456 0.30987 2.9365e-14 0.00059417 2.1564e-19 6.0351e-16 5.418e-12 1.7987e-16 5.0941e-24 1.2119e-30 1.3238e-58 1.0504e-46 1.3445e-34 2.7069e-26 9.2412e-21 7.6014e-33 1.0407e-29 5.0751e-28 5.0053e-28 5.1477e-30 1.0115e-27 1.0356e-16 9.9469e-09 3.1741e-26 3.9234e-18 1.9468e-21 3.1272e-26 6.0296e-36 5.972e-33 9.4137e-32 1.2898e-32 9.975e-43 3.0251e-33 8.2805e-25 1.3858e-18 2.3495e-12 4.9094e-16 2.5048e-21 4.434e-28 0.0088072 0.00029919 8.9121e-08 0.00089355 1.8978e-13 4.2385e-26 1.519e-41
0.020896 0.30987 2.9365e-14 0.00059417 5.6716e-19 1.5873e-15 1.425e-11 6.8389e-17 1.9368e-24 4.6078e-31 9.1577e-58 7.2661e-46 9.3007e-34 1.8726e-25 6.3928e-20 1.0988e-33 1.5045e-30 7.3364e-29 7.2355e-29 7.4413e-31 1.0115e-27 1.0356e-16 9.9469e-09 8.3484e-26 1.0319e-17 5.1204e-21 8.2251e-26 8.7162e-37 8.6328e-34 1.3608e-32 1.8644e-33 1.4419e-43 2.0926e-32 5.7282e-24 9.5869e-18 1.6253e-11 3.3962e-15 1.7328e-20 3.0673e-27 0.0088072 0.00029919 8.9121e-08 0.00089355 1.8978e-13 4.2385e-26 1.519e-41
0.0030207 0.30987 2.9365e-14 0.00059417 1.4917e-18 4.1749e-15 3.748e-11 2.6002e-17 7.3639e-25 1.7519e-31 6.3351e-57 5.0265e-45 6.434e-33 1.2954e-24 4.4224e-19 1.5884e-34 2.1748e-31 1.0605e-29 1.0459e-29 1.0757e-31 1.0115e-27 1.0356e-16 9.9469e-09 2.1958e-25 2.7141e-17 1.3468e-20 2.1633e-25 1.26e-37 1.2479e-34 1.9671e-33 2.6951e-34 2.0844e-44 1.4476e-31 3.9626e-23 6.6319e-17 1.1244e-10 2.3494e-14 1.1987e-19 2.1219e-26 0.0088072 0.00029919 8.9121e-08 0.00089355 1.8979e-13 4.2385e-26 1.519e-41
0.00043666 0.30987 2.9365e-14 0.00059417 3.9235e-18 1.0981e-14 9.8578e-11 9.8861e-18 2.7998e-25 6.6609e-32 4.3824e-56 3.4772e-44 4.4508e-32 8.961e-24 3.0593e-18 2.2962e-35 3.1438e-32 1.5331e-30 1.512e-30 1.555e-32 1.0115e-27 1.0356e-16 9.9469e-09 5.7752e-25 7.1384e-17 3.5422e-20 5.6899e-25 1.8214e-38 1.804e-35 2.8436e-34 3.896e-35 3.0132e-45 1.0014e-30 2.7412e-22 4.5878e-16 7.7781e-10 1.6252e-13 8.292e-19 1.4678e-25 0.0088072 0.00029919 8.9121e-08 0.00089355 1.8979e-13 4.2385e-26 1.519e-41
6.3122e-05 0.30987 2.9365e-14 0.00059417 1.0319e-17 2.8881e-14 2.5927e-10 3.7587e-18 1.0645e-25 2.5325e-32 3.0316e-55 2.4054e-43 3.0789e-31 6.1989e-23 2.1162e-17 3.3192e-36 4.5446e-33 2.2162e-31 2.1857e-31 2.2479e-33 1.0115e-27 1.0356e-16 9.9468e-09 1.519e-24 1.8775e-16 9.3163e-20 1.4965e-24 2.6329e-39 2.6078e-36 4.1107e-35 5.632e-36 4.3559e-46 6.9277e-30 1.8963e-21 3.1737e-15 5.3805e-09 1.1243e-12 5.736e-18 1.0154e-24 0.0088072 0.00029918 8.912e-08 0.00089355 1.8979e-13 4.2386e-26 1.5191e-41
9.1247e-06 0.30988 2.9367e-14 0.00059413 2.7142e-17 7.5956e-14 6.8185e-10 1.4291e-18 4.0475e-26 9.6299e-33 2.0972e-54 1.6639e-42 2.1297e-30 4.2875e-22 1.4636e-16 4.7982e-37 6.5698e-34 3.204e-32 3.1601e-32 3.2502e-34 1.0115e-27 1.0356e-16 9.9463e-09 3.9951e-24 4.9379e-16 2.4501e-19 3.9353e-24 3.8061e-40 3.7699e-37 5.9429e-36 8.1428e-37 6.2981e-47 4.7923e-29 1.3117e-20 2.1952e-14 3.7215e-08 7.7756e-12 3.9669e-17 7.0217e-24 0.0088071 0.00029917 8.911e-08 0.0008936 1.8981e-13 4.2393e-26 1.5194e-41
1.319e-06 0.30992 2.9378e-14 0.00059391 7.1387e-17 1.997e-13 1.792e-09 5.4335e-19 1.5395e-26 3.6641e-33 1.4508e-53 1.1506e-41 1.4721e-29 2.9626e-21 1.011e-15 6.9361e-38 9.5007e-35 4.635e-33 4.5733e-33 4.7055e-35 1.0119e-27 1.0356e-16 9.9425e-09 1.0508e-23 1.2982e-15 6.4392e-19 1.0339e-23 5.5019e-41 5.4517e-38 8.5973e-37 1.1784e-37 9.1181e-48 3.3151e-28 9.0705e-20 1.5174e-13 2.5714e-07 5.3706e-11 2.7389e-16 4.8462e-23 0.0088069 0.00029905 8.904e-08 0.00089392 1.8995e-13 4.244e-26 1.5217e-41
1.9067e-07 0.31019 2.9455e-14 0.00059239 1.8776e-16 5.2388e-13 4.6888e-09 2.0658e-19 5.8684e-27 1.4004e-33 1.0036e-52 7.9389e-41 1.0131e-28 2.0335e-20 6.9213e-15 1.0027e-38 1.377e-35 6.7351e-34 6.6628e-34 6.8731e-36 1.0145e-27 1.0356e-16 9.9167e-09 2.7637e-23 3.4057e-15 1.6848e-18 2.6981e-23 7.9533e-42 7.9012e-39 1.2493e-37 1.7168e-38 1.3319e-48 2.293e-27 6.2575e-19 1.0441e-12 1.7647e-06 3.6763e-10 1.8699e-15 3.3001e-22 0.0088056 0.00029822 8.8565e-08 0.00089611 1.9091e-13 4.2766e-26 1.5373e-41
2.7563e-08 0.31194 2.9958e-14 0.00058258 4.9383e-16 1.3547e-12 1.1921e-08 7.8544e-20 2.2693e-27 5.5078e-34 6.9427e-52 5.3996e-40 6.7748e-28 1.337e-19 4.4742e-14 1.4494e-39 2.0245e-36 1.0072e-34 1.0134e-34 1.0632e-36 1.0319e-27 1.0356e-16 9.7501e-09 7.269e-23 8.8071e-15 4.2837e-18 6.7448e-23 1.1497e-42 1.1617e-39 1.8682e-38 2.6112e-39 2.0603e-49 1.5846e-26 4.2516e-18 6.9748e-12 1.1591e-05 2.374e-09 1.1873e-14 2.0601e-21 0.0087965 0.00029291 8.5525e-08 0.00091048 1.9729e-13 4.495e-26 1.6435e-41
