$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Zn_{i}^{\times}$ $Zn_{i}^{\bullet}$ $Zn_{i}^{\bullet\bullet}$ $Zn_{Sn}^{''}$ $Zn_{Sn}^{'''}$ $Zn_{Sn}^{''''}$
3.9844e-09 0.69664 1.2364e-12 1.4321e-05 1.2989e-15 8.6333e-14 1.8407e-11 2.9863e-20 3.561e-26 3.5671e-31 4.8028e-51 9.0504e-41 2.7513e-30 1.3156e-23 1.0667e-19 2.0952e-40 1.2078e-35 2.48e-32 1.0299e-30 4.4596e-31 4.2588e-26 1.0356e-16 2.3624e-10 1.9119e-22 5.6125e-16 6.6143e-21 2.5233e-27 1.662e-43 6.9308e-39 4.6001e-36 2.6537e-35 8.6417e-44 2.2625e-19 1.0689e-10 4.642e-05 5.358e-05 2.6852e-13 1.1825e-24
5.7597e-10 0.74524 1.9784e-12 8.9514e-06 3.4162e-15 1.4191e-13 1.891e-11 1.1354e-20 2.1664e-26 3.4723e-31 3.3224e-50 3.9128e-40 7.434e-30 2.2216e-23 1.1257e-19 3.0287e-41 2.7938e-36 9.1785e-33 6.0987e-31 4.2257e-31 6.8144e-26 1.0356e-16 1.4764e-10 5.0285e-22 9.2256e-16 6.7949e-21 1.6201e-27 2.4025e-44 1.6031e-39 1.7025e-36 1.5715e-35 8.1884e-44 5.96e-19 1.7598e-10 4.7762e-05 5.2238e-05 4.189e-13 2.9516e-24
8.3261e-11 0.79437 3.1814e-12 5.5669e-06 8.9852e-15 2.3211e-13 1.9233e-11 4.3169e-21 1.3245e-26 3.414e-31 2.2984e-49 1.6832e-39 1.9887e-29 3.6957e-23 1.1646e-19 4.3782e-42 6.4944e-37 3.4311e-33 3.6661e-31 4.0849e-31 1.0958e-25 1.0356e-16 9.1811e-11 1.3226e-21 1.5089e-15 6.911e-21 1.0247e-27 3.4729e-45 3.7266e-40 6.3642e-37 9.4468e-36 7.9155e-44 1.5685e-18 2.88e-10 4.8608e-05 5.1392e-05 6.6271e-13 7.5091e-24
1.2036e-11 0.84382 5.1323e-12 3.451e-06 2.3632e-14 3.7842e-13 1.9438e-11 1.6413e-21 8.1241e-27 3.378e-31 1.59e-48 7.2179e-39 5.2862e-29 6.0895e-23 1.1895e-19 6.329e-43 1.5145e-37 1.2908e-33 2.225e-31 3.9993e-31 1.7678e-25 1.0356e-16 5.6912e-11 3.4786e-21 2.4601e-15 6.9845e-21 6.4193e-28 5.0203e-46 8.6904e-41 2.3942e-37 5.7332e-36 7.7497e-44 4.1265e-18 4.6966e-10 4.9137e-05 5.0863e-05 1.0581e-12 1.9341e-23
1.7399e-12 0.89348 8.2961e-12 2.135e-06 6.2157e-14 6.1574e-13 1.9566e-11 6.2403e-22 4.9929e-27 3.3559e-31 1.0999e-47 3.089e-38 1.3995e-28 9.9737e-23 1.2052e-19 9.1489e-44 3.5389e-38 4.8755e-34 1.3585e-31 3.947e-31 2.8575e-25 1.0356e-16 3.5208e-11 9.1493e-21 4.0029e-15 7.0306e-21 3.9974e-28 7.2572e-47 2.0307e-41 9.0433e-38 3.5004e-36 7.6484e-44 1.0854e-17 7.6426e-10 4.9466e-05 5.0534e-05 1.6993e-12 5.0209e-23
2.5151e-13 0.94327 1.3427e-11 1.3192e-06 1.6348e-13 1.0006e-12 1.9646e-11 2.3726e-22 3.0724e-27 3.3422e-31 7.6087e-47 1.3203e-37 3.696e-28 1.6274e-22 1.2151e-19 1.3225e-44 8.2796e-39 1.8461e-34 8.3253e-32 3.915e-31 4.6248e-25 1.0356e-16 2.1754e-11 2.4064e-20 6.505e-15 7.0594e-21 2.48e-28 1.0491e-47 4.751e-42 3.4243e-38 2.1452e-36 7.5863e-44 2.8549e-17 1.242e-09 4.9669e-05 5.0329e-05 2.7391e-12 1.3099e-22
3.6357e-14 0.99314 2.1748e-11 8.1445e-07 4.2998e-13 1.6248e-12 1.9696e-11 9.0208e-23 1.8921e-27 3.3338e-31 5.2635e-46 5.6389e-37 9.7456e-28 2.6493e-22 1.2212e-19 1.9118e-45 1.9386e-39 7.0014e-35 5.1141e-32 3.8953e-31 7.491e-25 1.0356e-16 1.3431e-11 6.3292e-20 1.0563e-14 7.0772e-21 1.535e-28 1.5165e-48 1.1124e-42 1.2987e-38 1.3178e-36 7.5482e-44 7.509e-17 2.0168e-09 4.9795e-05 5.0203e-05 4.4255e-12 3.4279e-22
5.2556e-15 1.0431 3.5243e-11 5.0259e-07 1.1309e-12 2.6372e-12 1.9726e-11 3.4297e-23 1.1658e-27 3.3286e-31 3.6411e-45 2.4071e-36 2.5672e-27 4.3066e-22 1.225e-19 2.7636e-46 4.5413e-40 2.6578e-35 3.146e-32 3.8832e-31 1.2139e-24 1.0356e-16 8.2878e-12 1.6647e-19 1.7144e-14 7.0882e-21 9.4868e-29 2.1922e-49 2.6059e-43 4.9299e-39 8.1066e-37 7.5248e-44 1.975e-16 3.2734e-09 4.9872e-05 5.0125e-05 7.1605e-12 8.988e-22
7.5973e-16 1.093 5.713e-11 3.1005e-07 2.9745e-12 4.279e-12 1.9745e-11 1.304e-23 7.1848e-28 3.3255e-31 2.5188e-44 1.0273e-35 6.7587e-27 6.9944e-22 1.2274e-19 3.995e-47 1.0641e-40 1.0096e-35 1.9371e-32 3.8758e-31 1.9678e-24 1.0356e-16 5.1128e-12 4.3784e-19 2.7817e-14 7.0949e-21 5.858e-29 3.169e-50 6.1062e-44 1.8726e-39 4.9915e-37 7.5104e-44 5.1944e-16 5.3111e-09 4.9919e-05 5.0076e-05 1.1596e-11 2.3594e-21
1.0982e-16 1.143 9.2625e-11 1.9124e-07 7.8234e-12 6.9415e-12 1.9757e-11 4.9579e-24 4.4289e-28 3.3235e-31 1.7425e-43 4.3831e-35 1.7787e-26 1.1353e-21 1.2288e-19 5.775e-48 2.494e-41 3.8362e-36 1.1934e-32 3.8714e-31 3.1904e-24 1.0356e-16 3.1535e-12 1.1516e-18 4.5126e-14 7.099e-21 3.6152e-29 4.5809e-51 1.4311e-44 7.1156e-40 3.0751e-37 7.5018e-44 1.3662e-15 8.6156e-09 4.9946e-05 5.0046e-05 1.8789e-11 6.1983e-21
1.5876e-17 1.193 1.5019e-10 1.1794e-07 2.0577e-11 1.126e-11 1.9763e-11 1.885e-24 2.7304e-28 3.3224e-31 1.2054e-42 1.8699e-34 4.6798e-26 1.8422e-21 1.2296e-19 8.3481e-49 5.8459e-42 1.4581e-36 7.3548e-33 3.8687e-31 5.1732e-24 1.0356e-16 1.9448e-12 3.0288e-18 7.3197e-14 7.1014e-21 2.2303e-29 6.622e-52 3.3545e-45 2.7045e-40 1.8952e-37 7.4967e-44 3.593e-15 1.3974e-08 4.996e-05 5.0026e-05 3.0454e-11 1.6291e-20
2.2949e-18 1.243 2.4355e-10 7.2728e-08 5.412e-11 1.8262e-11 1.9767e-11 7.167e-25 1.6835e-28 3.3218e-31 8.3385e-42 7.977e-34 1.2311e-25 2.9884e-21 1.2301e-19 1.2068e-49 1.3704e-42 5.5426e-37 4.5338e-33 3.8673e-31 8.389e-24 1.0356e-16 1.1993e-12 7.9663e-18 1.1872e-13 7.1027e-21 1.3756e-29 9.5725e-53 7.8635e-46 1.0281e-40 1.1683e-37 7.4939e-44 9.4493e-15 2.2663e-08 4.9965e-05 5.0012e-05 4.9372e-11 4.2827e-20
3.3175e-19 1.2929 3.9498e-10 4.4846e-08 1.4234e-10 2.9618e-11 1.9768e-11 2.7249e-25 1.038e-28 3.3216e-31 5.7684e-41 3.4027e-33 3.2382e-25 4.847e-21 1.2302e-19 1.7445e-50 3.2126e-43 2.1072e-37 2.7953e-33 3.8668e-31 1.3605e-23 1.0356e-16 7.3951e-13 2.0953e-17 1.9254e-13 7.1032e-21 8.483e-30 1.3838e-53 1.8434e-46 3.9085e-41 7.2028e-38 7.4929e-44 2.485e-14 3.6751e-08 4.9961e-05 5.0002e-05 8.0051e-11 1.1261e-19
4.7956e-20 1.343 6.4057e-10 2.7652e-08 3.7439e-10 4.8033e-11 1.9768e-11 1.036e-25 6.4005e-29 3.3217e-31 3.9904e-40 1.4514e-32 8.5166e-25 7.8605e-21 1.2302e-19 2.5217e-51 7.5316e-44 8.0118e-38 1.7237e-33 3.867e-31 2.2064e-23 1.0356e-16 4.5598e-13 5.5109e-17 3.1226e-13 7.1031e-21 5.2305e-30 2.0003e-54 4.3218e-47 1.4861e-41 4.4415e-38 7.4933e-44 6.5344e-14 5.9587e-08 4.9949e-05 4.9992e-05 1.298e-10 2.9613e-19
6.9323e-21 1.393 1.0389e-09 1.705e-08 9.847e-10 7.7894e-11 1.9765e-11 3.939e-26 3.9468e-29 3.3221e-31 2.7605e-39 6.1907e-32 2.2397e-24 1.2745e-20 1.2299e-19 3.6453e-52 1.7658e-44 3.0465e-38 1.063e-33 3.868e-31 3.5785e-23 1.0356e-16 2.8115e-13 1.4494e-16 5.0638e-13 7.1021e-21 3.2245e-30 2.8916e-55 1.0133e-47 5.6509e-42 2.7392e-38 7.4952e-44 1.718e-13 9.6595e-08 4.9924e-05 4.998e-05 2.1047e-10 7.7879e-19
1.0021e-21 1.443 1.6851e-09 1.0511e-08 2.5899e-09 1.2631e-10 1.976e-11 1.4976e-26 2.434e-29 3.323e-31 1.9096e-38 2.6403e-31 5.8893e-24 2.0662e-20 1.2292e-19 5.2695e-53 4.1403e-45 1.1586e-38 6.5573e-34 3.87e-31 5.8043e-23 1.0356e-16 1.7333e-13 3.8123e-16 8.2113e-13 7.1003e-21 1.9875e-30 4.18e-56 2.3758e-48 2.1491e-42 1.6897e-38 7.4991e-44 4.5159e-13 1.5654e-07 4.988e-05 4.9963e-05 3.4126e-10 2.0482e-18
1.4486e-22 1.493 2.7335e-09 6.48e-09 6.8119e-09 2.048e-10 1.9751e-11 5.6941e-27 1.5012e-29 3.3245e-31 1.321e-37 1.126e-30 1.5483e-23 3.3486e-20 1.2281e-19 7.6175e-54 9.7086e-46 4.4071e-39 4.0461e-34 3.8736e-31 9.4155e-23 1.0356e-16 1.0685e-13 1.0027e-15 1.3314e-12 7.097e-21 1.2247e-30 6.0424e-57 5.5709e-49 8.1746e-43 1.0426e-38 7.506e-44 1.1866e-12 2.5357e-07 4.9809e-05 4.9937e-05 5.533e-10 5.3867e-18
2.0941e-23 1.543 4.4349e-09 3.9941e-09 1.7916e-08 3.3201e-10 1.9736e-11 2.1649e-27 9.2598e-30 3.327e-31 9.1384e-37 4.801e-30 4.0691e-23 5.4245e-20 1.2262e-19 1.1012e-54 2.2769e-46 1.6769e-39 2.4977e-34 3.8795e-31 1.5276e-22 1.0356e-16 6.5862e-14 2.6372e-15 2.1584e-12 7.0916e-21 7.5427e-31 8.7347e-58 1.3065e-49 3.1104e-43 6.436e-39 7.5175e-44 3.116e-12 4.1042e-07 4.9692e-05 4.9896e-05 8.9693e-10 1.4167e-17
3.0271e-24 1.5931 7.1969e-09 2.4612e-09 4.7123e-08 5.3811e-10 1.9711e-11 8.2312e-28 5.7132e-30 3.3312e-31 6.3217e-36 2.0466e-29 1.0689e-22 8.7809e-20 1.2232e-19 1.5918e-55 5.3413e-47 6.3836e-40 1.543e-34 3.8892e-31 2.4789e-22 1.0356e-16 4.0586e-14 6.9363e-15 3.4982e-12 7.0827e-21 4.6422e-31 1.2626e-58 3.0649e-50 1.1841e-43 3.9759e-39 7.5363e-44 8.1747e-12 6.635e-07 4.9504e-05 4.9831e-05 1.4536e-09 3.726e-17
4.3759e-25 1.6432 1.1684e-08 1.5161e-09 1.2394e-07 8.7181e-10 1.9671e-11 3.1295e-28 3.5264e-30 3.338e-31 4.3732e-35 8.721e-29 2.8056e-22 1.4197e-19 1.2182e-19 2.301e-56 1.2535e-47 2.432e-40 9.5433e-35 3.905e-31 4.0243e-22 1.0356e-16 2.5e-14 1.8244e-14 5.6676e-12 7.0684e-21 2.8537e-31 1.8252e-59 7.1927e-51 4.5111e-44 2.4591e-39 7.567e-44 2.1412e-11 1.0705e-06 4.92e-05 4.9727e-05 2.3549e-09 9.7994e-17
6.3256e-26 1.6934 1.8979e-08 9.3329e-10 3.2598e-07 1.4116e-09 1.9607e-11 1.1899e-28 2.178e-30 3.349e-31 3.0252e-34 3.7138e-28 7.355e-22 2.2911e-19 1.2102e-19 3.3263e-57 2.9435e-48 9.2771e-41 5.9136e-35 3.9308e-31 6.5373e-22 1.0356e-16 1.539e-14 4.7984e-14 9.1765e-12 7.0451e-21 1.7509e-31 2.6385e-60 1.689e-51 1.7208e-44 1.5238e-39 7.617e-44 5.5945e-11 1.7218e-06 4.8714e-05 4.9561e-05 3.8127e-09 2.5772e-16
9.144e-27 1.7436 3.0862e-08 5.7395e-10 8.5739e-07 2.2832e-09 1.9503e-11 4.524e-29 1.3465e-30 3.3668e-31 2.0928e-33 1.5799e-27 1.9242e-21 3.6862e-19 1.1974e-19 4.8083e-58 6.9189e-49 3.546e-41 3.6755e-35 3.9728e-31 1.063e-21 1.0356e-16 9.4644e-15 1.262e-13 1.4843e-11 7.0078e-21 1.0711e-31 3.8141e-61 3.9702e-52 6.5773e-45 9.471e-40 7.6983e-44 1.4558e-10 2.7555e-06 4.7942e-05 4.9296e-05 6.1667e-09 6.7783e-16
1.3218e-27 1.7941 5.0266e-08 3.5239e-10 2.2551e-06 3.687e-09 1.9337e-11 1.72e-29 8.3384e-31 3.3957e-31 1.4477e-32 6.7105e-27 5.0179e-21 5.902e-19 1.1771e-19 6.9507e-59 1.629e-49 1.3598e-41 2.2956e-35 4.0413e-31 1.7314e-21 1.0356e-16 5.8109e-15 3.3194e-13 2.3969e-11 6.9481e-21 6.5202e-32 5.5135e-62 9.3475e-53 2.5222e-45 5.9153e-40 7.8311e-44 3.7646e-10 4.3748e-06 4.6733e-05 4.8882e-05 9.9594e-09 1.783e-15
1.9108e-28 1.8448 8.208e-08 2.158e-10 5.9312e-06 5.9386e-09 1.9074e-11 6.5397e-30 5.1769e-31 3.4426e-31 1.0015e-31 2.8429e-26 1.3018e-20 9.3771e-19 1.1453e-19 1.0048e-59 3.8453e-50 5.2413e-42 1.4449e-35 4.1536e-31 2.8272e-21 1.0356e-16 3.5586e-15 8.7305e-13 3.8607e-11 6.8536e-21 3.9386e-32 7.9701e-63 2.2065e-53 9.7219e-46 3.7231e-40 8.0487e-44 9.6394e-10 6.8601e-06 4.4877e-05 4.8245e-05 1.6051e-08 4.6923e-15
2.7621e-29 1.8959 1.3457e-07 1.3163e-10 1.56e-05 9.5268e-09 1.8663e-11 2.4864e-30 3.227e-31 3.5184e-31 6.9281e-31 1.1995e-25 3.3503e-20 1.4719e-18 1.0965e-19 1.4525e-60 9.1134e-51 2.0366e-42 9.2052e-36 4.3385e-31 4.6353e-21 1.0356e-16 2.1705e-15 2.2962e-12 6.1933e-11 6.7059e-21 2.3505e-32 1.1521e-63 5.2295e-54 3.7777e-46 2.372e-40 8.407e-44 2.4319e-09 1.0556e-05 4.2119e-05 4.7296e-05 2.5799e-08 1.2365e-14
3.9929e-30 1.9477 2.2201e-07 7.9785e-11 4.103e-05 1.5188e-08 1.8035e-11 9.4535e-31 2.0241e-31 3.6408e-31 4.7927e-30 5.0297e-25 8.5155e-20 2.2677e-18 1.024e-19 2.0996e-61 2.1734e-51 8.0129e-43 5.9748e-36 4.6457e-31 7.647e-21 1.0356e-16 1.3157e-15 6.0395e-12 9.8739e-11 6.4805e-21 1.3769e-32 1.6655e-64 1.2471e-54 1.4863e-46 1.5396e-40 9.0022e-44 6.0045e-09 1.5799e-05 3.821e-05 4.5944e-05 4.1344e-08 3.2691e-14
5.7719e-31 2.0004 3.6965e-07 4.7917e-11 0.00010792 2.3992e-08 1.711e-11 3.5943e-31 1.2814e-31 3.8377e-31 3.3154e-29 2.0897e-24 2.1248e-19 3.3983e-18 9.216e-20 3.0351e-62 5.2312e-52 3.2113e-43 3.987e-36 5.1618e-31 1.2733e-20 1.0356e-16 7.9015e-16 1.5885e-11 1.5597e-10 6.148e-21 7.8449e-33 2.4076e-65 3.0018e-55 5.9565e-47 1.0274e-40 1.0002e-43 1.4393e-08 2.2744e-05 3.3037e-05 4.4138e-05 6.6134e-08 8.7071e-14
