$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $Zr_{i}^{\times}$ $Zr_{i}^{\bullet}$ $Zr_{i}^{\bullet\bullet}$ $Zr_{i}^{\bullet\bullet\bullet}$ $Zr_{i}^{\bullet\bullet\bullet\bullet}$ $Zr_{Sn}^{\times}$ $Zr_{Sn}^{'}$ $Zr_{Sn}^{''}$ $Zr_{Sn}^{'''}$ $Zr_{Sn}^{''''}$
3.9844e-09 1.273 3.2583e-10 5.4363e-08 1.2989e-15 3.2761e-16 2.6506e-16 2.9863e-20 9.3843e-24 2.4773e-26 4.8028e-51 3.4343e-43 3.9618e-35 7.1886e-31 2.2118e-29 2.0952e-40 3.183e-33 1.7223e-27 1.8848e-23 2.1508e-21 1.1223e-23 1.0356e-16 8.9644e-13 1.9119e-22 2.1297e-18 9.5242e-26 1.3788e-34 1.662e-43 1.8265e-36 3.1946e-31 4.8566e-28 4.1678e-34 4.5186e-53 3.5191e-46 2.6122e-40 1.0661e-36 4.0256e-35 0.0099999 5.4038e-08 2.9886e-16 2.4749e-27 2.2606e-40
5.7597e-10 1.273 3.2583e-10 5.4363e-08 3.4162e-15 8.6166e-16 6.9715e-16 1.1354e-20 3.568e-24 9.4187e-27 3.3224e-50 2.3758e-42 2.7406e-34 4.9729e-30 1.53e-28 3.0287e-41 4.6012e-34 2.4897e-28 2.7246e-24 3.1091e-22 1.1223e-23 1.0356e-16 8.9644e-13 5.0285e-22 5.6016e-18 2.505e-25 3.6264e-34 2.4025e-44 2.6403e-37 4.618e-32 7.0205e-29 6.0248e-35 3.1258e-52 2.4344e-45 1.807e-39 7.375e-36 2.7848e-34 0.0099999 5.4038e-08 2.9886e-16 2.4749e-27 2.2606e-40
8.3261e-11 1.273 3.2583e-10 5.4363e-08 8.9852e-15 2.2663e-15 1.8336e-15 4.3169e-21 1.3566e-24 3.581e-27 2.2984e-49 1.6435e-41 1.8959e-33 3.4401e-29 1.0584e-27 4.3782e-42 6.6514e-35 3.599e-29 3.9385e-25 4.4945e-23 1.1223e-23 1.0356e-16 8.9644e-13 1.3226e-21 1.4733e-17 6.5886e-25 9.5381e-34 3.4729e-45 3.8167e-38 6.6756e-33 1.0149e-29 8.7092e-36 2.1624e-51 1.6841e-44 1.2501e-38 5.1018e-35 1.9264e-33 0.0099999 5.4038e-08 2.9886e-16 2.4749e-27 2.2606e-40
1.2036e-11 1.273 3.2583e-10 5.4363e-08 2.3632e-14 5.9607e-15 4.8227e-15 1.6413e-21 5.1577e-25 1.3615e-27 1.59e-48 1.1369e-40 1.3115e-32 2.3798e-28 7.322e-27 6.329e-43 9.615e-36 5.2026e-30 5.6934e-26 6.497e-24 1.1223e-23 1.0356e-16 8.9644e-13 3.4786e-21 3.875e-17 1.7329e-24 2.5087e-33 5.0203e-46 5.5172e-39 9.65e-34 1.467e-30 1.259e-36 1.4959e-50 1.165e-43 8.6476e-38 3.5293e-34 1.3326e-32 0.0099999 5.4038e-08 2.9886e-16 2.4749e-27 2.2606e-40
1.7399e-12 1.273 3.2583e-10 5.4363e-08 6.2157e-14 1.5678e-14 1.2684e-14 6.2403e-22 1.961e-25 5.1766e-28 1.0999e-47 7.8649e-40 9.0728e-32 1.6463e-27 5.0651e-26 9.1489e-44 1.3899e-36 7.5206e-31 8.2301e-27 9.3918e-25 1.1223e-23 1.0356e-16 8.9644e-13 9.1493e-21 1.0192e-16 4.5578e-24 6.5982e-33 7.2572e-47 7.9755e-40 1.395e-34 2.1207e-31 1.8199e-37 1.0348e-49 8.059e-43 5.9821e-37 2.4415e-33 9.2189e-32 0.0099999 5.4038e-08 2.9886e-16 2.4749e-27 2.2606e-40
2.5151e-13 1.273 3.2583e-10 5.4363e-08 1.6348e-13 4.1234e-14 3.3362e-14 2.3726e-22 7.4558e-26 1.9682e-28 7.6087e-47 5.4407e-39 6.2763e-31 1.1388e-26 3.5039e-25 1.3225e-44 2.0092e-37 1.0872e-31 1.1897e-27 1.3577e-25 1.1223e-23 1.0356e-16 8.9644e-13 2.4064e-20 2.6806e-16 1.1988e-23 1.7354e-32 1.0491e-47 1.1529e-40 2.0165e-35 3.0656e-32 2.6308e-38 7.1585e-49 5.575e-42 4.1383e-36 1.6889e-32 6.3774e-31 0.0099999 5.4038e-08 2.9886e-16 2.4749e-27 2.2606e-40
3.6357e-14 1.273 3.2583e-10 5.4363e-08 4.2998e-13 1.0845e-13 8.7746e-14 9.0208e-23 2.8347e-26 7.4831e-29 5.2635e-46 3.7638e-38 4.3418e-30 7.8781e-26 2.4239e-24 1.9118e-45 2.9044e-38 1.5716e-32 1.7198e-28 1.9626e-26 1.1223e-23 1.0356e-16 8.9644e-13 6.3292e-20 7.0505e-16 3.1529e-23 4.5644e-32 1.5165e-48 1.6666e-41 2.915e-36 4.4316e-33 3.803e-39 4.952e-48 3.8566e-41 2.8627e-35 1.1683e-31 4.4117e-30 0.0099999 5.4038e-08 2.9887e-16 2.4749e-27 2.2606e-40
5.2556e-15 1.273 3.2584e-10 5.4363e-08 1.1309e-12 2.8525e-13 2.3078e-13 3.4297e-23 1.0778e-26 2.8451e-29 3.6411e-45 2.6036e-37 3.0035e-29 5.4498e-25 1.6768e-23 2.7636e-46 4.1985e-39 2.2718e-33 2.4861e-29 2.8371e-27 1.1223e-23 1.0356e-16 8.9644e-13 1.6647e-19 1.8544e-15 8.2927e-23 1.2005e-31 2.1922e-49 2.4092e-42 4.2139e-37 6.4062e-34 5.4976e-40 3.4257e-47 2.6679e-40 1.9803e-34 8.0822e-31 3.0518e-29 0.0099999 5.4038e-08 2.9887e-16 2.4749e-27 2.2606e-40
7.5973e-16 1.2731 3.2584e-10 5.4362e-08 2.9745e-12 7.5024e-13 6.0699e-13 1.304e-23 4.0978e-27 1.0818e-29 2.5188e-44 1.8011e-36 2.0777e-28 3.7699e-24 1.1599e-22 3.995e-47 6.0693e-40 3.2841e-34 3.594e-30 4.1014e-28 1.1223e-23 1.0356e-16 8.9643e-13 4.3784e-19 4.8772e-15 2.1811e-22 3.1574e-31 3.169e-50 3.4827e-43 6.0916e-38 9.2608e-35 7.9475e-41 2.3698e-46 1.8456e-39 1.3699e-33 5.5909e-30 2.1111e-28 0.0099999 5.4039e-08 2.9887e-16 2.475e-27 2.2607e-40
1.0982e-16 1.2731 3.2585e-10 5.436e-08 7.8234e-12 1.9732e-12 1.5964e-12 4.9579e-24 1.5581e-27 4.1132e-30 1.7425e-43 1.2459e-35 1.4372e-27 2.6077e-23 8.0228e-22 5.775e-48 8.7738e-41 4.7476e-35 5.1958e-31 5.9295e-29 1.1224e-23 1.0356e-16 8.964e-13 1.1516e-18 1.2828e-14 5.7362e-22 8.3037e-31 4.5809e-51 5.0346e-44 8.8062e-39 1.3388e-35 1.149e-41 1.6394e-45 1.2767e-38 9.4762e-33 3.8673e-29 1.4602e-27 0.0099999 5.4041e-08 2.9889e-16 2.4752e-27 2.261e-40
1.5876e-17 1.2731 3.2587e-10 5.4356e-08 2.0577e-11 5.1894e-12 4.1981e-12 1.885e-24 5.9243e-28 1.5641e-30 1.2054e-42 8.6183e-35 9.9406e-27 1.8035e-22 5.5482e-21 8.3481e-49 1.2684e-41 6.8641e-36 7.5126e-32 8.5741e-30 1.1224e-23 1.0356e-16 8.9633e-13 3.0288e-18 3.3736e-14 1.5085e-21 2.1835e-30 6.622e-52 7.2784e-45 1.2732e-39 1.9358e-36 1.6615e-42 1.1341e-44 8.831e-38 6.5543e-32 2.6746e-28 1.0098e-26 0.0099999 5.4045e-08 2.9894e-16 2.4758e-27 2.2617e-40
2.2949e-18 1.2731 3.2594e-10 5.4345e-08 5.412e-11 1.3646e-11 1.1037e-11 7.167e-25 2.2529e-28 5.9492e-31 8.3385e-42 5.9607e-34 6.8739e-26 1.2468e-21 3.835e-20 1.2068e-49 1.8339e-42 9.9265e-37 1.0867e-32 1.2404e-30 1.1227e-23 1.0356e-16 8.9615e-13 7.9663e-18 8.8712e-14 3.9659e-21 5.7394e-30 9.5725e-53 1.0523e-45 1.8412e-40 2.8e-37 2.4037e-43 7.8451e-44 6.1078e-37 4.5323e-31 1.8491e-27 6.9799e-26 0.0099999 5.4056e-08 2.9906e-16 2.4773e-27 2.2636e-40
3.3175e-19 1.2731 3.2612e-10 5.4316e-08 1.4234e-10 3.5872e-11 2.8998e-11 2.7249e-25 8.5703e-29 2.2643e-31 5.7684e-41 4.1212e-33 4.7501e-25 8.6115e-21 2.6472e-19 1.7445e-50 2.6525e-43 1.4365e-37 1.5734e-33 1.797e-31 1.1233e-23 1.0356e-16 8.9567e-13 2.0953e-17 2.332e-13 1.042e-20 1.5071e-29 1.3838e-53 1.522e-46 2.6645e-41 4.0542e-38 3.4821e-44 5.427e-43 4.2229e-36 3.1319e-30 1.2771e-26 4.8182e-25 0.0099999 5.4085e-08 2.9938e-16 2.4813e-27 2.2684e-40
4.7956e-20 1.2733 3.2657e-10 5.424e-08 3.7439e-10 9.4217e-11 7.6055e-11 1.036e-25 3.2631e-29 8.6334e-32 3.9904e-40 2.8469e-32 3.2767e-24 5.9321e-20 1.821e-18 2.5217e-51 3.8397e-44 2.0824e-38 2.284e-34 2.6123e-32 1.1249e-23 1.0356e-16 8.9441e-13 5.5109e-17 6.125e-13 2.7329e-20 3.9473e-29 2.0003e-54 2.2033e-47 3.8625e-42 5.8853e-39 5.062e-45 3.7543e-42 2.9172e-35 2.1605e-29 8.7975e-26 3.3144e-24 0.0099999 5.4161e-08 3.0022e-16 2.4918e-27 2.2812e-40
6.9323e-21 1.2737 3.2777e-10 5.4041e-08 9.847e-10 2.469e-10 1.9858e-10 3.939e-26 1.2452e-29 3.3066e-32 2.7605e-39 1.9622e-31 2.2502e-23 4.0588e-19 1.2414e-17 3.6453e-52 5.571e-45 3.0323e-39 3.3382e-35 3.8321e-33 1.129e-23 1.0356e-16 8.9114e-13 1.4494e-16 1.6051e-12 7.1353e-20 1.0268e-28 2.8916e-55 3.1967e-48 5.6246e-43 8.6017e-40 7.4256e-46 2.5971e-41 2.0107e-34 1.4837e-28 6.0193e-25 2.2594e-23 0.0099999 5.436e-08 3.0243e-16 2.5194e-27 2.3149e-40
1.0021e-21 1.2746 3.3088e-10 5.3533e-08 2.5899e-09 6.4328e-10 5.1251e-10 1.4976e-26 4.7792e-30 1.2812e-32 1.9096e-38 1.3447e-30 1.5275e-22 2.7293e-18 8.2693e-17 5.2695e-53 8.1296e-46 4.467e-40 4.9642e-36 5.7527e-34 1.1397e-23 1.0356e-16 8.8276e-13 3.8123e-16 4.1819e-12 1.8416e-19 2.6253e-28 4.18e-56 4.6649e-49 8.2857e-44 1.2792e-40 1.1147e-46 1.7966e-40 1.3778e-33 1.0071e-27 4.0477e-24 1.5051e-22 0.0099999 5.4876e-08 3.082e-16 2.5918e-27 2.404e-40
1.4486e-22 1.2771 3.3877e-10 5.2287e-08 6.8119e-09 1.6525e-09 1.2859e-09 5.6941e-27 1.8604e-30 5.1061e-33 1.321e-37 9.0854e-30 1.008e-21 1.7592e-17 5.206e-16 7.6175e-54 1.2032e-46 6.7689e-41 7.7016e-37 9.1378e-35 1.1669e-23 1.0356e-16 8.622e-13 1.0027e-15 1.0743e-11 4.6207e-19 6.4338e-28 6.0424e-57 6.9042e-50 1.2555e-44 1.9845e-41 1.7707e-47 1.2428e-39 9.3096e-33 6.6465e-27 2.609e-23 9.4752e-22 0.0099999 5.6184e-08 3.2307e-16 2.7816e-27 2.6416e-40
2.0941e-23 1.2827 3.5784e-10 4.95e-08 1.7916e-08 4.1147e-09 3.0313e-09 2.1649e-27 7.4716e-31 2.1661e-33 9.1384e-37 5.95e-29 6.2498e-21 1.0326e-16 2.8928e-15 1.1012e-54 1.8372e-47 1.0918e-41 1.3121e-37 1.6445e-35 1.2326e-23 1.0356e-16 8.1625e-13 2.6372e-15 2.675e-11 1.0892e-18 1.4358e-27 8.7347e-58 1.0542e-50 2.0251e-45 3.3811e-42 3.1866e-48 8.5977e-39 6.0969e-32 4.1208e-26 1.5314e-22 5.2651e-21 0.0099999 5.9347e-08 3.6047e-16 3.2783e-27 3.2886e-40
3.0271e-24 1.2943 4.0014e-10 4.4267e-08 4.7123e-08 9.6784e-09 6.3763e-09 8.2312e-28 3.1765e-31 1.0298e-33 6.3217e-36 3.681e-28 3.4577e-20 5.1089e-16 1.28e-14 1.5918e-55 2.9697e-48 1.9734e-42 2.652e-38 3.7166e-36 1.3783e-23 1.0356e-16 7.2997e-13 6.9363e-15 6.2918e-11 2.2912e-18 2.7009e-27 1.2626e-58 1.7041e-51 3.6603e-46 6.8337e-43 7.2018e-49 5.9476e-38 3.7718e-31 2.2798e-25 7.5766e-22 2.3296e-20 0.0099999 6.6362e-08 4.5073e-16 4.5837e-27 5.1416e-40
4.3759e-25 1.3139 4.8388e-10 3.6607e-08 1.2394e-07 2.1051e-08 1.1469e-08 3.1295e-28 1.4605e-31 5.7253e-34 4.3732e-35 2.1057e-27 1.6357e-19 1.9986e-15 4.1408e-14 2.301e-56 5.1913e-49 4.1714e-43 6.7791e-39 1.1488e-36 1.6667e-23 1.0356e-16 6.0365e-13 1.8244e-14 1.3685e-10 4.121e-18 4.0173e-27 1.8252e-59 2.9788e-52 7.7374e-47 1.7468e-43 2.2262e-49 4.1144e-37 2.1577e-30 1.0785e-24 2.964e-21 7.5365e-20 0.0099999 8.0249e-08 6.591e-16 8.1054e-27 1.0994e-39
6.3256e-26 1.3418 6.3357e-10 2.7958e-08 3.2598e-07 4.2285e-08 1.7595e-08 1.1899e-28 7.2705e-32 3.7319e-34 3.0252e-34 1.1125e-26 6.6002e-19 6.1591e-15 9.7456e-14 3.3263e-57 9.8259e-50 1.0338e-43 2.1998e-39 4.8813e-37 2.1823e-23 1.0356e-16 4.6102e-13 4.7984e-14 2.7489e-10 6.3222e-18 4.7069e-27 2.6385e-60 5.6382e-53 1.9176e-47 5.6684e-44 9.4587e-50 2.8462e-36 1.14e-29 4.3518e-24 9.1341e-21 1.7738e-19 0.0099999 1.0507e-07 1.13e-15 1.8195e-26 3.2315e-39
9.144e-27 1.3764 8.8482e-10 2.0019e-08 8.5739e-07 7.9636e-08 2.3727e-08 4.524e-29 3.8605e-32 2.7674e-34 2.0928e-33 5.5108e-26 2.341e-18 1.5642e-14 1.7723e-13 4.8083e-58 1.9837e-50 2.9147e-44 8.6618e-40 2.6842e-37 3.0477e-23 1.0356e-16 3.3011e-13 1.262e-13 5.1771e-10 8.5256e-18 4.545e-27 3.8141e-61 1.1383e-53 5.4064e-48 2.2319e-44 5.2013e-50 1.9689e-35 5.6467e-29 1.5435e-23 2.3198e-20 3.2256e-19 0.0099999 1.4674e-07 2.2039e-15 4.956e-26 1.2293e-38
1.3218e-27 1.4157 1.2948e-09 1.368e-08 2.2551e-06 1.4313e-07 2.9142e-08 1.72e-29 2.1479e-32 2.2532e-34 1.4477e-32 2.6051e-25 7.5625e-18 3.4531e-14 2.6736e-13 6.9507e-59 4.1962e-51 9.0226e-45 3.9237e-40 1.7793e-37 4.4598e-23 1.0356e-16 2.2559e-13 3.3194e-13 9.305e-10 1.0471e-17 3.8148e-27 5.5135e-62 2.4078e-54 1.6736e-48 1.011e-44 3.4478e-50 1.362e-34 2.6694e-28 4.9862e-23 5.121e-20 4.866e-19 0.0099998 2.1473e-07 4.7194e-15 1.553e-25 5.637e-38
1.9108e-28 1.4585 1.9579e-09 9.0469e-09 5.9312e-06 2.4896e-07 3.352e-08 6.5397e-30 1.2349e-32 1.9589e-34 1.0015e-31 1.1918e-24 2.2879e-17 6.9085e-14 3.5373e-13 1.0048e-59 9.1725e-52 2.9824e-45 1.9612e-40 1.3448e-37 6.744e-23 1.0356e-16 1.4918e-13 8.7305e-13 1.6185e-09 1.2045e-17 2.9018e-27 7.9701e-63 5.2633e-55 5.5319e-49 5.0535e-45 2.606e-50 9.4221e-34 1.2211e-27 1.5085e-22 1.0245e-19 6.438e-19 0.0099997 3.2471e-07 1.0791e-14 5.3698e-25 2.9473e-37
2.7621e-29 1.5036 3.0295e-09 5.8469e-09 1.56e-05 4.2319e-07 3.6825e-08 2.4864e-30 7.2647e-33 1.7831e-34 6.9281e-31 5.3282e-24 6.6108e-17 1.2901e-13 4.2692e-13 1.4525e-60 2.0516e-52 1.0322e-45 1.0502e-40 1.1143e-37 1.0435e-22 1.0356e-16 9.6415e-14 2.2962e-12 2.7511e-09 1.3232e-17 2.0603e-27 1.1521e-63 1.1773e-55 1.9145e-49 2.7061e-45 2.1592e-50 6.5178e-33 5.4595e-27 4.3586e-22 1.9132e-19 7.7699e-19 0.0099995 5.0241e-07 2.5835e-14 1.9892e-24 1.6893e-36
3.9929e-30 1.5504 4.7631e-09 3.7189e-09 4.103e-05 7.0795e-07 3.9183e-08 9.4535e-31 4.3426e-33 1.6758e-34 4.7927e-30 2.3444e-23 1.8501e-16 2.2964e-13 4.8334e-13 2.0996e-61 4.6628e-53 3.6881e-46 5.9e-41 9.8421e-38 1.6406e-22 1.0356e-16 6.1324e-14 6.0395e-12 4.6023e-09 1.408e-17 1.3943e-27 1.6655e-64 2.6756e-56 6.841e-50 1.5203e-45 1.9072e-50 4.5087e-32 2.4021e-26 1.2198e-21 3.4054e-19 8.7965e-19 0.0099992 7.8988e-07 6.3859e-14 7.7303e-24 1.0322e-35
5.7719e-31 1.5983 7.5708e-09 2.3397e-09 0.00010792 1.1715e-06 4.0792e-08 3.5943e-31 2.6244e-33 1.6097e-34 3.3154e-29 1.0203e-22 5.0657e-16 3.9559e-13 5.2384e-13 3.0351e-62 1.0714e-53 1.347e-46 3.4249e-41 9.0812e-38 2.6077e-22 1.0356e-16 3.8581e-14 1.5885e-11 7.6156e-09 1.4657e-17 9.1323e-28 2.4076e-65 6.1477e-57 2.4984e-50 8.8252e-46 1.7597e-50 3.1189e-31 1.0454e-25 3.3397e-21 5.8661e-19 9.5331e-19 0.0099987 1.2554e-06 1.6133e-13 3.1041e-23 6.588e-35
