$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $F_{i}^{'}$ $F_{i}^{\times}$ $F_{i}^{\bullet}$ $F_{O}^{\times}$ $F_{O}^{\bullet}$
3.9844e-09 2.3038 6.9457e-06 2.5491e-12 1.2989e-15 1.5361e-20 5.8277e-25 2.9863e-20 2.0013e-19 1.1267e-17 4.8028e-51 1.6104e-47 8.7106e-44 7.4111e-44 1.0692e-46 2.0952e-40 6.7883e-29 7.8334e-19 1.8282e-10 0.00044492 2.3935e-19 1.0356e-16 4.2034e-17 1.9119e-22 9.9864e-23 2.0941e-34 1.4215e-47 1.662e-43 3.8952e-32 1.453e-22 4.7108e-15 8.6216e-17 3.0835e-06 7.7819e-14 1.0747e-22 0.0082072 0.0017897
5.7597e-10 2.345 1.0341e-05 1.7118e-12 3.4162e-15 2.7133e-20 6.9125e-25 1.1354e-20 1.1331e-19 9.4989e-18 3.3224e-50 7.4811e-47 2.7175e-43 1.5527e-43 1.5043e-46 3.0287e-41 1.4612e-29 2.5109e-19 8.7262e-11 0.00031624 3.5641e-19 1.0356e-16 2.8228e-17 5.0285e-22 1.7639e-22 2.4839e-34 1.1323e-47 2.4025e-44 8.3848e-33 4.6574e-23 2.2485e-15 6.1279e-17 1.8551e-06 3.144e-14 2.9157e-23 0.008721 0.0012771
8.3261e-11 2.3857 1.5322e-05 1.1549e-12 8.9852e-15 4.8145e-20 8.2752e-25 4.3169e-21 6.3856e-20 7.9347e-18 2.2984e-49 3.4915e-46 8.5564e-43 3.2983e-43 2.1558e-46 4.3782e-42 3.1309e-30 7.9745e-20 4.1079e-11 0.00022066 5.2829e-19 1.0356e-16 1.9044e-17 1.3226e-21 3.1299e-22 2.9735e-34 9.1448e-48 3.4729e-45 1.7966e-33 1.4792e-23 1.0585e-15 4.2759e-17 1.0909e-06 1.2473e-14 7.8038e-24 0.0090999 0.00089905
1.2036e-11 2.4259 2.2594e-05 7.8283e-13 2.3632e-14 8.5834e-20 1e-24 1.6413e-21 3.5817e-20 6.566e-18 1.59e-48 1.6372e-45 2.7196e-42 7.106e-43 3.1483e-46 6.329e-43 6.6771e-31 2.5089e-20 1.9067e-11 0.0001511 7.7938e-19 1.0356e-16 1.2909e-17 3.4786e-21 5.58e-22 3.5934e-34 7.4909e-48 5.0203e-46 3.8314e-34 4.6538e-24 4.9131e-16 2.9279e-17 6.3016e-07 4.8839e-15 2.0713e-24 0.0093717 0.00062762
1.7399e-12 2.4654 3.3097e-05 5.3403e-13 6.2157e-14 1.5401e-19 1.224e-24 6.2403e-22 1.9962e-20 5.3644e-18 1.0999e-47 7.7261e-45 8.7553e-42 1.5606e-42 4.7167e-46 9.1489e-44 1.4149e-31 7.7934e-21 8.6819e-12 0.00010086 1.1425e-18 1.0356e-16 8.8061e-18 9.1493e-21 1.0012e-21 4.3983e-34 6.2548e-48 7.2572e-47 8.1189e-35 1.4456e-24 2.2371e-16 1.9543e-17 3.5837e-07 1.8947e-15 5.4817e-25 0.0095628 0.00043688
2.5151e-13 2.5038 4.7926e-05 3.6843e-13 1.6348e-13 2.7945e-19 1.5323e-24 2.3726e-22 1.1001e-20 4.2851e-18 7.6087e-47 3.6873e-44 2.8828e-41 3.545e-42 7.3919e-46 1.3225e-44 2.9646e-32 2.3669e-21 3.822e-12 6.4355e-05 1.656e-18 1.0356e-16 6.0754e-18 2.4064e-20 1.8167e-21 5.506e-34 5.402e-48 1.0491e-47 1.7012e-35 4.3904e-25 9.8484e-17 1.247e-17 2.0021e-07 7.303e-16 1.4576e-25 0.0096943 0.00030555
3.6357e-14 2.5398 6.7795e-05 2.6012e-13 4.2998e-13 5.1893e-19 2.0089e-24 9.0208e-23 5.9245e-21 3.2686e-18 5.2635e-46 1.8009e-43 9.9402e-41 8.63e-42 1.2705e-45 1.9118e-45 6.0701e-33 6.8644e-22 1.57e-12 3.7443e-05 2.3456e-18 1.0356e-16 4.2893e-18 6.3292e-20 3.3735e-21 7.2184e-34 5e-48 1.5165e-48 3.4831e-36 1.2733e-25 4.0455e-17 7.2556e-18 1.088e-07 2.8018e-16 3.9483e-26 0.0097822 0.00021768
5.2556e-15 2.5706 9.118e-05 1.9311e-13 1.1309e-12 1.0133e-18 2.912e-24 3.4297e-23 3.0341e-21 2.2548e-18 3.6411e-45 9.2486e-43 3.7898e-40 2.4427e-41 2.6696e-45 2.7636e-46 1.182e-33 1.8004e-22 5.5467e-13 1.7819e-05 3.1595e-18 1.0356e-16 3.1843e-18 1.6647e-19 6.5871e-21 1.0464e-33 5.3808e-48 2.1922e-49 6.7823e-37 3.3396e-26 1.4293e-17 3.453e-18 5.6034e-08 1.0713e-16 1.1207e-26 0.0098374 0.00016251
7.5973e-16 2.5911 0.00011098 1.5845e-13 2.9745e-12 2.1867e-18 5.1566e-24 1.304e-23 1.4059e-21 1.2734e-18 2.5188e-44 5.2497e-42 1.7651e-39 9.3347e-41 8.371e-45 3.995e-47 2.0823e-34 3.8657e-23 1.4514e-13 5.6828e-06 3.8506e-18 1.0356e-16 2.6128e-18 4.3784e-19 1.4216e-20 1.8529e-33 7.8181e-48 3.169e-50 1.1949e-37 7.1704e-27 3.74e-18 1.1012e-18 2.6041e-08 4.085e-17 3.5065e-27 0.0098662 0.00013374
1.0982e-16 2.5989 0.00011964 1.4689e-13 7.8234e-12 5.3318e-18 1.1656e-23 4.9579e-24 5.766e-22 5.6332e-19 1.7425e-43 3.3667e-41 1.0494e-38 5.145e-40 4.2773e-44 5.775e-48 3.247e-35 6.5022e-24 2.6334e-14 1.1122e-06 4.1536e-18 1.0356e-16 2.4222e-18 1.1516e-18 3.4662e-20 4.1884e-33 1.6383e-47 4.5809e-51 1.8632e-38 1.2061e-27 6.7857e-19 2.1551e-19 1.069e-08 1.5547e-17 1.2372e-27 0.0098759 0.0001241
1.5876e-17 2.6005 0.00012151 1.4461e-13 2.0577e-11 1.3806e-17 2.9714e-23 1.885e-24 2.2268e-22 2.2098e-19 1.2054e-42 2.2929e-40 7.036e-38 3.3961e-39 2.7796e-43 8.3481e-49 4.7676e-36 9.6977e-25 3.9895e-15 1.7114e-07 4.219e-18 1.0356e-16 2.3846e-18 3.0288e-18 8.9753e-20 1.0677e-32 4.1117e-47 6.622e-52 2.7358e-39 1.7988e-28 1.028e-19 3.3164e-20 4.1293e-09 5.912e-18 4.6317e-28 0.0098778 0.0001222
2.2949e-18 2.6008 0.00012181 1.4426e-13 5.412e-11 3.6224e-17 7.7773e-23 7.167e-25 8.4871e-23 8.4427e-20 8.3385e-42 1.5823e-39 4.8437e-37 2.3323e-38 1.9042e-42 1.2068e-49 6.9087e-37 1.4087e-25 5.8093e-16 2.4982e-08 4.2293e-18 1.0356e-16 2.3789e-18 7.9663e-18 2.3549e-19 2.7946e-32 1.0736e-46 9.5725e-53 3.9643e-40 2.613e-29 1.4969e-20 4.8409e-21 1.5739e-09 2.2479e-18 1.7568e-28 0.0098781 0.00012191
3.3175e-19 2.6008 0.00012185 1.4421e-13 1.4234e-10 9.5241e-17 2.0441e-22 2.7249e-25 3.228e-23 3.2123e-20 5.7684e-41 1.0942e-38 3.3483e-36 1.6117e-37 1.3154e-41 1.7445e-50 9.9905e-38 2.0378e-26 8.4068e-17 3.6165e-09 4.2308e-18 1.0356e-16 2.378e-18 2.0953e-17 6.1915e-19 7.3449e-32 2.8206e-46 1.3838e-53 5.7327e-41 3.7799e-30 2.1662e-21 7.0079e-22 5.9861e-10 8.5465e-19 6.677e-29 0.0098781 0.00012186
4.7956e-20 2.6008 0.00012186 1.442e-13 3.7439e-10 2.5048e-16 5.3757e-22 1.036e-25 1.2274e-23 1.2215e-20 3.9904e-40 7.5689e-38 2.316e-35 1.1147e-36 9.0976e-41 2.5217e-51 1.4443e-38 2.9461e-27 1.2154e-17 5.229e-10 4.231e-18 1.0356e-16 2.3779e-18 5.5109e-17 1.6284e-18 1.9316e-31 7.4175e-46 2.0003e-54 8.2875e-42 5.4647e-31 3.1319e-22 1.0132e-22 2.2761e-10 3.2494e-19 2.5385e-29 0.0098781 0.00012186
6.9323e-21 2.6008 0.00012186 1.442e-13 9.847e-10 6.5881e-16 1.4139e-21 3.939e-26 4.6665e-24 4.6441e-21 2.7605e-39 5.2359e-37 1.6021e-34 7.7111e-36 6.2933e-40 3.6453e-52 2.0878e-39 4.2589e-28 1.757e-18 7.559e-11 4.2311e-18 1.0356e-16 2.3779e-18 1.4494e-16 4.2829e-18 5.0804e-31 1.9509e-45 2.8916e-55 1.198e-42 7.8996e-32 4.5275e-23 1.4648e-23 8.6538e-11 1.2354e-19 9.6514e-30 0.0098781 0.00012186
1.0021e-21 2.6008 0.00012186 1.442e-13 2.5899e-09 1.7328e-15 3.7187e-21 1.4976e-26 1.7742e-24 1.7657e-21 1.9096e-38 3.622e-36 1.1083e-33 5.3343e-35 4.3535e-39 5.2695e-53 3.018e-40 6.1565e-29 2.5399e-19 1.0927e-11 4.2311e-18 1.0356e-16 2.3779e-18 3.8123e-16 1.1265e-17 1.3362e-30 5.1311e-45 4.18e-56 1.7318e-43 1.1419e-32 6.5448e-24 2.1174e-24 3.2902e-11 4.6972e-20 3.6695e-30 0.0098781 0.00012186
1.4486e-22 2.6008 0.00012186 1.442e-13 6.8119e-09 4.5574e-15 9.7808e-21 5.6941e-27 6.7458e-25 6.7134e-22 1.321e-37 2.5056e-35 7.667e-33 3.6901e-34 3.0116e-38 7.6175e-54 4.3628e-41 8.8996e-30 3.6716e-20 1.5796e-12 4.2311e-18 1.0356e-16 2.3779e-18 1.0027e-15 2.9628e-17 3.5145e-30 1.3496e-44 6.0424e-57 2.5034e-44 1.6508e-33 9.4609e-25 3.0608e-25 1.251e-11 1.7859e-20 1.3952e-30 0.0098781 0.00012186
2.0941e-23 2.6008 0.00012186 1.442e-13 1.7916e-08 1.1987e-14 2.5725e-20 2.1649e-27 2.5648e-25 2.5525e-22 9.1384e-37 1.7333e-34 5.3038e-32 2.5527e-33 2.0834e-37 1.1012e-54 6.3067e-42 1.2865e-30 5.3076e-21 2.2834e-13 4.2311e-18 1.0356e-16 2.3779e-18 2.6372e-15 7.7925e-17 9.2436e-30 3.5495e-44 8.7347e-58 3.6189e-45 2.3863e-34 1.3676e-25 4.4246e-26 4.7562e-12 6.7902e-21 5.3045e-31 0.0098781 0.00012186
3.0271e-24 2.6008 0.00012186 1.442e-13 4.7123e-08 3.1527e-14 6.7661e-20 8.2312e-28 9.7514e-26 9.7046e-23 6.3217e-36 1.1991e-33 3.6691e-31 1.7659e-32 1.4412e-36 1.5918e-55 9.1167e-43 1.8597e-31 7.6724e-22 3.3008e-14 4.2311e-18 1.0356e-16 2.3779e-18 6.9363e-15 2.0496e-16 2.4312e-29 9.3359e-44 1.2626e-58 5.2313e-46 3.4495e-35 1.977e-26 6.3961e-27 1.8083e-12 2.5817e-21 2.0168e-31 0.0098781 0.00012186
4.3759e-25 2.6008 0.00012186 1.442e-13 1.2394e-07 8.2921e-14 1.7796e-19 3.1295e-28 3.7076e-26 3.6897e-23 4.3732e-35 8.2948e-33 2.5382e-30 1.2216e-31 9.9699e-36 2.301e-56 1.3179e-43 2.6883e-32 1.1091e-22 4.7715e-15 4.2311e-18 1.0356e-16 2.3779e-18 1.8244e-14 5.3907e-16 6.3945e-29 2.4555e-43 1.8252e-59 7.5622e-47 4.9865e-36 2.8579e-27 9.2459e-28 6.8754e-13 9.8156e-22 7.668e-32 0.0098781 0.00012186
6.3256e-26 2.6008 0.00012186 1.442e-13 3.2598e-07 2.181e-13 4.6806e-19 1.1899e-28 1.4096e-26 1.4029e-23 3.0252e-34 5.7381e-32 1.7558e-29 8.4508e-31 6.8969e-35 3.3263e-57 1.9051e-44 3.8861e-33 1.6033e-23 6.8974e-16 4.2311e-18 1.0356e-16 2.3779e-18 4.7984e-14 1.4178e-15 1.6818e-28 6.4583e-43 2.6385e-60 1.0932e-47 7.2082e-37 4.1312e-28 1.3366e-28 2.6141e-13 3.7319e-22 2.9154e-32 0.0098781 0.00012186
9.144e-27 2.6008 0.00012186 1.442e-13 8.5739e-07 5.7363e-13 1.2311e-18 4.524e-29 5.3595e-27 5.3337e-24 2.0928e-33 3.9695e-31 1.2146e-28 5.846e-30 4.7711e-34 4.8083e-58 2.7539e-45 5.6176e-34 2.3176e-24 9.9707e-17 4.2311e-18 1.0356e-16 2.3779e-18 1.262e-13 3.7291e-15 4.4235e-28 1.6986e-42 3.8141e-61 1.5802e-48 1.042e-37 5.972e-29 1.9321e-29 9.9388e-14 1.4189e-22 1.1085e-32 0.0098781 0.00012186
1.3218e-27 2.6008 0.00012186 1.442e-13 2.2551e-06 1.5087e-12 3.2379e-18 1.72e-29 2.0377e-27 2.0279e-24 1.4477e-32 2.746e-30 8.4025e-28 4.0441e-29 3.3005e-33 6.9507e-59 3.9809e-46 8.1206e-35 3.3503e-25 1.4413e-17 4.2311e-18 1.0356e-16 2.3779e-18 3.3194e-13 9.8081e-15 1.1635e-27 4.4677e-42 5.5135e-62 2.2843e-49 1.5063e-38 8.6328e-30 2.7929e-30 3.7788e-14 5.3948e-23 4.2144e-33 0.0098781 0.00012186
1.9108e-28 2.6008 0.00012186 1.442e-13 5.9312e-06 3.9682e-12 8.5162e-18 6.5397e-30 7.7475e-28 7.7102e-25 1.0015e-31 1.8996e-29 5.8126e-27 2.7976e-28 2.2832e-32 1.0048e-59 5.7547e-47 1.1739e-35 4.843e-26 2.0835e-18 4.2311e-18 1.0356e-16 2.3779e-18 8.7305e-13 2.5797e-14 3.0601e-27 1.1751e-41 7.9701e-63 3.3021e-50 2.1774e-39 1.2479e-30 4.0374e-31 1.4367e-14 2.0511e-23 1.6023e-33 0.0098781 0.00012186
2.7621e-29 2.6008 0.00012186 1.442e-13 1.56e-05 1.0437e-11 2.2399e-17 2.4864e-30 2.9456e-28 2.9315e-25 6.9281e-31 1.3141e-28 4.021e-26 1.9353e-27 1.5794e-31 1.4525e-60 8.3187e-48 1.6969e-36 7.0009e-27 3.0119e-19 4.2311e-18 1.0356e-16 2.3779e-18 2.2962e-12 6.785e-14 8.0485e-27 3.0906e-41 1.1521e-63 4.7734e-51 3.1476e-40 1.804e-31 5.8363e-32 5.4625e-15 7.7984e-24 6.0922e-34 0.0098781 0.00012186
3.9929e-30 2.6008 0.00012186 1.442e-13 4.103e-05 2.7451e-11 5.8912e-17 9.4535e-31 1.1199e-28 1.1146e-25 4.7927e-30 9.0905e-28 2.7816e-25 1.3388e-26 1.0926e-30 2.0996e-61 1.2025e-48 2.453e-37 1.012e-27 4.3538e-20 4.2311e-18 1.0356e-16 2.3779e-18 6.0395e-12 1.7846e-13 2.1169e-26 8.1288e-41 1.6655e-64 6.9003e-52 4.55e-41 2.6077e-32 8.4367e-33 2.0769e-15 2.965e-24 2.3163e-34 0.0098781 0.00012186
5.7719e-31 2.6008 0.00012186 1.442e-13 0.00010792 7.22e-11 1.5495e-16 3.5943e-31 4.2581e-29 4.2376e-26 3.3154e-29 6.2886e-27 1.9242e-24 9.2614e-26 7.5584e-30 3.0351e-62 1.7383e-49 3.546e-38 1.4629e-28 6.2937e-21 4.2311e-18 1.0356e-16 2.3778e-18 1.5885e-11 4.6937e-13 5.5677e-26 2.138e-40 2.4076e-65 9.9748e-53 6.5773e-42 3.7696e-33 1.2196e-33 7.8963e-16 1.1273e-24 8.8066e-35 0.0098781 0.00012186
