$P_{O_2}$ $\mu_e$ e h $V_{O}^{\times}$ $V_{O}^{\bullet}$ $V_{O}^{\bullet\bullet}$ $O_{i}^{\times}$ $O_{i}^{'}$ $O_{i}^{''}$ $Sn_{i}^{\times}$ $Sn_{i}^{\bullet}$ $Sn_{i}^{\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet}$ $Sn_{i}^{\bullet\bullet\bullet\bullet}$ $V_{Sn}^{\times}$ $V_{Sn}^{'}$ $V_{Sn}^{''}$ $V_{Sn}^{'''}$ $V_{Sn}^{''''}$ $H_{i}^{'}$ $H_{i}^{\times}$ $H_{i}^{\bullet}$ $H_{O}^{\times}$ $H_{O}^{\bullet}$ $H_{O}^{\bullet\bullet}$ $H_{O}^{\bullet\bullet\bullet}$ $H_{Sn}^{\times}$ $H_{Sn}^{'}$ $H_{Sn}^{''}$ $H_{Sn}^{'''}$ $H_{Sn}^{''''}$ $W_{i}^{\times}$ $W_{i}^{\bullet}$ $W_{i}^{\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet\bullet\bullet}$ $W_{i}^{\bullet\bullet\bullet\bullet\bullet\bullet}$ $W_{Sn}^{\times}$ $W_{Sn}^{\bullet}$ $W_{Sn}^{\bullet\bullet}$ $W_{Sn}^{'}$ $W_{Sn}^{''}$ $W_{Sn}^{'''}$ $W_{Sn}^{''''}$
3.9844e-09 2.1794 2.0856e-06 8.4918e-12 1.2989e-15 5.1174e-20 6.4674e-24 2.9863e-20 6.0077e-20 1.0153e-18 4.8028e-51 5.3646e-47 9.6668e-43 2.7399e-42 1.3168e-44 2.0952e-40 2.0377e-29 7.0586e-20 4.9451e-12 3.6126e-06 7.1848e-20 1.0356e-16 1.4003e-16 1.9119e-22 3.3268e-22 2.3239e-33 5.2551e-46 1.662e-43 1.1693e-32 1.3093e-23 1.2742e-16 7.0004e-19 5.585e-53 6.9151e-50 1.4188e-48 1.9412e-49 4.172e-53 2.2019e-59 1.7653e-67 8.171e-05 1.7412e-05 7.1844e-10 8.7696e-07 7.0777e-11 3.614e-17 1.8569e-25
5.7597e-10 2.2159 2.9683e-06 5.9663e-12 3.4162e-15 9.4566e-20 8.397e-24 1.1354e-20 3.251e-20 7.8196e-19 3.3224e-50 2.6074e-46 3.3011e-42 6.5737e-42 2.2198e-44 3.0287e-41 4.1925e-30 2.067e-20 2.0611e-12 2.1431e-06 1.0226e-19 1.0356e-16 9.8384e-17 5.0285e-22 6.1477e-22 3.0173e-33 4.7939e-46 2.4025e-44 2.4057e-33 3.834e-24 5.3109e-17 4.1527e-19 4.0587e-52 3.5307e-49 5.0896e-48 4.8927e-49 7.3881e-53 2.7396e-59 1.5432e-67 8.5837e-05 1.2851e-05 3.7256e-10 1.3112e-06 1.5062e-10 1.0946e-16 8.0048e-25
8.3261e-11 2.2464 3.9885e-06 4.4399e-12 8.9852e-15 1.8509e-19 1.2231e-23 4.3169e-21 1.661e-20 5.3686e-19 2.2984e-49 1.3423e-45 1.2646e-41 1.8741e-41 4.7092e-44 4.3782e-42 8.144e-31 5.3956e-21 7.2297e-13 1.0102e-06 1.3742e-19 1.0356e-16 7.3214e-17 1.3226e-21 1.2033e-21 4.3948e-33 5.1961e-46 3.4729e-45 4.6732e-34 1.0008e-24 1.8629e-17 1.9575e-19 2.8897e-51 1.8707e-48 2.0067e-47 1.4356e-48 1.6131e-52 4.4514e-59 1.866e-67 8.8343e-05 9.8427e-06 2.1234e-10 1.8134e-06 2.7992e-10 2.7337e-16 2.6864e-24
1.2036e-11 2.2658 4.8117e-06 3.6801e-12 2.3632e-14 4.0351e-19 2.21e-23 1.6413e-21 7.619e-21 2.9711e-19 1.59e-48 7.6964e-45 6.0103e-41 7.3825e-41 1.5376e-43 6.329e-43 1.4203e-31 1.1353e-21 1.8353e-13 3.0937e-07 1.6579e-19 1.0356e-16 6.0685e-17 3.4786e-21 2.6232e-21 7.9412e-33 7.7824e-46 5.0203e-46 8.1501e-35 2.1058e-25 4.729e-18 5.9949e-20 2.0255e-50 1.0869e-47 9.6637e-47 5.7302e-48 5.3371e-52 1.2207e-58 4.2414e-67 8.9516e-05 8.2666e-06 1.4782e-10 2.2169e-06 4.1285e-10 4.8643e-16 5.7671e-24
1.7399e-12 2.2728 5.1455e-06 3.4413e-12 6.2157e-14 9.9243e-19 5.0829e-23 6.2403e-22 3.0978e-21 1.2918e-19 1.0999e-47 4.9787e-44 3.6357e-40 4.176e-40 8.1335e-43 9.1489e-44 2.1956e-32 1.8768e-22 3.2444e-14 5.8487e-08 1.7729e-19 1.0356e-16 5.6747e-17 9.1493e-21 6.4517e-21 1.8264e-32 1.6738e-45 7.2572e-47 1.2599e-35 3.4811e-26 8.3601e-19 1.1333e-20 1.4066e-49 7.0577e-47 5.8682e-46 3.2538e-47 2.834e-51 6.0613e-58 1.9694e-66 8.986e-05 7.7599e-06 1.2976e-10 2.3798e-06 4.7394e-10 5.9716e-16 7.5711e-24
2.5151e-13 2.2741 5.2139e-06 3.3962e-12 1.6348e-13 2.576e-18 1.302e-22 2.3726e-22 1.1935e-21 5.0431e-20 7.6087e-47 3.3989e-43 2.4495e-39 2.7766e-39 5.3369e-42 1.3225e-44 3.2162e-33 2.7856e-23 4.8797e-15 8.9136e-09 1.7965e-19 1.0356e-16 5.6002e-17 2.4064e-20 1.6746e-20 4.6785e-32 4.2311e-45 1.0491e-47 1.8455e-36 5.167e-27 1.2574e-19 1.7272e-21 9.7372e-49 4.8216e-46 3.9563e-45 2.1649e-46 1.8608e-50 3.9277e-57 1.2594e-65 8.9923e-05 7.6634e-06 1.2646e-10 2.4132e-06 4.8698e-10 6.2175e-16 7.9877e-24
3.6357e-14 2.2743 5.2245e-06 3.3893e-12 4.2998e-13 6.7615e-18 3.4106e-22 9.0208e-23 4.5468e-22 1.9252e-20 5.2635e-46 2.3465e-42 1.6876e-38 1.9091e-38 3.6621e-41 1.9118e-45 4.6586e-34 4.0432e-24 7.0969e-16 1.299e-09 1.8002e-19 1.0356e-16 5.5889e-17 6.3292e-20 4.3956e-20 1.2255e-31 1.1061e-44 1.5165e-48 2.6732e-37 7.4995e-28 1.8287e-20 2.5172e-22 6.7367e-48 3.3291e-45 2.7261e-44 1.4887e-45 1.277e-49 2.6899e-56 8.6077e-65 8.9932e-05 7.6487e-06 1.2596e-10 2.4183e-06 4.8901e-10 6.2561e-16 8.0536e-24
5.2556e-15 2.2744 5.226e-06 3.3883e-12 1.1309e-12 1.7779e-17 8.9652e-22 3.4297e-23 1.7292e-22 7.324e-21 3.6411e-45 1.6228e-41 1.1668e-37 1.3195e-37 2.5303e-40 2.7636e-46 6.7363e-35 5.8481e-25 1.0268e-16 1.88e-10 1.8007e-19 1.0356e-16 5.5872e-17 1.6647e-19 1.1558e-19 3.2214e-31 2.9066e-44 2.1922e-49 3.8654e-38 1.0847e-28 2.6459e-21 3.643e-23 4.6603e-47 2.3023e-44 1.8847e-43 1.029e-44 8.8237e-49 1.8581e-55 5.9441e-64 8.9934e-05 7.6466e-06 1.2589e-10 2.4191e-06 4.8931e-10 6.2617e-16 8.0633e-24
7.5973e-16 2.2744 5.2263e-06 3.3881e-12 2.9745e-12 4.6759e-17 2.3578e-21 1.304e-23 6.5749e-23 2.7849e-21 2.5188e-44 1.1225e-40 8.0706e-37 9.1268e-37 1.7501e-39 3.995e-47 9.7381e-36 8.4545e-26 1.4845e-17 2.7182e-11 1.8008e-19 1.0356e-16 5.587e-17 4.3784e-19 3.0397e-19 8.4721e-31 7.6439e-44 3.169e-50 5.5879e-39 1.5682e-29 3.8253e-22 5.2672e-24 3.2239e-46 1.5926e-43 1.3037e-42 7.1171e-44 6.103e-48 1.2851e-54 4.1109e-63 8.9934e-05 7.6463e-06 1.2588e-10 2.4192e-06 4.8935e-10 6.2625e-16 8.0647e-24
1.0982e-16 2.2744 5.2263e-06 3.3881e-12 7.8234e-12 1.2298e-16 6.2013e-21 4.9579e-24 2.4998e-23 1.0588e-21 1.7425e-43 7.7654e-40 5.583e-36 6.3135e-36 1.2106e-38 5.775e-48 1.4077e-36 1.2222e-26 2.146e-18 3.9294e-12 1.8008e-19 1.0356e-16 5.587e-17 1.1516e-18 7.9949e-19 2.2283e-30 2.0104e-43 4.5809e-51 8.0777e-40 2.267e-30 5.5298e-23 7.6142e-25 2.2302e-45 1.1017e-42 9.0186e-42 4.9233e-43 4.2218e-47 8.8898e-54 2.8437e-62 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
1.5876e-17 2.2744 5.2263e-06 3.3881e-12 2.0577e-11 3.2346e-16 1.631e-20 1.885e-24 9.5046e-24 4.0258e-22 1.2054e-42 5.3719e-39 3.8621e-35 4.3675e-35 8.3749e-38 8.3481e-49 2.0349e-37 1.7667e-27 3.1022e-19 5.6802e-13 1.8008e-19 1.0356e-16 5.5869e-17 3.0288e-18 2.1028e-18 5.8607e-30 5.2877e-43 6.622e-52 1.1677e-40 3.277e-31 7.9936e-24 1.1007e-25 1.5428e-44 7.6214e-42 6.2388e-41 3.4058e-42 2.9205e-46 6.1497e-53 1.9672e-61 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
2.2949e-18 2.2744 5.2263e-06 3.3881e-12 5.412e-11 8.5075e-16 4.2899e-20 7.167e-25 3.6137e-24 1.5306e-22 8.3385e-42 3.7161e-38 2.6717e-34 3.0213e-34 5.7935e-37 1.2068e-49 2.9416e-38 2.5539e-28 4.4844e-20 8.211e-14 1.8008e-19 1.0356e-16 5.5869e-17 7.9663e-18 5.5307e-18 1.5415e-29 1.3908e-42 9.5725e-53 1.688e-41 4.7372e-32 1.1555e-24 1.5911e-26 1.0673e-43 5.2723e-41 4.3158e-40 2.3561e-41 2.0203e-45 4.2542e-52 1.3609e-60 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
3.3175e-19 2.2744 5.2263e-06 3.3881e-12 1.4234e-10 2.2376e-15 1.1283e-19 2.7249e-25 1.3739e-24 5.8195e-23 5.7684e-41 2.5707e-37 1.8482e-33 2.0901e-33 4.0078e-36 1.7445e-50 4.2523e-39 3.6918e-29 6.4825e-21 1.187e-14 1.8008e-19 1.0356e-16 5.5869e-17 2.0953e-17 1.4547e-17 4.0543e-29 3.6579e-42 1.3838e-53 2.4401e-42 6.8479e-33 1.6704e-25 2.3e-27 7.383e-43 3.6472e-40 2.9856e-39 1.6299e-40 1.3976e-44 2.9429e-51 9.414e-60 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
4.7956e-20 2.2744 5.2263e-06 3.3881e-12 3.7439e-10 5.8853e-15 2.9676e-19 1.036e-25 5.2238e-25 2.2126e-23 3.9904e-40 1.7784e-36 1.2785e-32 1.4459e-32 2.7725e-35 2.5217e-51 6.147e-40 5.3368e-30 9.3708e-22 1.7158e-15 1.8008e-19 1.0356e-16 5.5869e-17 5.5109e-17 3.826e-17 1.0663e-28 9.6209e-42 2.0003e-54 3.5273e-43 9.899e-34 2.4146e-26 3.3248e-28 5.1074e-42 2.523e-39 2.0653e-38 1.1275e-39 9.6682e-44 2.0358e-50 6.5124e-59 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
6.9323e-21 2.2744 5.2263e-06 3.3881e-12 9.847e-10 1.5479e-14 7.8053e-19 3.939e-26 1.9861e-25 8.4125e-24 2.7605e-39 1.2302e-35 8.8447e-32 1.0002e-31 1.9179e-34 3.6453e-52 8.8859e-41 7.7147e-31 1.3546e-22 2.4803e-16 1.8008e-19 1.0356e-16 5.5869e-17 1.4494e-16 1.0063e-16 2.8046e-28 2.5304e-41 2.8916e-55 5.0989e-44 1.431e-34 3.4905e-27 4.8063e-29 3.5331e-41 1.7454e-38 1.4287e-37 7.7996e-39 6.6882e-43 1.4083e-49 4.5051e-58 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
1.0021e-21 2.2744 5.2263e-06 3.3881e-12 2.5899e-09 4.0713e-14 2.0529e-18 1.4976e-26 7.5513e-26 3.1985e-24 1.9096e-38 8.5103e-35 6.1185e-31 6.9191e-31 1.3268e-33 5.2695e-53 1.2845e-41 1.1152e-31 1.9582e-23 3.5855e-17 1.8008e-19 1.0356e-16 5.5869e-17 3.8123e-16 2.6467e-16 7.3766e-28 6.6555e-41 4.18e-56 7.3707e-45 2.0685e-35 5.0458e-28 6.9478e-30 2.4441e-40 1.2074e-37 9.8837e-37 5.3956e-38 4.6267e-42 9.7425e-49 3.1165e-57 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
1.4486e-22 2.2744 5.2263e-06 3.3881e-12 6.8119e-09 1.0708e-13 5.3995e-18 5.6941e-27 2.8711e-26 1.2161e-24 1.321e-37 5.8872e-34 4.2326e-30 4.7864e-30 9.1782e-33 7.6175e-54 1.8568e-42 1.6121e-32 2.8307e-24 5.183e-18 1.8008e-19 1.0356e-16 5.5869e-17 1.0027e-15 6.9612e-16 1.9402e-27 1.7505e-40 6.0424e-57 1.0655e-45 2.9902e-36 7.294e-29 1.0043e-30 1.6908e-39 8.3524e-37 6.8372e-36 3.7325e-37 3.2006e-41 6.7396e-48 2.1559e-56 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
2.0941e-23 2.2744 5.2263e-06 3.3881e-12 1.7916e-08 2.8164e-13 1.4201e-17 2.1649e-27 1.0916e-26 4.6236e-25 9.1384e-37 4.0726e-33 2.928e-29 3.3111e-29 6.3492e-32 1.1012e-54 2.6842e-43 2.3304e-33 4.0919e-25 7.4924e-19 1.8008e-19 1.0356e-16 5.5869e-17 2.6372e-15 1.8309e-15 5.103e-27 4.6041e-40 8.7347e-58 1.5402e-46 4.3225e-37 1.0544e-29 1.4518e-31 1.1696e-38 5.778e-36 4.7298e-35 2.5821e-36 2.2141e-40 4.6623e-47 1.4914e-55 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
3.0271e-24 2.2744 5.2263e-06 3.3881e-12 4.7123e-08 7.4076e-13 3.7352e-17 8.2312e-28 4.1503e-27 1.7579e-25 6.3217e-36 2.8173e-32 2.0255e-28 2.2906e-28 4.3922e-31 1.5918e-55 3.8801e-44 3.3687e-34 5.9151e-26 1.0831e-19 1.8008e-19 1.0356e-16 5.5869e-17 6.9363e-15 4.8156e-15 1.3422e-26 1.2109e-39 1.2626e-58 2.2265e-47 6.2485e-38 1.5242e-30 2.0987e-32 8.0912e-38 3.9971e-35 3.272e-34 1.7862e-35 1.5317e-39 3.2252e-46 1.0317e-54 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
4.3759e-25 2.2744 5.2263e-06 3.3881e-12 1.2394e-07 1.9483e-12 9.8242e-17 3.1295e-28 1.578e-27 6.6837e-26 4.3732e-35 1.9489e-31 1.4012e-27 1.5845e-27 3.0384e-30 2.301e-56 5.609e-45 4.8697e-35 8.5507e-27 1.5656e-20 1.8008e-19 1.0356e-16 5.5869e-17 1.8244e-14 1.2666e-14 3.5301e-26 3.185e-39 1.8252e-59 3.2185e-48 9.0326e-39 2.2033e-31 3.0338e-33 5.5973e-37 2.7651e-34 2.2634e-33 1.2356e-34 1.0596e-38 2.2311e-45 7.137e-54 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
6.3256e-26 2.2744 5.2263e-06 3.3881e-12 3.2598e-07 5.1243e-12 2.5839e-16 1.1899e-28 5.9995e-28 2.5412e-26 3.0252e-34 1.3482e-30 9.693e-27 1.0961e-26 2.1019e-29 3.3263e-57 8.1081e-46 7.0394e-36 1.2361e-27 2.2632e-21 1.8008e-19 1.0356e-16 5.5869e-17 4.7984e-14 3.3313e-14 9.2847e-26 8.377e-39 2.6385e-60 4.6526e-49 1.3057e-39 3.185e-32 4.3856e-34 3.872e-36 1.9128e-33 1.5658e-32 8.5478e-34 7.3297e-38 1.5434e-44 4.9372e-53 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
9.144e-27 2.2744 5.2263e-06 3.3881e-12 8.5739e-07 1.3478e-11 6.7961e-16 4.524e-29 2.281e-28 9.6617e-27 2.0928e-33 9.3266e-30 6.7054e-26 7.5828e-26 1.454e-28 4.8083e-58 1.1721e-46 1.0176e-36 1.7868e-28 3.2717e-22 1.8008e-19 1.0356e-16 5.5869e-17 1.262e-13 8.7618e-14 2.442e-25 2.2033e-38 3.8141e-61 6.7256e-50 1.8875e-40 4.6041e-33 6.3397e-35 2.6786e-35 1.3232e-32 1.0832e-31 5.9131e-33 5.0705e-37 1.0677e-43 3.4154e-52 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.0649e-24
1.3218e-27 2.2744 5.2263e-06 3.3881e-12 2.2551e-06 3.5449e-11 1.7875e-15 1.72e-29 8.6727e-29 3.6734e-27 1.4477e-32 6.4519e-29 4.6386e-25 5.2455e-25 1.0059e-27 6.9507e-59 1.6943e-47 1.471e-37 2.5829e-29 4.7294e-23 1.8008e-19 1.0356e-16 5.5869e-17 3.3194e-13 2.3045e-13 6.4228e-25 5.7949e-38 5.5135e-62 9.7223e-51 2.7285e-41 6.6556e-34 9.1644e-36 1.853e-34 9.1536e-32 7.4931e-31 4.0905e-32 3.5076e-36 7.386e-43 2.3627e-51 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2627e-16 8.065e-24
1.9108e-28 2.2744 5.2263e-06 3.3881e-12 5.9312e-06 9.3235e-11 4.7013e-15 6.5397e-30 3.2974e-29 1.3967e-27 1.0015e-31 4.4632e-28 3.2088e-24 3.6287e-24 6.9581e-27 1.0048e-59 2.4492e-48 2.1264e-38 3.7338e-30 6.8368e-24 1.8008e-19 1.0356e-16 5.5869e-17 8.7305e-13 6.0612e-13 1.6893e-24 1.5241e-37 7.9701e-63 1.4054e-51 3.9442e-42 9.6212e-35 1.3248e-36 1.2818e-33 6.3322e-31 5.1835e-30 2.8297e-31 2.4264e-35 5.1093e-42 1.6344e-50 8.9934e-05 7.6462e-06 1.2588e-10 2.4192e-06 4.8936e-10 6.2628e-16 8.0651e-24
